,s20230901019,s20230901020,s20230901021,s20230901022,s20230901023,s20230901024,s20230901025,s20230901026,s20230901027,s20230901028,s20230901029,s20230901030,s20230901031,s20230901032,s20230901033,s20230901052,s20230901053,s20230901054,s20230901055,s20230901056,s20230901057,s20230901058,s20230901059,s20230901060,s20230901079,s20230901080,s20230901081,s20230901082,s20230901083,s20230901084,s20230901085,s20230901086,s20230901087
C18H18O12N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4451120887168,5.4451120887168,5.4451120887168,5.4451120887168,5.4451120887168,5.4451120887168,5.4451120887168,5.4451120887168
C19H18O13N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8382682898054,10.8382682898054,10.8382682898054,10.8382682898054,NA,10.8382682898054,10.8382682898054
C19H12O11N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14348311887757,3.14348311887757,NA,3.14348311887757,3.14348311887757,3.14348311887757,3.14348311887757,3.14348311887757
C20H14O11N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4591894163454,11.4591894163454,11.4591894163454,11.4591894163454,11.4591894163454,11.4591894163454,11.4591894163454,11.4591894163454
C20H12O11N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8591939655746,NA,3.8591939655746,NA,NA,3.8591939655746,3.8591939655746,3.8591939655746,3.8591939655746
C21H14O11N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0310897103889,10.0310897103889,10.0310897103889,10.0310897103889,10.0310897103889,10.0310897103889,10.0310897103889,10.0310897103889,10.0310897103889
C20H14O12N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.03695946664873,9.03695946664873,NA,9.03695946664873,9.03695946664873,NA,9.03695946664873,9.03695946664873
C20H12O12N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.53358597761139,6.53358597761139,NA,6.53358597761139,NA,6.53358597761139,6.53358597761139,6.53358597761139
C21H14O13N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.91598098889231,9.91598098889231,NA,9.91598098889231,9.91598098889231,9.91598098889231,9.91598098889231,9.91598098889231
C19H14O12N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.74190845047331,8.74190845047331,8.74190845047331,8.74190845047331,8.74190845047331,8.74190845047331,8.74190845047331
C18H14O12N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6856443732894,11.6856443732894,11.6856443732894,11.6856443732894,11.6856443732894,11.6856443732894,11.6856443732894
C21H14O10N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.46089951743553,7.46089951743553,NA,NA,7.46089951743553,7.46089951743553,7.46089951743553,7.46089951743553
C21H16O10N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.92749248716544,5.92749248716544,NA,5.92749248716544,5.92749248716544,5.92749248716544,5.92749248716544,5.92749248716544
C22H16O11N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0216403227669,10.0216403227669,10.0216403227669,10.0216403227669,10.0216403227669,10.0216403227669,10.0216403227669,10.0216403227669,10.0216403227669
C21H16O11N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.78953775485924,9.78953775485924,9.78953775485924,9.78953775485924,9.78953775485924,9.78953775485924,9.78953775485924,9.78953775485924,9.78953775485924
C22H18O11N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.04729168038097,NA,7.04729168038097,NA,7.04729168038097,7.04729168038097,7.04729168038097,7.04729168038097,7.04729168038097
C24H16O12N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.68804159364613,8.68804159364613,NA,8.68804159364613,8.68804159364613,8.68804159364613,8.68804159364613,NA
C21H12O11N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.16989833520934,6.16989833520934,6.16989833520934,NA,NA,6.16989833520934,NA,6.16989833520934,6.16989833520934
C22H14O11N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3324758741176,13.3324758741176,13.3324758741176,13.3324758741176,13.3324758741176,NA,13.3324758741176,13.3324758741176,13.3324758741176
C23H16O13N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.93942200495416,8.93942200495416,8.93942200495416,8.93942200495416,8.93942200495416,8.93942200495416,8.93942200495416,8.93942200495416,8.93942200495416
C24H18O13N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.07454203012492,8.07454203012492,8.07454203012492,8.07454203012492,8.07454203012492,8.07454203012492,8.07454203012492,8.07454203012492,8.07454203012492
C24H16O13N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6543392253866,10.6543392253866,10.6543392253866,NA,10.6543392253866,10.6543392253866,10.6543392253866
C25H18O14N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.17357400459837,6.17357400459837,NA,6.17357400459837,6.17357400459837,6.17357400459837,6.17357400459837,NA
C22H14O13N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.48178448572135,5.48178448572135,5.48178448572135,5.48178448572135,NA,5.48178448572135,5.48178448572135
C21H16O12N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.01756655428193,8.01756655428193,8.01756655428193,8.01756655428193,8.01756655428193,8.01756655428193,8.01756655428193,8.01756655428193,8.01756655428193
C22H18O12N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0904085060411,13.0904085060411,13.0904085060411,13.0904085060411,13.0904085060411,13.0904085060411,13.0904085060411,13.0904085060411,13.0904085060411
C22H16O12N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.63220221025021,5.63220221025021,5.63220221025021,5.63220221025021,5.63220221025021,5.63220221025021,5.63220221025021,5.63220221025021,5.63220221025021
C23H18O12N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.85802242174556,7.85802242174556,7.85802242174556,7.85802242174556,7.85802242174556,7.85802242174556,7.85802242174556,7.85802242174556,7.85802242174556
C22H18O14N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.52549536155103,6.52549536155103,NA,6.52549536155103,NA,6.52549536155103,6.52549536155103,6.52549536155103
C22H16O14N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.03245764764639,8.03245764764639,8.03245764764639,8.03245764764639,8.03245764764639,8.03245764764639,8.03245764764639,8.03245764764639
C23H18O14N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.12296348821531,7.12296348821531,7.12296348821531,7.12296348821531,7.12296348821531,7.12296348821531,7.12296348821531,7.12296348821531,7.12296348821531
C21H16O13N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.22380491435895,9.22380491435895,NA,9.22380491435895,9.22380491435895,9.22380491435895,9.22380491435895,9.22380491435895
C22H18O13N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.26036658051023,9.26036658051023,9.26036658051023,9.26036658051023,9.26036658051023,9.26036658051023,9.26036658051023,9.26036658051023,9.26036658051023
C22H16O13N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6003462139708,10.6003462139708,10.6003462139708,10.6003462139708,10.6003462139708,10.6003462139708,10.6003462139708,10.6003462139708,10.6003462139708
C23H18O13N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.90721551964685,8.90721551964685,8.90721551964685,8.90721551964685,8.90721551964685,8.90721551964685,8.90721551964685,8.90721551964685,8.90721551964685
C26H22O15N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.44990481114673,NA,6.44990481114673,6.44990481114673,6.44990481114673,NA,6.44990481114673,6.44990481114673,6.44990481114673
C26H26O15N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.76880570267518,NA,7.76880570267518,7.76880570267518,7.76880570267518,7.76880570267518,7.76880570267518
C26H20O13N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5327862444293,11.5327862444293,11.5327862444293,11.5327862444293,11.5327862444293,11.5327862444293,11.5327862444293,NA
C23H20O12N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.19852479290863,5.19852479290863,5.19852479290863,5.19852479290863,5.19852479290863,5.19852479290863,5.19852479290863,5.19852479290863,5.19852479290863
C22H20O12N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1022792435803,11.1022792435803,11.1022792435803,11.1022792435803,11.1022792435803,11.1022792435803,11.1022792435803,11.1022792435803,11.1022792435803
C24H20O13N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.55552373688458,8.55552373688458,8.55552373688458,8.55552373688458,8.55552373688458,8.55552373688458,8.55552373688458,8.55552373688458,8.55552373688458
C25H20O13N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.38653689862209,9.38653689862209,9.38653689862209,9.38653689862209,9.38653689862209,9.38653689862209,9.38653689862209,9.38653689862209,9.38653689862209
C24H22O13N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.61442591679976,2.61442591679976,2.61442591679976,2.61442591679976,2.61442591679976,2.61442591679976,2.61442591679976,2.61442591679976,2.61442591679976
C24H22O12N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.88264533441137,3.88264533441137,3.88264533441137,3.88264533441137,3.88264533441137,3.88264533441137,3.88264533441137,3.88264533441137
C25H22O12N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.21700512431424,7.21700512431424,7.21700512431424,NA,7.21700512431424,7.21700512431424,7.21700512431424,7.21700512431424
C27H26O14N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8064277200101,11.8064277200101,11.8064277200101,11.8064277200101,11.8064277200101,11.8064277200101,11.8064277200101
C25H26O13N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.46065814580177,7.46065814580177,7.46065814580177,7.46065814580177,7.46065814580177,7.46065814580177,7.46065814580177,7.46065814580177
C25H26O14N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.59597169059063,8.59597169059063,8.59597169059063,8.59597169059063,8.59597169059063,8.59597169059063,8.59597169059063,8.59597169059063
C26H22O14N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.40576970464381,8.40576970464381,8.40576970464381,8.40576970464381,8.40576970464381,8.40576970464381,8.40576970464381,8.40576970464381,NA
C23H20O14N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.79358620296533,7.79358620296533,7.79358620296533,7.79358620296533,7.79358620296533,7.79358620296533,7.79358620296533,7.79358620296533,7.79358620296533
C24H20O14N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.19507657468565,9.19507657468565,9.19507657468565,9.19507657468565,9.19507657468565,9.19507657468565,9.19507657468565,9.19507657468565,9.19507657468565
C24H22O14N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.95684565987349,8.95684565987349,8.95684565987349,8.95684565987349,8.95684565987349,8.95684565987349,8.95684565987349,8.95684565987349,8.95684565987349
C25H24O14N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.75882041803806,7.75882041803806,7.75882041803806,7.75882041803806,7.75882041803806,7.75882041803806,7.75882041803806,7.75882041803806
C24H22O15N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4726348445875,NA,4.4726348445875,4.4726348445875,4.4726348445875,4.4726348445875,4.4726348445875
C25H24O15N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4054996335152,10.4054996335152,10.4054996335152,10.4054996335152,10.4054996335152,10.4054996335152,10.4054996335152
C21H20O13N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.97352263957752,5.97352263957752,5.97352263957752,5.97352263957752,5.97352263957752,5.97352263957752,5.97352263957752,5.97352263957752,5.97352263957752
C22H20O13N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.63813226667851,5.63813226667851,5.63813226667851,5.63813226667851,5.63813226667851,5.63813226667851,5.63813226667851,5.63813226667851
C22H20O14N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.01233404408875,9.01233404408875,9.01233404408875,9.01233404408875,9.01233404408875,9.01233404408875,9.01233404408875,9.01233404408875
C23H22O14N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6876533854305,12.6876533854305,12.6876533854305,12.6876533854305,12.6876533854305,12.6876533854305,12.6876533854305,12.6876533854305
C24H24O14N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.59215300055419,3.59215300055419,3.59215300055419,3.59215300055419,3.59215300055419,3.59215300055419,3.59215300055419,3.59215300055419,3.59215300055419
C24H24O15N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.82394632820444,9.82394632820444,9.82394632820444,NA,9.82394632820444,9.82394632820444,9.82394632820444
C24H26O13N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9756337001999,10.9756337001999,10.9756337001999,10.9756337001999,10.9756337001999,10.9756337001999,10.9756337001999,10.9756337001999
C23H22O13N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.72575984116825,9.72575984116825,9.72575984116825,9.72575984116825,9.72575984116825,9.72575984116825,9.72575984116825,9.72575984116825,9.72575984116825
C24H24O13N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5087076225101,10.5087076225101,10.5087076225101,10.5087076225101,10.5087076225101,10.5087076225101,10.5087076225101,10.5087076225101,10.5087076225101
C22H22O13N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.92057831977593,3.92057831977593,3.92057831977593,3.92057831977593,3.92057831977593,3.92057831977593,3.92057831977593,3.92057831977593
C26H15O14N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.66739094844409,4.66739094844409,4.66739094844409,4.66739094844409,NA,4.66739094844409,4.66739094844409
C27H17O14N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45737856972497,2.45737856972497,2.45737856972497,2.45737856972497,2.45737856972497,2.45737856972497,NA
C27H17O15N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.61086863765608,NA,4.61086863765608,4.61086863765608,4.61086863765608,4.61086863765608,4.61086863765608
C26H17O13N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.11192046100754,4.11192046100754,4.11192046100754,4.11192046100754,4.11192046100754,4.11192046100754,4.11192046100754,4.11192046100754
C22H13O15N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.980141558714174,NA,0.980141558714174,0.980141558714174,0.980141558714174,0.980141558714174,0.980141558714174
C22H13O14N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75668912904606,2.75668912904606,2.75668912904606,2.75668912904606,2.75668912904606,2.75668912904606,2.75668912904606,2.75668912904606,2.75668912904606
C25H15O13N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76444478401815,2.76444478401815,2.76444478401815,2.76444478401815,2.76444478401815,2.76444478401815,2.76444478401815,2.76444478401815
C25H15O14N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.46125743360617,4.46125743360617,4.46125743360617,4.46125743360617,4.46125743360617,4.46125743360617,4.46125743360617,4.46125743360617,4.46125743360617
C23H13O13N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4128421292878,NA,4.4128421292878,4.4128421292878,4.4128421292878,4.4128421292878,4.4128421292878,4.4128421292878,4.4128421292878
C24H13O13N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65783367195043,3.65783367195043,3.65783367195043,3.65783367195043,3.65783367195043,3.65783367195043,3.65783367195043,3.65783367195043,3.65783367195043
C24H13O14N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.14393306820912,5.14393306820912,5.14393306820912,5.14393306820912,5.14393306820912,5.14393306820912,5.14393306820912
C23H13O14N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.22093023933858,3.22093023933858,3.22093023933858,3.22093023933858,3.22093023933858,3.22093023933858,3.22093023933858,3.22093023933858,3.22093023933858
C23H15O12N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.436651068367,1.436651068367,1.436651068367,1.436651068367,1.436651068367,1.436651068367,1.436651068367,1.436651068367,1.436651068367
C24H17O12N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03397422658477,3.03397422658477,3.03397422658477,3.03397422658477,3.03397422658477,3.03397422658477,3.03397422658477,3.03397422658477,3.03397422658477
C24H15O12N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72983491905894,2.72983491905894,2.72983491905894,2.72983491905894,2.72983491905894,2.72983491905894,2.72983491905894,2.72983491905894,2.72983491905894
C25H17O12N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.23877671582541,4.23877671582541,4.23877671582541,4.23877671582541,4.23877671582541,4.23877671582541,4.23877671582541,4.23877671582541
C23H15O13N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.29790237925182,6.29790237925182,6.29790237925182,6.29790237925182,6.29790237925182,6.29790237925182,6.29790237925182,6.29790237925182,6.29790237925182
C24H17O13N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29032603518925,2.29032603518925,2.29032603518925,2.29032603518925,2.29032603518925,2.29032603518925,2.29032603518925,2.29032603518925,2.29032603518925
C24H15O13N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.91401038256337,4.91401038256337,4.91401038256337,4.91401038256337,4.91401038256337,4.91401038256337,4.91401038256337,4.91401038256337,4.91401038256337
C25H17O13N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.57916465573447,3.57916465573447,3.57916465573447,3.57916465573447,3.57916465573447,3.57916465573447,3.57916465573447,3.57916465573447,3.57916465573447
C25H15O12N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1667829735497,2.1667829735497,2.1667829735497,2.1667829735497,2.1667829735497,2.1667829735497,2.1667829735497,2.1667829735497
C24H15O11N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81991975642713,2.81991975642713,2.81991975642713,2.81991975642713,2.81991975642713,2.81991975642713,2.81991975642713
C24H13O12N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14040787612767,3.14040787612767,3.14040787612767,3.14040787612767,3.14040787612767,3.14040787612767,3.14040787612767,3.14040787612767,3.14040787612767
C21H11O13N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.20836363866421,NA,2.20836363866421,2.20836363866421,2.20836363866421,2.20836363866421,2.20836363866421,2.20836363866421,2.20836363866421
C22H13O13N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1524726398163,4.1524726398163,4.1524726398163,4.1524726398163,4.1524726398163,4.1524726398163,4.1524726398163,4.1524726398163,4.1524726398163
C22H11O13N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3613640941114,2.3613640941114,2.3613640941114,2.3613640941114,2.3613640941114,2.3613640941114,2.3613640941114,2.3613640941114
C22H11O11N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19832738702765,NA,2.19832738702765,2.19832738702765,2.19832738702765,2.19832738702765,2.19832738702765,2.19832738702765,2.19832738702765
C22H11O12N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.44737071607585,3.44737071607585,3.44737071607585,3.44737071607585,3.44737071607585,3.44737071607585,3.44737071607585,3.44737071607585,3.44737071607585
