,s20230901010,s20230901011,s20230901012,s20230901013,s20230901014,s20230901015,s20230901016,s20230901017,s20230901018,s20230901043,s20230901044,s20230901045,s20230901046,s20230901047,s20230901048,s20230901049,s20230901050,s20230901051,s20230901070,s20230901071,s20230901072,s20230901073,s20230901074,s20230901076,s20230901077
7248de648abb9aae5ce7ea63b1e8d3db,NA,NA,NA,NA,NA,2.77127345918741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43d9edaed18297652f8a39f851ac74ef,NA,NA,NA,NA,NA,NA,3.86197502592476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e8628dccff7e736ead878780c1c5e9a4,NA,NA,NA,NA,NA,NA,2.94414435449377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1ae0bf3286f942913d85d72c1703b90e,NA,NA,NA,NA,NA,NA,1.55569913637385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1faa1fd49b7a27001a9c11f3dcc1aa02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14432323914594,NA,NA,NA,NA,NA,NA,NA,NA,1.14432323914594
05bc857735153d329a769d7866e2d5d6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20316391010097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9dc221fbf1f471a3f4abf20bf4be958d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03929817705125,1.03929817705125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30a8a9fbeb4a6e09fa542ef3b744ce11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8045960698162,NA,NA,NA,NA,1.8045960698162,NA,NA,NA,NA,NA,NA,NA
e07f5627c88e615c4794998c58777d51,0.86941526491846,NA,NA,NA,NA,NA,NA,0.86941526491846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad4b9b3c9769c1ce295a339d926cbd93,NA,NA,NA,1.64109922109642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19b6c11cf390c9526a644fc473529ca9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18619435164788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9d470236b9fed55d0c78739ad8fa07d3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.648417893968709,NA,NA,NA,NA,NA,NA
e43c9079c2a68b51a9548c26f44380d0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.676928789475689,NA,NA,NA,NA
8cc77d86e8679f215bbd2d3866c9e854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42790962431811,NA,NA,NA,1.42790962431811,NA,NA,NA,NA,NA,NA,1.42790962431811,NA
efd24c9e350674d98567a8326f50c0f0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.193647058743698,NA,NA,NA,NA,NA,NA
6bfaabb42c4293976636682bde47eca0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.490239347378346,NA,NA,NA,NA
3074f359e9b89751d06d5cfd74d187ee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.692520893423818,NA,NA,NA,NA
b96232f1dc71e99fc46ad340ec8f7333,NA,NA,NA,NA,0.62905285811056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7426f3f8ac84a3fbe49195235525868d,NA,NA,0.409688809177543,0.409688809177544,NA,NA,NA,0.409688809177544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
f4981de4f4023684173829e0e3ce92df,0.202113457385543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cd0ff9f1dcf484a91a2dda93267bd334,NA,0.418741471871072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8749ad457260071f1cabda640da9c4bd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.522374568980202,NA
6eac943d0db256f80d5ec667166a6778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.401108213447391,NA,NA,NA,NA
caba076cfa87075dfce5f6b4342122fa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.708213080863257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23c74ad7a33f3973c5adf7404fb2be4d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.40369844427866,NA,NA
33ef3a88cc9dc167900c652812ce7681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.733242947034062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6955b63fd35d6bd9b86026c0fe1cbac3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.243758377125249,NA,NA,NA,NA,NA,0.243758377125249,0.243758377125249,NA,NA,NA,NA,NA,NA
c94d2409556ed79293c1452e597d8f66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.223121089132756,NA,NA,NA,NA,NA,NA,NA,NA,NA
e7ccdb7c9f86e1cd28871c46c9fd11a7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.130316459547409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3eaf80f47e25134e5058ca8fc6e9515a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0146867750117799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48ea96b1b595ea6d272b38cbd5373895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000920535599027243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8b6c8a26f68db76381f8d41a66bcc9bf,NA,NA,NA,NA,0.162754455015477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
910cdeafeb9c771662efce1ca6eca408,NA,NA,NA,NA,NA,NA,NA,0.0881579036588171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e4a6791286ccd0b9b8a6855df44165d7,0.500299485254349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15c853e145e2de9b2388aca55b764808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.274501628064879,NA,NA,NA,NA,NA,NA,NA,NA,NA
8bdf6cff01af38c265b1a24a39628b52,0.639293253962494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.639293253962495,NA,NA,NA,0.639293253962495,NA,NA,NA,NA,NA,NA,NA
13e06d5895a594e7cfee7c9541caff02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215806326443313
8fd5c70128cd3e65e63dcf6c0088e57a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215026758026032,0.215026758026032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e708eca6e684931babc5b7f386bca6dd,NA,0.317853667984828,NA,NA,NA,NA,NA,NA,NA,NA,0.31785366798483,NA,0.317853667984828,0.317853667984829,NA,NA,0.317853667984828,NA,0.317853667984829,NA,NA,NA,NA,NA,NA
d7fea7f7d75c6c5e8d0b6292b51ae298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.112988307426476,NA,NA,NA,NA,NA,NA,NA
953c1bcf0f18e24e14377dbc50a9d87e,NA,NA,NA,NA,NA,NA,NA,NA,0.458890179007559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459c952c7b7219432cb651897c227cc1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.806596783749997,NA,NA,NA,0.806596783749996,NA,NA,NA,NA,NA,NA,NA,NA
69e6ffab9b9bce3853a066f8f351aceb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42772565827934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6f82f5314efa5dbb721cde7173506bfd,0.655166738795124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a56b0e86254f162917685ccdf6854a81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11962488935146,1.11962488935146,NA,NA,1.11962488935146,NA,NA,NA,NA,NA,NA,NA
d8917b67b269299291b08c2e8ca27d4e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51685129538904,1.51685129538904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19544923e054ae86ea199a63ae6ec2a7,NA,3.08908560156178,NA,NA,NA,NA,NA,NA,NA,3.08908560156178,3.08908560156178,NA,3.08908560156178,NA,NA,NA,NA,NA,3.08908560156178,NA,NA,NA,NA,NA,3.08908560156178
a5b19938ca7ee2b79f150d9af6208f76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.909086216200921,NA,NA,0.909086216200923,NA,NA,NA,NA,NA,NA,NA,NA
d5ea835b7810e6c318a7333c1af8e9d8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.162389262962238,NA,NA,NA,NA
495619e6c51e1e0955975577268afaf7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.642119781495809,0.642119781495812,0.642119781495811,NA,0.642119781495811,NA,NA,NA,NA,NA,NA,NA,NA
af31eaa32c86c86a63ac9edd127b4f97,NA,NA,NA,NA,NA,NA,0.494300473776548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0a6d7203a8f4b88aefdf9419233b7c64,NA,NA,NA,NA,0.291244038983761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0b95de0e43a3e4c87341ce6625c37107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0491521817355117,NA,NA,NA,NA,NA,NA,NA
665cf786ebcad9385bcab1ea28ce7241,NA,0.811160098801369,NA,NA,NA,NA,NA,NA,0.811160098801368,0.811160098801366,0.811160098801367,0.811160098801367,NA,NA,NA,0.811160098801366,NA,0.811160098801366,NA,0.811160098801367,NA,0.811160098801367,0.811160098801367,0.811160098801367,NA
eabe474c4e4b52544a36fbc7bf227048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2781539204374,NA,NA,NA,NA
87a40d6dda38afef68c1278f221e5ac3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0640763782261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0953ac9e7d06e2f3f022f4c38e238c0b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89302484119946,NA,NA,NA,NA,NA,NA,NA,NA,NA
b895b57881451be1a15a9ad8ae19c77d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95014935482364,NA,NA,2.95014935482364,NA,NA,2.95014935482364,NA,NA,NA,NA,NA,NA,NA
47e09fd35d23c1ee7b93d420f3d00744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73314804666859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ee101fdaf73625a46ae7d326f22b3f64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99401524075384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76b9163d1a73d5b282ecdae883490e91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54997196552496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
c48803ceca7360f6664459128d56fc59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91804483621875,NA,NA,NA,NA,NA,NA,NA
d261566ee5a7773b47ac77c9700e0d68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.54455939148147,NA,NA,NA,NA,NA,NA,NA,NA
5c20890ab06bc06154d1220279fd1a1c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.54293871367609,NA,NA,NA,4.54293871367609,NA,NA,NA,NA,NA,NA,NA,NA,NA
f90bc5b774f5a1aeff669e05f926ddd3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27823355185289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90586d8f627d2cf2f4c945a8410a3797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87551019914384,NA,NA,NA,NA,NA,NA,NA
f72ca68aebd53fd09746c7d108bf4175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63600222965501,NA,NA,NA,NA,NA,NA,NA,NA,NA
29c14e00d97cbd3a4baa6824f22e65ec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.67103405516395,NA,NA,NA,NA
b8ceca7e1e4117fa832891c515bbadd0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.73404888541457,3.73404888541457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
081c0a5ca0acb87c377b5f28fcc264fe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65692193314599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a37f54220a311c11515c0f86a0794509,NA,NA,2.25329447845321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3c34d0c88d15b46c05b70a1e717d01b3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75415497143616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eb546d89b5ff5610cbd37c799d4e68bc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.60371939870211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eb96d3a3bbcdd829a48a49f77de2f98f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63979056343048,NA
bd27ac82a89837c7c664b319a7ba90a3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23991186209346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
f3e8b73fc6a41d5dbf5ff87857f191b3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11714663690389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4fe0f784e3bb1afeb5c1f7a2e3e8bd5a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85123177852317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d9ccd8a1689960228a9fe46e9913f180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.820519134950416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0ca943fb2e3eb7d0280efc03deea767f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31075999235181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
811a2d3c320fecca992db6abc1fd6d9c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39920911833486,NA,NA,1.39920911833486,NA
6a7bd93028d644833c0c475f46aee90b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.919480981753319,NA,NA,NA,NA,NA
a7826cc65733ef8a2b5cf78991053937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.826266963368631,NA,0.826266963368632,NA,NA,NA,NA,0.826266963368631,NA,NA,NA,0.826266963368631,NA,NA
17f806135b3d2b18047da6a5a582e4a6,NA,NA,NA,NA,NA,NA,NA,1.23351294496595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
da139b36971b93d9ca35cedde79d202f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91392549112562,NA,NA,NA,1.91392549112562,NA,NA,NA,NA,NA,NA,NA,NA
4ca61eb6ce89253d2f7c93b23e9146ad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.715803975086639,NA,NA,NA,NA,NA
c72025965d6a798df6926b1212303efd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.60581942771156,NA,NA
06fbfdd050fe5615df99532c2438303f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31161883712504
f79c649f77aa1d4ea2458fe285a9b8e0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.62860983755227
3dc873ac19de3c7c6d6129eb92d9fa07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4107548161159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ac60bc49add9aaf46bf755ea929c05a4,NA,NA,NA,NA,3.94210185314389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472a3c1a67e63dfc10342471f8e515ab,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71996949467769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0bd70a5d21b6576f79c92ef8a7df3670,NA,NA,NA,NA,3.02373404508358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200b2844296cdac770c665ce2a7ac067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.98116765827449,NA,NA,NA,NA,NA,NA
b79ab7c51576a6568164e1b8812d8f05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85471196714962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3306ebc5f5b0409bbbf753b9cb24fac4,NA,NA,NA,NA,NA,NA,NA,2.52360692472785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99be4e3515b80b5adfe455adb7e73e18,NA,2.68220840889715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362ab922bdd701477208ced810f7ef2c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3514585827111,NA,NA,NA,NA,NA,NA,NA,NA
ed17d8bd340228d7804345006c6068a9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.97672395642161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
049f3921e701b89241aab45c82650e82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3348479312541,NA,NA,NA,NA,NA,NA
e3b5f6b100f4e7c2eda9de2bc2ac19b3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28876746459123,NA,NA,NA,NA,NA,NA,NA
5f6b8bb7a02750d2d1d8a63b6a41825b,4.2549447600329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ccbc1163061b53bf268a3d31daffc866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13653195926565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10a942016e68e1904e44c098dc635d89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.80645072282883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ae4d8513a264f6902160c6ecb71f971c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95490547012372,NA,NA,NA,NA,NA,NA,NA,NA
d5d05e28b9797daac1f6ea877cd93415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.87911572447535,NA,NA
61f7ce6d807a19f0a4b436f1ce35f9bd,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.38851709861895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d62e0ca89db03924c46be70c266452c3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.18610146890017,NA,NA,NA,NA,NA,NA,NA,NA
913ab33e81d2c5780e80a92b2d9d509a,NA,NA,NA,6.24755603329021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9725cf96e981cb4e4b1a4bee69e1e650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79393497305552,NA,NA,NA,NA,NA
07f34b9d85ce96c5dda34a48b02060ab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6717344230883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70d187eb58572a3bcebecbd95b3a4d38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.94505250627866,NA,NA,NA
9b74ae897f8a0c98a42f275bebcba798,3.35597849732074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54640a107c20a9acb30bfc12b80c40c8,NA,NA,NA,NA,NA,NA,NA,NA,4.31026772221922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ec1c5106d07aad20c2669c4883b67149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.49327441540853,NA,NA,NA,NA,NA,NA,NA
74757d3b4b6f7324b55d4873d1c2c43b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33663647738816,NA,NA,NA,2.33663647738817,NA,NA
ad995e94b548ca64919462d21d0612e2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0683585002232,NA,NA,NA,NA,NA,NA,NA,NA
a4550277001a56a5fc61336e96d391d0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32486160579319,NA,NA
bde8361eaa765c6d14ea4acdc562f48f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.88716673797489,NA,NA,NA,NA,NA,NA,NA
9deaca57c162c8d85f26e9f508ae139b,5.00831671234347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e9c484879f962538451061beb98cc71f,2.20457481830757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49b875d961dd3bdf6e711e4053be6db9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.51096965163441,NA,NA
