,s20230901019,s20230901020,s20230901021,s20230901022,s20230901023,s20230901024,s20230901025,s20230901026,s20230901027,s20230901028,s20230901029,s20230901030,s20230901031,s20230901032,s20230901033,s20230901052,s20230901053,s20230901054,s20230901055,s20230901056,s20230901057,s20230901058,s20230901059,s20230901060,s20230901079,s20230901080,s20230901084,s20230901085,s20230901086,s20230901087
975bafe0423a934d3939ae6c8119a0cf,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.394757962552434,NA,NA,NA,NA,NA,-0.394757962552434,-0.394757962552434,-0.394757962552434,-0.394757962552434,NA,NA,-0.394757962552434,-0.394757962552434,-0.394757962552434,NA,NA,NA,NA,NA,NA
4b505966248d00e36f110c01e16bbfc1,-0.417740963173578,-0.417740963173578,NA,NA,NA,NA,NA,-0.417740963173578,NA,NA,-0.417740963173579,NA,-0.417740963173578,NA,NA,NA,NA,NA,NA,-0.417740963173578,NA,NA,NA,NA,-0.417740963173578,-0.417740963173578,-0.417740963173578,NA,NA,-0.417740963173578
8544d613c816b4eea4dc3d749abf39c7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.555132178785372,NA,NA,NA,NA
eccaed506fe45eb1a28acef651a58312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.443259950599432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7761604f4d211685152ebda0c4a4baa2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.598109392430401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7434ff994cba9b08dc6a81b041636d18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.399241963836854,-0.399241963836854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
601101d33cdf43a40bd674a50711af52,NA,NA,NA,NA,NA,-0.446585605148651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
987a1f245512ae760a4188cad8b8eb2e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.807508348347912,NA,NA,NA,NA,NA,NA,NA
ee47186ecd61e60519bbc886513b03de,-0.477493045476749,-0.477493045476749,-0.477493045476748,NA,NA,-0.477493045476748,-0.477493045476748,NA,-0.477493045476749,-0.477493045476748,-0.477493045476749,-0.477493045476748,NA,-0.477493045476749,NA,-0.477493045476749,NA,-0.477493045476748,NA,NA,NA,NA,-0.477493045476748,NA,NA,-0.477493045476748,-0.477493045476748,NA,NA,NA
fabda8b3b72300d3713c25d7b699544f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.528656821752916,NA,NA,-0.528656821752916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9732077d72e3105aa8b75c0c10d9c406,NA,NA,NA,NA,NA,-0.518039534574409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6dbb86b4c7cc32d260d3a27c1e71cacc,NA,NA,NA,NA,NA,-0.34642283506156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29310811981183dc49f44c232d7174c2,NA,NA,NA,NA,NA,-0.251216751809846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2738473b5d93af80d178a10d341e0ae9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.611691747855157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0182e79fbf17fb8634110d3c77f71c93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.473585913971194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45b89adc605471e535355d8cb0ef2a3a,NA,NA,NA,NA,NA,-0.165572504061102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0bb8b3b2b30563ed49f69e2afe9ce975,NA,NA,NA,NA,NA,-0.39282215676159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0a394ca2d139bb56a914383ecc7ba015,NA,NA,NA,NA,NA,-0.360936589250869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d67d189ba24e2bff75d22fa7eb03bb40,NA,NA,NA,NA,NA,-0.184401555578822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
523ddd198cbc30c1d92cdd0cab9a89b8,NA,NA,NA,NA,NA,-0.204845637492662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5e6dde8076d5d1cbfe7b4377360ddb8c,NA,NA,NA,NA,NA,-0.192596139841739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61252129357c64d7ff0be4d05dd771eb,NA,-0.472413049295465,-0.472413049295464,-0.472413049295464,NA,-0.472413049295465,-0.472413049295465,NA,-0.472413049295465,-0.472413049295465,NA,-0.472413049295465,-0.472413049295465,-0.472413049295465,-0.472413049295465,-0.472413049295465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ebafe3bcfc60a1eea8109ee04fecb30a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.614537801944886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7dfc94bd3d9f5f436799b3be92c76c48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.445319869102972
fe135eb4fca7d40cc62e494b318924da,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.439711132256677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1a80f1f407964f5718705a33d70267a7,NA,NA,NA,NA,NA,-0.335838725888373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46890afe94c32014fcb517542bc7c725,NA,NA,NA,-0.42409046461344,NA,NA,NA,NA,NA,-0.42409046461344,-0.42409046461344,NA,NA,NA,NA,-0.42409046461344,-0.424090464613439,-0.42409046461344,NA,NA,NA,-0.42409046461344,-0.42409046461344,NA,NA,NA,NA,NA,NA,NA
c004f9ba6447dadda0d9078c8347fb8c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.574357764993159,NA,NA,NA,-0.57435776499316
4de4f91d546a02f8dc55f011fe563c9d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.847631116171452,NA,-0.847631116171452
bf8312a17e112339342c76414cf7c3b4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.667008423463191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6672647b67d0cf273de569eec0a96020,-0.674882754336123,-0.674882754336124,-0.674882754336123,-0.674882754336124,-0.674882754336123,-0.674882754336123,-0.674882754336123,-0.674882754336124,-0.674882754336123,-0.674882754336123,-0.674882754336124,-0.674882754336123,-0.674882754336123,NA,-0.674882754336123,-0.674882754336122,-0.674882754336123,-0.674882754336123,-0.674882754336123,-0.674882754336123,-0.674882754336123,-0.674882754336123,-0.674882754336123,-0.674882754336124,NA,NA,NA,NA,NA,NA
42b698b63a22e1156fd994564ee662ed,NA,NA,NA,NA,NA,NA,NA,NA,-0.634841138743003,-0.634841138743004,-0.634841138743004,-0.634841138743005,NA,NA,NA,NA,-0.634841138743005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3af8efe2db30967e127c86df85e0cce1,NA,NA,NA,-0.752768867444948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cd2e36622703e5fadc1482f919c0186d,-0.547365829684295,-0.547365829684295,NA,NA,NA,-0.547365829684295,NA,NA,NA,NA,-0.547365829684295,NA,-0.547365829684296,-0.547365829684296,-0.547365829684295,-0.547365829684296,NA,-0.547365829684295,-0.547365829684295,-0.547365829684295,NA,-0.547365829684296,-0.547365829684295,-0.547365829684295,-0.547365829684295,-0.547365829684295,-0.547365829684296,-0.547365829684295,-0.547365829684295,-0.547365829684295
ccf1e28cee0660e10ef050f2ea81493b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.822980983320596,NA,NA,NA
286cbdff7002fba408d31c1be9302a80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.669535735943808,-0.669535735943808,NA,NA,-0.669535735943808,NA,NA,NA,NA,-0.669535735943808,-0.669535735943808,NA,-0.669535735943808,NA
54c5ddd76dc7adeb689eded5c655dafb,NA,-0.925007042025685,NA,-0.925007042025684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72702fb8bf3448f64bf82e76505b0580,NA,NA,NA,NA,NA,NA,-0.872601739765015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aa2908744478a7729d806afc8a0fe339,NA,NA,NA,NA,-0.777521436078917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7b2703fe070894d660da19e80ec695b2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.247026014505407,NA,NA,NA,NA,NA,NA,NA
bf8dacdfe537af93bb2b808c9ef1202a,0.245276462405435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29cf31b34bc2ab0425b8a30b0a86c5f3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.319764436707325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
b55557f543973181d4eb32f08fae2952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.303998305647153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
590125903b4b20995acb88724e6e3a0f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.571241209503523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cc83af010ca54d6f115b679238f31fa3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.106468104251832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9b4976fba4f60fcc89b682420fa1222f,NA,NA,NA,NA,NA,0.247461421952181,NA,NA,NA,0.247461421952182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1a297d943bd13caa4378dbb8a13ceaa9,NA,NA,NA,NA,NA,NA,0.24024765278402,NA,NA,0.24024765278402,NA,NA,NA,NA,NA,0.240247652784019,NA,NA,NA,NA,0.24024765278402,0.240247652784021,NA,NA,NA,NA,0.24024765278402,0.24024765278402,NA,NA
3e934a0f5b13845737843ea2ff0839ec,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0133585350596399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
b867258bfe7d8f740c09e44113db8ead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.165598312557669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2770f2f2a429e277c62e6bf9f8b48f66,-0.0127763102324902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aa9b249bf79b4bf09f814858480dcbbb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11467832335336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.114678323353359,NA,NA
3e24fed727d6226a867aea2dd4a79bc3,0.0448632236915756,0.0448632236915753,NA,0.0448632236915758,NA,NA,0.0448632236915753,NA,NA,0.0448632236915751,NA,NA,NA,NA,NA,0.044863223691575,0.0448632236915756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78971c3a8ff9b481ea0ad8e8703078fd,NA,0.560148606849343,NA,0.560148606849341,NA,0.560148606849343,0.560148606849342,NA,0.560148606849342,0.560148606849343,0.560148606849341,0.560148606849342,NA,NA,0.560148606849342,0.560148606849342,0.560148606849342,0.560148606849342,0.560148606849343,0.560148606849342,0.560148606849342,0.560148606849342,NA,NA,0.560148606849341,0.560148606849342,0.560148606849343,0.560148606849342,0.560148606849341,0.560148606849343
55832edbf3a0021f37899c29a7b10fda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.587193377942734,NA,NA,NA,NA,NA
b90fa4e115c2956b193a7df610ac9766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.211141920491016,NA,NA,NA,NA,NA,NA,0.211141920491016,NA,NA,NA,NA
7f98f60675ac411f6c39e01721dadab2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051442802990923,NA,0.0514428029909237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24947e5e5adf4be2938c6fc541f18eba,NA,NA,NA,NA,NA,NA,0.308957327882644,NA,NA,NA,0.308957327882645,0.308957327882645,NA,NA,NA,0.308957327882645,0.308957327882644,0.308957327882644,0.308957327882645,0.308957327882645,0.308957327882644,0.308957327882645,0.308957327882645,NA,NA,NA,NA,NA,NA,NA
63e2da8a047c135c9c9e5003d9c791a2,NA,NA,NA,NA,NA,0.132745395912995,0.132745395912995,NA,0.132745395912995,0.132745395912996,NA,0.132745395912995,NA,NA,0.132745395912995,NA,0.132745395912995,0.132745395912995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e1c0ff1d69e7f1726f9f83d200ec3f4e,-0.0471165864135632,-0.0471165864135634,NA,-0.0471165864135628,NA,-0.0471165864135627,-0.0471165864135631,NA,NA,-0.0471165864135629,-0.047116586413563,NA,NA,NA,-0.0471165864135633,NA,-0.0471165864135634,-0.0471165864135634,NA,NA,NA,-0.0471165864135632,NA,NA,NA,NA,NA,NA,NA,NA
54a0cf2cd8b97cc59aff34c007909c4a,NA,NA,NA,NA,NA,-0.0290789473230221,NA,NA,NA,-0.0290789473230218,-0.0290789473230223,NA,NA,NA,-0.0290789473230223,-0.0290789473230227,-0.0290789473230223,-0.0290789473230227,NA,NA,-0.0290789473230216,-0.029078947323022,NA,NA,-0.0290789473230223,-0.0290789473230223,-0.0290789473230223,-0.0290789473230226,NA,-0.029078947323022
7708b4d9971bbedc4467623b54dd15d3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.202433514009122,NA,NA,NA
23191a74e5ce5aa43e03f698d880af97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.129812991975832
472141bd1a6f74b24c15bca3a153c4a8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.397973627694808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4f197fa076d0b56c8b20a066605cdf9b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.503997432786866,NA,NA,NA,NA,NA,0.503997432786865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a4a385548c1e81074b37b8017edb3d90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.50069762041486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62391a47516d05a11d4998964c53f4a7,NA,NA,NA,NA,NA,0.333577695911979,NA,NA,NA,NA,NA,NA,0.333577695911978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4f258ca947a013a6d243ea746d0dec30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5359644882651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bc6c8d2bd9839433720fa1ea7eeb7885,NA,NA,NA,NA,NA,0.32948486815784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7007bd3f7cd6d4f51c25235236a8133e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94569635441219,NA,NA,0.94569635441219,0.945696354412191,NA,0.945696354412191,NA,NA,NA,NA,NA,NA,NA,NA
c8a8f657a5b25db32eddfb1d3d6cfffe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.907183184840023,NA,NA,NA,NA,NA,NA,NA,NA,NA
f2392ae4d7807fce7cb1f2dcd93d3f52,NA,NA,0.956624758331973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380ac238447917972da3cff844181f09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.670868758493799,0.670868758493799,0.670868758493799,0.670868758493799,NA,0.670868758493799,0.670868758493799,NA,NA,NA,NA,NA,NA,NA,NA
e85b76e901045e1d6f7fbdc73bd5d969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.540880895464781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
09386a2909ddc221b2e0f15dec6d6ad7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0742111945219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aad48689dcc33bc57a8e3af3293c36a0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.428190697843167,NA,NA,NA,NA,NA
f45241fef010c19708e57c7b81d84aea,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53505576155312,0.53505576155312,0.535055761553121,NA,NA,0.53505576155312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53505576155312,NA
04ccfe049122389841f00f41d645f0c0,NA,NA,NA,NA,NA,1.06090155443172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8127b76c75d13cd75d4c02799e522c23,NA,NA,NA,NA,NA,0.995541763765941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1ca7ff22be93ada37052ccf058280934,NA,NA,NA,NA,NA,0.526497669552368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7eace45716a0f3a1691e907cb57a53dd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.663608461060682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.663608461060681,NA,NA,NA,NA,NA,NA,NA
05a1635b0c11e86aad2b909dff77a571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17944879004479,NA,NA,NA,NA,1.17944879004479,1.17944879004479,1.17944879004479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60f93fed83d17d00026301844c347826,NA,NA,NA,NA,NA,0.600589386113955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
c62774eb8230ddbdc937c240c25753e5,NA,NA,NA,0.52584082679858,NA,0.52584082679858,0.52584082679858,NA,NA,0.52584082679858,0.525840826798581,NA,NA,0.525840826798581,NA,0.52584082679858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525840826798581,0.525840826798579,0.525840826798581,NA
f07384a682cba75b0c019c268d8a0692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.854980098477114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
f617b58091721b7ab9ced68650650ceb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.650477225625054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0d6ee2a6346ab00a29f847204c070c68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.257359760096502,NA,NA,NA
a745d8d045e4100d63e9720cca7ceb5d,NA,NA,NA,NA,NA,1.04328543423823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
c69d82564a1ea7d81d84d983ba971845,NA,NA,NA,NA,NA,0.765022307416457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2ac5f9a0c413dcd800d6a0ca9c82ae26,NA,NA,NA,NA,NA,0.555363323020229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
f3534e555474f4e3d6d92ff69d249b16,NA,NA,NA,NA,NA,0.503702286749974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3e6a3d8bff236ecab821938922150406,NA,NA,NA,NA,NA,NA,0.385713775371673,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.385713775371673,0.385713775371673,NA,NA,0.385713775371672,0.385713775371672,NA,NA,NA,NA,NA,NA,NA,NA
d7d00f00379deb4859be3c40d6f8f582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.336449737499801,0.336449737499802,0.336449737499803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51226e6bfd50cac0f066da096b8a2ac0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.606140287957671,0.606140287957672,0.606140287957671,0.606140287957671,NA,NA,NA,NA,NA,0.606140287957671,0.606140287957671,0.606140287957671,0.606140287957672,NA,NA,NA,NA,NA,NA,NA,NA
5a554fa5cdc7db36382709e1dbb37455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.459309921723681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
c360d274455582cc86a45203270b1b5c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.114834771472455,0.114834771472455,NA
3924b6226b1147f9b07b9db968b35c17,NA,NA,NA,NA,0.877619798907395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83e02523f41f0722198b89261a71ff5b,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.316708688864165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4a02ff27cc4ce753c6ae80e9240f1932,NA,NA,1.4772868732585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4b4033b9aab05e2df008d16c58c3e9ef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39372399089597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4e1b35edb04a77f748e24a1ee5f7c084,NA,NA,NA,NA,NA,NA,NA,NA,-0.462147012587653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3bc4cda6fcfbc7a9b1125dfb066b9446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.27272009703426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6f900d72a65f1767625883578c3af9a8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.359487160731936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
b0386dc7edff3a69be36a57e95aff51b,NA,NA,NA,NA,NA,-0.252591733010078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83cb419a04740e609506291a36bf387e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0778774142613325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cec7b782c5b9509cb3d0d25f7c6720a5,NA,NA,NA,NA,0.698955673055362,NA,NA,NA,NA,NA,NA,NA,NA,0.698955673055364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698955673055364,0.698955673055363,0.698955673055363,0.698955673055363,0.698955673055363,NA
8afbe2cc2777e81872b69b995853fb9e,NA,NA,NA,0.195657115059013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
