,s20230901019,s20230901020,s20230901021,s20230901022,s20230901023,s20230901024,s20230901025,s20230901026,s20230901027,s20230901028,s20230901029,s20230901030,s20230901031,s20230901032,s20230901033,s20230901052,s20230901053,s20230901054,s20230901055,s20230901056,s20230901057,s20230901058,s20230901059,s20230901060,s20230901079,s20230901080,s20230901084,s20230901085,s20230901086,s20230901087
0495f1b3fa3dd2f1d48e057f10856901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.258423019226301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05bc857735153d329a769d7866e2d5d6,NA,NA,NA,NA,NA,NA,0.318342911880265,NA,NA,0.318342911880265,NA,0.318342911880265,0.318342911880265,NA,NA,0.318342911880264,0.318342911880265,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.318342911880265,0.318342911880265,NA,NA
9dc221fbf1f471a3f4abf20bf4be958d,NA,0.688729292353858,NA,NA,NA,NA,NA,0.688729292353859,NA,NA,0.688729292353858,0.688729292353858,NA,NA,NA,0.688729292353858,NA,0.688729292353857,0.688729292353859,NA,NA,0.688729292353859,NA,NA,NA,NA,NA,NA,NA,NA
30a8a9fbeb4a6e09fa542ef3b744ce11,0.727871576711402,NA,NA,0.7278715767114,NA,NA,0.727871576711402,NA,NA,NA,0.727871576711402,0.727871576711403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d7f2bc74749d953d25219f0b404852bd,NA,NA,NA,NA,NA,NA,NA,NA,0.723019603165327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9d470236b9fed55d0c78739ad8fa07d3,NA,NA,NA,NA,NA,0.546098237393803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.546098237393804,NA,NA,0.546098237393802,NA
53b365318a50d93c1c01b1393fa6d6a4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3115412828724
9e7ecc1001b92ec5f1f3a128b3c71107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.782143472646947,NA
9cefd043d993652ba3fba124d19b745c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.386175090606202,NA,NA
76b78cb8a19540b6176a2b96dabf7b50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12590035809215,NA,NA,NA
4c53b049a9524150f2584dc1196bcd4a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03097397563867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03097397563867,NA
93555b71c3c5277115a690064489f070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12948441610795,NA,NA,NA,NA,1.12948441610795
099b691d05b7b2bb8a2265a67a7eaa2a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.840881704766743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a6551b7c5ca53414aef9cb40d278b92b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12052363460819,1.12052363460819,1.12052363460819,NA,1.12052363460819,NA,NA,NA,NA,NA,NA,NA,NA,NA
8cc77d86e8679f215bbd2d3866c9e854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07990693233437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90c36ad4725e1f07ad4bcf3b9185225c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71254415992116,NA,NA
e64692b8658d688508922dbec903b336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.708516212697054,NA,NA,NA,NA,NA,NA,NA,NA,NA
83e6d466225b556da4e40669baece027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11822160966102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8e0bcdeea48b5951f6806b6efae4bef9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.506401396570144
7426f3f8ac84a3fbe49195235525868d,NA,NA,NA,NA,NA,NA,0.314002996079306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e5427f0db520b323dfeab7f47cd24abb,NA,NA,NA,NA,0.533120465118717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51124dcd2f26cb9f1344059ab218260f,NA,NA,NA,0.513569662719046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bbaefa51d5695f29d2a51d2e370e0e76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.926505264261897,0.926505264261896,NA,NA,NA,NA,NA,NA,NA,NA,NA
e7475fc54c258466f735f113a50e2dda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.548183261165802,0.548183261165801,0.548183261165802,0.548183261165801,NA
58a19ede2a55ab4bdef44b2fc4f9a379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33583503688176,NA,0.335835036881759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33ef3a88cc9dc167900c652812ce7681,NA,NA,NA,NA,0.309701706268885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.309701706268885,NA,NA,NA,NA,NA,NA,NA,NA,NA
721e1d37475e2d4b5134fbb2908ea2df,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.464315000516766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20d16ca4aaeda8b76ce81148f7fe463d,-0.458481873800088,NA,-0.458481873800088,-0.458481873800087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
c94d2409556ed79293c1452e597d8f66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.437918941646035,NA,NA
ecbc0e675c4fb24d7f2397f78a254362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.460545916813997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e9edf560e5362988c6fa041eec0fe08f,NA,NA,-0.485715216170188,NA,-0.485715216170188,NA,NA,NA,NA,NA,-0.485715216170189,NA,NA,-0.485715216170188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.485715216170188,-0.485715216170189,NA,-0.485715216170188,NA,NA
3501f143b749ef985b473c5f1a9d6c43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.682160339085774,NA,-0.682160339085774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3eaf80f47e25134e5058ca8fc6e9515a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.549553122446985,NA,NA,-0.549553122446985
48ea96b1b595ea6d272b38cbd5373895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.393948001624976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5c976fcd2c458450cf5fd12c591c068e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41796678563534,-0.41796678563534,-0.41796678563534,-0.41796678563534,NA,-0.41796678563534,-0.41796678563534,NA,NA,NA,NA,NA,NA,NA,NA
6430de2aad64f64c9e041b04eb1a24f1,NA,NA,-0.299677025794671,NA,-0.299677025794672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27ca7f7defb569b03c557e3a5993ffda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0875200163252483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a2e303220f47b570182306341c294062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.068832335389942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48f195436ebe3f9fad6916206e17dae2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.193048164786977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4c83af5a4364e810b9aa47bae4a17f87,NA,NA,NA,NA,NA,NA,-0.4943970992296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61ca7614a7554a411bae110fddd9b1ca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.507771864200909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33b6b6d46db3f136b6d2281ce6a9c0a2,-0.341974090651409,NA,NA,NA,NA,NA,NA,NA,-0.341974090651409,-0.341974090651408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3a913cc5d09d15ffc00da400874b07ba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.204593367278671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2ce2c5ed0c638f8344420de7b38d714c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36122862955272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284f1f83ae4dbc70ef96d25adae5cb3b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26429242486314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26429242486314,NA,NA
c416a9f879ec383643498d1c90ff9fe7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34501059987101,NA,NA
a2cf3e303e280158a7f8c7d49c60cd06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.192758347963855,NA
28904cac15db36dfddceb5cbffc651e2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22011143355126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8bdf6cff01af38c265b1a24a39628b52,NA,NA,NA,-0.434795557613511,NA,NA,NA,NA,NA,NA,NA,-0.434795557613511,NA,NA,NA,NA,-0.434795557613511,-0.434795557613511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88452a8ebd7b25691c5731cfbbc0d024,NA,NA,NA,NA,NA,-0.221268722769483,NA,NA,NA,-0.221268722769483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.221268722769483,-0.221268722769483,-0.221268722769483,NA,-0.221268722769483,NA
0ce4fac46e77d045d060c350ba6e8a01,-0.3674063341491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3674063341491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
786e8a69609b6c15f558559e6dcb928f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.330084161953623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
b4d6383973c9e7432aec2f2cf1b0c02a,NA,NA,NA,NA,NA,NA,-0.161307328376922,NA,NA,NA,-0.161307328376922,-0.161307328376922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05add5d6d7eae4ae341e38a16d6426be,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0206812048202074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
af5db4f67ed7d149eb3f4e1288b6f47c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.13194860107949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d5dec3be83e3b66de5db8e39d2d09e2e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.046793165038926,NA,NA,NA,NA,NA,NA,NA
826206ef76ad068dfa8d785dca35e45c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.19239285564959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4b5c5b486df59e29c8b7b49437c4d6a2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.209960367147235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3c14b36f32b2726299a30780c48fe95c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16699259312687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167bc0dbdb9450dc09cd491ffa5a81ac,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.100254934237346,NA,NA,NA,NA
f896b05adb6cfb5a3a74de46a8b292e8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.300482620927665,NA,NA,NA
ad870892cda0a9c7ab7f3d5a598c0321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0730852490193655,NA,-0.0730852490193662,NA,NA,NA,NA,NA,NA,NA,NA
692ba7e19a69f6dd17ee8b9b18ed7c2d,NA,NA,0.212750839754303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e28ad70d3dad226878f7e04da7575cc8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.318473484611489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afbd06db8287009c5614141fc1eddaa5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.197255907527958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7a5d237b58275674582ae13e19ed7938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22900572251896,-0.22900572251896,-0.22900572251896,-0.22900572251896,NA,-0.22900572251896,-0.22900572251896,-0.22900572251896,NA,NA,NA,NA,NA,NA,NA
8fd5c70128cd3e65e63dcf6c0088e57a,-0.276554785802714,-0.276554785802713,NA,-0.276554785802713,NA,-0.276554785802713,-0.276554785802713,NA,NA,-0.276554785802714,-0.276554785802714,-0.276554785802713,NA,NA,NA,-0.276554785802713,-0.276554785802713,-0.276554785802713,-0.276554785802714,NA,NA,-0.276554785802713,NA,-0.276554785802713,NA,NA,NA,NA,NA,NA
9f6f33637da5d01e3448410851a82b95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.31139696326349,-0.311396963263489,-0.31139696326349,-0.311396963263489,NA,NA,NA,NA,-0.31139696326349,NA,NA,NA,NA,NA,NA
e708eca6e684931babc5b7f386bca6dd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.462152130611768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.462152130611767,NA,NA,NA,NA
83b0ef785a1a0950321f48dce17b7d25,NA,NA,NA,NA,NA,NA,NA,NA,-0.297919626375233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.297919626375233,-0.297919626375233
a4e1cfff3813e16bbdd2241d5e7372e6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.304350900829778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519e766eab496c51531dbcea8955919d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.108516988213731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83f5da233c93fb7e62ac38fee18902d1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.289343076847774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7e991c91681968e256f1d3f0d435ee40,NA,NA,NA,NA,NA,NA,NA,NA,-0.283045469735571,NA,NA,NA,NA,NA,-0.283045469735571,NA,-0.283045469735571,-0.283045469735571,-0.283045469735571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459c952c7b7219432cb651897c227cc1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.286019424996939,NA,NA,NA,NA,-0.286019424996939,-0.28601942499694,NA,NA
82da5e6a44fc0cf60de2b3b0acd967b2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.103350632175584,-0.103350632175584,-0.103350632175584,NA,NA,NA,NA,NA,NA,NA,NA
e4eef520825db8f9b0aae1f78971bff8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.453333911176323,NA,NA,-0.453333911176321,NA,NA,NA,NA,NA,NA,NA,NA,NA
69e6ffab9b9bce3853a066f8f351aceb,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.525952637852219,-0.525952637852219,NA,NA,NA,NA,NA,-0.525952637852219,NA,NA,NA,NA,NA,-0.525952637852219,NA,NA,NA,NA,NA,NA,NA
3fe168c9139bc630f65f53f72d7cee58,-0.584024064361564,-0.584024064361563,NA,NA,NA,-0.584024064361564,-0.584024064361563,NA,-0.584024064361563,NA,-0.584024064361564,NA,NA,NA,NA,NA,NA,-0.584024064361563,-0.584024064361564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23b425b48fd732a5dcc2c8249df6e022,NA,NA,NA,NA,NA,0.087926821667168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4bfced338e9c747b9901146bf007d9ea,NA,NA,NA,-0.658685249365005,-0.658685249365005,-0.658685249365005,NA,NA,-0.658685249365005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95b37edfab7cecf5981769464a963553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.687316392474665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
afb1bf9e8db61697f920f93a691643a2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.656935882655483,NA,NA,NA,NA,NA,NA,NA,NA
a56b0e86254f162917685ccdf6854a81,NA,-0.592874619039392,-0.592874619039392,-0.592874619039393,-0.592874619039392,-0.592874619039392,NA,NA,NA,NA,-0.592874619039392,-0.592874619039392,NA,NA,-0.592874619039393,NA,NA,-0.592874619039392,-0.592874619039392,-0.592874619039392,NA,-0.592874619039393,NA,NA,NA,NA,NA,-0.592874619039393,-0.592874619039392,NA
d8917b67b269299291b08c2e8ca27d4e,NA,NA,NA,NA,NA,NA,-0.680735559071141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.680735559071141,-0.680735559071142,NA,NA,NA
30574c46d8585010520b76734f66a5db,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.680603225784852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
c8ed056ef18be6d816fb3c9922d13f1f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.493649723968992,NA,NA,NA,NA,NA,NA
