,s20230901010,s20230901011,s20230901012,s20230901013,s20230901014,s20230901015,s20230901016,s20230901017,s20230901018,s20230901043,s20230901044,s20230901045,s20230901046,s20230901047,s20230901048,s20230901049,s20230901050,s20230901051,s20230901070,s20230901071,s20230901072,s20230901073,s20230901074,s20230901075,s20230901076,s20230901077,s20230901078
C26H16O15,3.50178256441548,3.50178256441548,3.50178256441548,3.50178256441548,3.50178256441548,NA,3.50178256441548,3.50178256441548,3.50178256441548,3.50178256441548,3.50178256441548,3.50178256441548,3.50178256441548,3.50178256441548,3.50178256441548,3.50178256441548,3.50178256441548,3.50178256441548,3.50178256441548,3.50178256441548,NA,3.50178256441548,3.50178256441548,3.50178256441548,3.50178256441548,3.50178256441548,3.50178256441548
C27H18O15,2.34882762437437,2.34882762437437,2.34882762437437,2.34882762437437,2.34882762437437,NA,2.34882762437437,2.34882762437437,2.34882762437437,2.34882762437437,2.34882762437437,2.34882762437437,2.34882762437437,2.34882762437437,2.34882762437437,2.34882762437437,2.34882762437437,2.34882762437437,2.34882762437437,2.34882762437437,NA,2.34882762437437,2.34882762437437,2.34882762437437,2.34882762437437,2.34882762437437,2.34882762437437
C27H16O15,1.72338581227968,NA,NA,1.72338581227968,1.72338581227968,NA,1.72338581227968,1.72338581227968,1.72338581227968,1.72338581227968,1.72338581227968,1.72338581227968,1.72338581227968,1.72338581227968,1.72338581227968,1.72338581227968,1.72338581227968,1.72338581227968,1.72338581227968,1.72338581227968,NA,1.72338581227968,1.72338581227968,1.72338581227968,1.72338581227968,1.72338581227968,1.72338581227968
C28H18O15,NA,1.47927091577829,NA,1.47927091577829,1.47927091577829,NA,1.47927091577829,1.47927091577829,1.47927091577829,1.47927091577829,1.47927091577829,1.47927091577829,1.47927091577829,1.47927091577829,1.47927091577829,1.47927091577829,1.47927091577829,1.47927091577829,1.47927091577829,1.47927091577829,NA,1.47927091577829,1.47927091577829,1.47927091577829,1.47927091577829,NA,1.47927091577829
C26H16O13,5.0433972449918,NA,NA,5.0433972449918,5.0433972449918,NA,5.0433972449918,5.0433972449918,5.0433972449918,5.0433972449918,5.0433972449918,NA,5.0433972449918,5.0433972449918,5.0433972449918,5.0433972449918,5.0433972449918,5.0433972449918,5.0433972449918,NA,NA,NA,5.0433972449918,5.0433972449918,5.0433972449918,5.0433972449918,5.0433972449918
C27H18O13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78102176482644,0.78102176482644,NA,0.78102176482644,0.78102176482644,0.78102176482644,NA,0.78102176482644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C26H14O13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8749942318827,NA,NA,1.8749942318827,1.8749942318827,1.8749942318827,NA,1.8749942318827,1.8749942318827,NA,NA,NA,NA,NA,NA,NA,NA,NA
C26H20O14,-0.167957362344057,-0.167957362344057,-0.167957362344057,-0.167957362344057,-0.167957362344057,-0.167957362344057,-0.167957362344057,-0.167957362344057,-0.167957362344057,-0.167957362344057,-0.167957362344057,-0.167957362344057,-0.167957362344057,-0.167957362344057,-0.167957362344057,-0.167957362344057,-0.167957362344057,-0.167957362344057,-0.167957362344057,-0.167957362344057,NA,-0.167957362344057,-0.167957362344057,-0.167957362344057,-0.167957362344057,-0.167957362344057,-0.167957362344057
C27H20O14,-0.352518930160826,-0.352518930160826,-0.352518930160826,-0.352518930160826,-0.352518930160826,NA,-0.352518930160826,-0.352518930160826,-0.352518930160826,-0.352518930160826,-0.352518930160826,NA,-0.352518930160826,-0.352518930160826,-0.352518930160826,-0.352518930160826,-0.352518930160826,-0.352518930160826,-0.352518930160826,-0.352518930160826,NA,-0.352518930160826,-0.352518930160826,-0.352518930160826,-0.352518930160826,-0.352518930160826,-0.352518930160826
C27H20O15,-0.226223129666548,-0.226223129666548,-0.226223129666548,-0.226223129666548,-0.226223129666548,NA,-0.226223129666548,-0.226223129666548,-0.226223129666548,-0.226223129666548,-0.226223129666548,-0.226223129666548,-0.226223129666548,-0.226223129666548,-0.226223129666548,-0.226223129666548,-0.226223129666548,-0.226223129666548,-0.226223129666548,-0.226223129666548,NA,-0.226223129666548,-0.226223129666548,-0.226223129666548,-0.226223129666548,-0.226223129666548,-0.226223129666548
C24H16O14,-13.3908695723128,-14.2162074893512,-12.9457945092708,-14.4561878491557,-13.3064939951964,-12.7564679588031,-12.3455863983516,-12.6399428894405,-13.2455048068275,-12.3238618936472,-12.2610270924731,-11.9788021639182,-12.5678240367691,-12.3313482620171,-11.6292940810491,-10.7480159272478,-12.7464740786996,-12.9677625983432,-12.2527019143882,-13.0739784557364,-11.9027768011413,-14.306360397006,-13.8238889443138,-14.3629264858884,-12.2571682930021,-11.7667114508217,-12.6417771767719
C25H18O14,-0.586295921960674,-0.586295921960674,-0.586295921960674,-0.586295921960674,-0.586295921960674,-0.586295921960674,-0.586295921960674,-0.586295921960674,-0.586295921960674,-0.586295921960674,-0.586295921960674,-0.586295921960674,-0.586295921960674,-0.586295921960674,-0.586295921960674,-0.586295921960674,-0.586295921960674,-0.586295921960674,-0.586295921960674,-0.586295921960674,NA,-0.586295921960674,-0.586295921960674,-0.586295921960674,-0.586295921960674,-0.586295921960674,-0.586295921960674
C25H16O14,-0.89877259507735,-0.89877259507735,-0.89877259507735,-0.89877259507735,-0.89877259507735,-0.89877259507735,-0.89877259507735,-0.89877259507735,-0.89877259507735,-0.89877259507735,-0.89877259507735,-0.89877259507735,-0.89877259507735,-0.89877259507735,-0.89877259507735,-0.89877259507735,-0.89877259507735,-0.89877259507735,-0.89877259507735,-0.89877259507735,NA,-0.89877259507735,-0.89877259507735,-0.89877259507735,-0.89877259507735,-0.89877259507735,-0.89877259507735
C26H18O14,-13.9340732563113,-14.3675139163584,-13.3493169965587,-12.1736120536423,-15.8675671184121,-12.9843385767744,-12.9866320996229,-12.3844118857507,-12.0127578033319,-12.43576816309,-13.8688815980627,-14.2922306268803,-13.2953221291375,-13.189620412812,-14.3397661224057,-13.5109591148266,-13.9640469772066,-14.1727916692494,-12.5912776329289,-15.1298196019032,-12.9139911635948,-11.6773385972401,-12.9103542607717,-12.9099012125964,-11.2068806817783,-12.1547416803085,-13.5872499881744
C24H16O15,-0.599970862913742,-0.599970862913742,-0.599970862913742,-0.599970862913742,-0.599970862913742,-0.599970862913742,-0.599970862913742,-0.599970862913742,-0.599970862913742,-0.599970862913742,-0.599970862913742,-0.599970862913742,-0.599970862913742,-0.599970862913742,-0.599970862913742,-0.599970862913742,-0.599970862913742,-0.599970862913742,-0.599970862913742,-0.599970862913742,NA,-0.599970862913742,-0.599970862913742,-0.599970862913742,-0.599970862913742,-0.599970862913742,-0.599970862913742
C25H18O15,-0.626844403911232,-0.626844403911232,-0.626844403911232,-0.626844403911232,-0.626844403911232,-0.626844403911232,-0.626844403911232,-0.626844403911232,-0.626844403911232,-0.626844403911232,-0.626844403911232,-0.626844403911232,-0.626844403911232,-0.626844403911232,-0.626844403911232,-0.626844403911232,-0.626844403911232,-0.626844403911232,-0.626844403911232,-0.626844403911232,NA,-0.626844403911232,-0.626844403911232,-0.626844403911232,-0.626844403911232,-0.626844403911232,-0.626844403911232
C25H16O15,-13.2209715211117,-13.9076279253254,-12.8624521925182,-13.0155463143317,-14.4021117092995,-12.7450319464833,-13.1568360170173,-12.8844988165,-11.5770858233125,-13.6377733130924,-13.3095540987503,-12.9297615048433,-14.3842322890304,-11.6446286059494,-12.1657239851197,-12.2988810681206,-13.9545117552061,-12.1009984904869,-12.687814377822,-11.8231016263746,-13.3689221052227,-14.1401991594859,-14.3082117055243,-12.4512010291531,-13.5842047195816,-13.701367302981,-12.4334191396266
C26H18O15,-12.4678831366166,-14.6627551613036,-12.126802336256,-12.5106738877805,-11.5712605580765,-13.5061853475895,-12.8532579204288,-12.9995281539582,-12.4570029851479,-12.6933324635798,-13.5300997834378,-13.9697602675724,-12.6765446088884,-13.0100668157402,-13.8576295399471,-12.9462168696801,-11.42556430749,-12.9995873768705,-12.6463628842882,-11.6409947551978,-12.849164608407,-12.2368682162909,-12.8034368451514,-11.9577012003643,-13.3211977855647,-12.4414201356517,-11.8506600680496
C24H20O14,-13.4969535153094,-13.6676198220585,-12.4854794938993,-12.9516491807054,-12.5579980021376,-12.8740428984432,-13.4039152196841,-13.160398149386,-12.0971513187083,-14.5177411949427,-12.1675146558871,-14.5361109330273,-12.5887403549145,-13.600445594456,-11.6755589953764,-12.4789709467999,-12.1518532682244,-11.0307142980523,-12.9735153234837,-13.3487161172099,-14.6335543664946,-14.0424323788996,-13.1145012419787,-13.1034640234643,-13.625688997372,-12.1899759849899,-14.7713914774892
C25H20O14,-0.660463924494667,-0.660463924494667,-0.660463924494667,-0.660463924494667,-0.660463924494667,-0.660463924494667,-0.660463924494667,-0.660463924494667,-0.660463924494667,-0.660463924494667,-0.660463924494667,-0.660463924494667,-0.660463924494667,-0.660463924494667,-0.660463924494667,-0.660463924494667,-0.660463924494667,-0.660463924494667,-0.660463924494667,-0.660463924494667,NA,-0.660463924494667,-0.660463924494667,-0.660463924494667,-0.660463924494667,-0.660463924494667,-0.660463924494667
C24H20O15,-14.2995550415018,-12.3763639940621,-11.0952422646506,-13.0941885802106,-12.5012792035561,-13.2900554960718,-12.6145873990103,-11.9246992388282,-14.0007649464805,-12.4860932961668,-11.6706172920784,-12.9221454610245,-12.0076626435707,-13.1477270954233,-13.0538440581969,-12.2242935355407,-12.4882190842893,-12.3874045082266,-12.0387140328903,-14.6108077934757,-12.1915941091496,-11.7009630126283,-13.2618621275617,-12.9717331305199,-12.5776437400327,-13.656397329461,-13.4846860487583
C25H20O15,-11.4121711694984,-12.8249443414847,-11.9767341631192,-12.8248460661784,-13.3122235118894,-14.3085058555949,-11.8822122762783,-13.7733792479631,-15.2765260322338,-12.6924515060957,-12.4832303566524,-13.3404124299852,-14.0507309165304,-13.1144350680294,-12.749537641261,-14.3477494634446,-12.0533183252147,-13.9668068457116,-14.0342662288158,-13.7420624270171,-14.1328740462242,-14.8729743908797,-12.994242401,-13.1675169236246,-12.8508448654944,-13.4494875862866,-13.8711042168417
C23H16O14,-12.1914259817677,-12.6780279804073,-13.0376791345208,-11.1222609239311,-12.9176151433722,-11.9447084223398,-12.5911770184588,-13.0437115820986,-13.3456078581054,-12.7019565183793,-11.5882640607883,-12.4437457488575,-11.8617707437744,-11.8551444809742,-13.6634993576814,-12.46008505524,-13.5425286698413,-15.0728720573897,-12.6288877263597,-13.1181233258784,-12.9379839422547,-14.3894897387253,-12.5238416991377,-13.3192763667297,-12.8438138265835,-15.3708567853575,-12.9418660084424
C24H18O14,-0.693984953891823,-0.693984953891823,-0.693984953891823,-0.693984953891823,-0.693984953891823,-0.693984953891823,-0.693984953891823,-0.693984953891823,-0.693984953891823,-0.693984953891823,-0.693984953891823,-0.693984953891823,-0.693984953891823,-0.693984953891823,-0.693984953891823,-0.693984953891823,-0.693984953891823,-0.693984953891823,-0.693984953891823,-0.693984953891823,NA,-0.693984953891823,-0.693984953891823,-0.693984953891823,-0.693984953891823,-0.693984953891823,-0.693984953891823
C22H16O14,-13.1405939568631,-11.4399659834662,-11.4370912072597,-12.801020769266,-13.0746394215239,-13.7517168117367,-12.7232954839154,-12.4162546934425,-13.0809931364556,-12.6776560649949,-12.0857049245706,-14.4763983970372,-11.6864595049694,-12.7208342095695,-12.0741569056954,-12.7379666308306,-13.2041011490312,-11.1967685137273,-12.6964479486878,-11.7916953634278,-13.2060511424538,-11.2364180146197,-12.7185366706656,-14.0837831352142,-12.2836600685729,-12.7496284922724,-14.6540322902985
C23H18O14,-13.1490826621873,-10.7641880601593,-13.5659335663187,-12.4597047139239,-13.3434313001003,-14.4850621297822,-12.4066872739248,-12.2110312187426,-12.6694348705764,-11.1594770903466,-13.17340249426,-13.4801347685685,-12.8728440116103,-12.3625524539175,-11.8504167878059,-13.7052758199913,-12.4844704048121,-11.4700968705001,-11.6794467523935,-13.5043442839716,-12.2055111464559,-15.9164944982394,-12.183351978774,-14.1755312581658,-15.4788863592689,-13.6586350075762,-13.5689980593045
C23H16O15,-12.7456764898019,-12.2089483551069,-12.8077537929691,-13.2753472752096,-12.5273526561873,-12.1570113825709,-12.6774366647417,-13.2529186791783,-12.9216013686346,-13.9170660860632,-12.8692776489001,-11.6326085752464,-12.3742641134512,-13.5194869619781,-12.3328617450689,-12.3669794052631,-12.8930747871235,-13.8672901255111,-12.191989922663,-12.454393571503,-12.5801718613494,-13.6830526202526,-14.8928962837681,-12.7832163990978,-14.7930024359326,-12.2413750332428,-12.3562077056664
C24H18O15,-13.0478384186242,-13.9756563613923,-13.0295880368477,-12.1195200074644,-12.0826433658073,-12.3840916386362,-12.5871968189585,-12.595966880884,-13.2063314460163,-11.3217181615252,-14.0915698094971,-11.8811588124381,-11.9638263261291,-13.1515555387847,-10.6821399440616,-14.0165497613936,-11.3292303892592,-16.2353903127452,-12.673417496058,-11.9189072255075,-13.5473680968202,-12.8769184037524,-12.8484593473247,-11.9238997652397,-12.0099590946303,-12.8249191995726,-12.727519251058
C22H16O15,-12.9920463479073,-12.176819345893,-12.880167447154,-14.1445260927955,-13.1714759937803,-13.8981126256146,-12.2039615780962,-12.3293108413921,-12.4365856531397,-12.7421562368816,-13.167803726373,-13.4637949824146,-16.4344969821742,-11.7826520478242,-16.4457388910976,-13.3641388896793,-13.3665529498534,-11.7554118695523,-13.2811824219961,-13.1057457830647,-13.3234506574954,-14.7236620173298,-13.566752545854,-12.9564018680173,-13.0250316932391,-12.8939201385136,-12.5106725922788
C23H18O15,-13.5331509325796,-13.7049909589605,-11.9491009019568,-12.9732680044751,-12.6275972123542,-13.7785311574026,-11.3303561021609,-11.6756056129232,-14.0232625221335,-12.9133886824794,-12.6624928391666,-12.7563937007039,-13.9240396156894,-12.615277537268,-12.4872620320668,-11.6689047277633,-12.3362886932762,-12.9560217738321,-14.4966287081425,-12.4477859751175,-12.2941283545241,-10.7100470279574,-13.5975914932279,-12.3016863436162,-13.9010814307614,-12.1443440697833,-12.1012553148887
C25H20O12,-0.36551186285328,-0.36551186285328,NA,-0.36551186285328,-0.36551186285328,-0.36551186285328,-0.36551186285328,-0.36551186285328,-0.36551186285328,-0.36551186285328,-0.36551186285328,NA,-0.36551186285328,-0.36551186285328,-0.36551186285328,-0.36551186285328,-0.36551186285328,-0.36551186285328,-0.36551186285328,-0.36551186285328,NA,-0.36551186285328,-0.36551186285328,NA,-0.36551186285328,-0.36551186285328,-0.36551186285328
C24H20O13,-0.844936348890881,-0.844936348890881,-0.844936348890881,-0.844936348890881,-0.844936348890881,-0.844936348890881,-0.844936348890881,-0.844936348890881,-0.844936348890881,-0.844936348890881,-0.844936348890881,-0.844936348890881,-0.844936348890881,-0.844936348890881,-0.844936348890881,-0.844936348890881,-0.844936348890881,-0.844936348890881,-0.844936348890881,-0.844936348890881,NA,-0.844936348890881,-0.844936348890881,-0.844936348890881,-0.844936348890881,-0.844936348890881,-0.844936348890881
C25H20O13,-11.517890629708,-13.4555527140748,-14.7458334781405,-11.8827918875939,-12.7557450287247,-12.2562274389703,-13.7378857577501,-13.9274071290537,-13.9570840283718,-13.5085385851309,-13.4577217735767,-12.9240542867354,-12.5581575919504,-13.4164013195616,-11.5771338219355,-12.9880626056871,-12.6986641142752,-13.0131415024791,-13.5346651951225,-13.989932402046,-12.2173971198545,-12.6517673529658,-13.0985823535518,-13.9146080570531,-12.4757973722265,-13.5873417517095,-13.086587195872
C23H16O12,-0.719471684407136,-0.719471684407136,-0.719471684407136,-0.719471684407136,-0.719471684407136,-0.719471684407136,-0.719471684407136,-0.719471684407136,-0.719471684407136,-0.719471684407136,-0.719471684407136,-0.719471684407136,-0.719471684407136,-0.719471684407136,-0.719471684407136,-0.719471684407136,-0.719471684407136,-0.719471684407136,-0.719471684407136,-0.719471684407136,NA,-0.719471684407136,-0.719471684407136,-0.719471684407136,-0.719471684407136,-0.719471684407136,-0.719471684407136
C24H18O12,-0.515335456049996,-0.515335456049996,-0.515335456049996,-0.515335456049996,-0.515335456049996,-0.515335456049996,-0.515335456049996,-0.515335456049996,-0.515335456049996,-0.515335456049996,-0.515335456049996,-0.515335456049996,-0.515335456049996,-0.515335456049996,-0.515335456049996,-0.515335456049996,-0.515335456049996,-0.515335456049996,-0.515335456049996,-0.515335456049996,NA,-0.515335456049996,-0.515335456049996,-0.515335456049996,-0.515335456049996,-0.515335456049996,-0.515335456049996
C22H16O12,-15.5051008192891,-14.3429345380511,-15.3550895800177,-14.0490928051739,-13.7735048345175,-11.548219165829,-12.2333735916852,-12.4540853750976,-12.8151215553646,-10.9691292031802,-12.8677443368282,-12.264005054347,-12.8389063546606,-13.0798374544872,-12.0998041173467,-11.9387060924318,-11.2128802432106,-13.5508067552828,-14.2744526905092,-14.7292516440379,-12.4341333383519,-12.3713362277943,-12.0677165349387,-12.9077262158737,-15.4760676821585,-12.2427109988659,-13.055909402878
C23H18O12,-0.780246558795267,-0.780246558795267,-0.780246558795267,-0.780246558795267,-0.780246558795267,-0.780246558795267,-0.780246558795267,-0.780246558795267,-0.780246558795267,-0.780246558795267,-0.780246558795267,-0.780246558795267,-0.780246558795267,-0.780246558795267,-0.780246558795267,-0.780246558795267,-0.780246558795267,-0.780246558795267,-0.780246558795267,-0.780246558795267,NA,-0.780246558795267,-0.780246558795267,-0.780246558795267,-0.780246558795267,-0.780246558795267,-0.780246558795267
C23H16O13,-0.689350083490211,-0.689350083490211,-0.689350083490211,-0.689350083490211,-0.689350083490211,-0.689350083490211,-0.689350083490211,-0.689350083490211,-0.689350083490211,-0.689350083490211,-0.689350083490211,-0.689350083490211,-0.689350083490211,-0.689350083490211,-0.689350083490211,-0.689350083490211,-0.689350083490211,-0.689350083490211,-0.689350083490211,-0.689350083490211,NA,-0.689350083490211,-0.689350083490211,-0.689350083490211,-0.689350083490211,-0.689350083490211,-0.689350083490211
C24H18O13,-12.7559241594945,-11.6242479988893,-13.036473211398,-12.3202794716652,-13.7114279054324,-14.1447443150718,-13.2418711151995,-14.3056195418361,-12.497751796835,-13.3338718381399,-12.3479295110865,-12.5015179491067,-13.199011346853,-13.9888385390865,-12.2758580699365,-12.8046702526753,-12.4543442410828,-15.2723926036747,-14.0405582057744,-13.8460774091081,-11.8557820483158,-13.2379320775305,-13.9143709968364,-12.755681313849,-13.8209847355238,-13.6752815758548,-13.2288678022387
C22H16O13,-13.0404662444933,-11.8913415957768,-12.4197330311492,-14.8788894302289,-14.7099212093421,-11.9049661093542,-12.4053548432995,-11.9192780976583,-13.259856535978,-13.2629833260981,-13.2036564920836,-13.1434822521683,-12.2084934913791,-14.2638926992151,-15.1920644299744,-12.8747558504302,-12.8185113500044,-14.8221413604353,-13.4800196003129,-12.5761820255122,-15.1375965093156,-13.7627713518818,-13.2391200134964,-14.0426781922377,-11.8675007931966,-14.8133710499268,-11.9675253520268
C23H18O13,-0.767338141751865,-0.767338141751865,-0.767338141751865,-0.767338141751865,-0.767338141751865,-0.767338141751865,-0.767338141751865,-0.767338141751865,-0.767338141751865,-0.767338141751865,-0.767338141751865,-0.767338141751865,-0.767338141751865,-0.767338141751865,-0.767338141751865,-0.767338141751865,-0.767338141751865,-0.767338141751865,-0.767338141751865,-0.767338141751865,NA,-0.767338141751865,-0.767338141751865,-0.767338141751865,-0.767338141751865,-0.767338141751865,-0.767338141751865
C24H16O12,0.0774372641834101,0.0774372641834101,0.0774372641834101,0.0774372641834101,0.0774372641834101,NA,0.0774372641834101,0.0774372641834101,0.0774372641834101,0.0774372641834101,0.0774372641834101,NA,0.0774372641834101,0.0774372641834101,0.0774372641834101,0.0774372641834101,0.0774372641834101,0.0774372641834101,0.0774372641834101,0.0774372641834101,NA,0.0774372641834101,0.0774372641834101,0.0774372641834101,0.0774372641834101,0.0774372641834101,0.0774372641834101
C25H18O12,-0.235064798866947,-0.235064798866947,-0.235064798866947,-0.235064798866947,-0.235064798866947,NA,-0.235064798866947,-0.235064798866947,-0.235064798866947,-0.235064798866947,-0.235064798866947,NA,-0.235064798866947,-0.235064798866947,-0.235064798866947,NA,-0.235064798866947,-0.235064798866947,-0.235064798866947,NA,NA,NA,-0.235064798866947,-0.235064798866947,-0.235064798866947,-0.235064798866947,-0.235064798866947
C25H16O12,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0165464941752895,-0.0165464941752895,NA,-0.0165464941752895,-0.0165464941752895,-0.0165464941752895,NA,-0.0165464941752895,-0.0165464941752895,-0.0165464941752895,NA,NA,NA,-0.0165464941752895,-0.0165464941752895,-0.0165464941752895,-0.0165464941752895,-0.0165464941752895
C24H16O13,0.2165458183797,0.2165458183797,0.2165458183797,0.2165458183797,0.2165458183797,0.2165458183797,0.2165458183797,0.2165458183797,0.2165458183797,0.2165458183797,0.2165458183797,0.2165458183797,0.2165458183797,0.2165458183797,0.2165458183797,0.2165458183797,0.2165458183797,0.2165458183797,0.2165458183797,0.2165458183797,NA,0.2165458183797,0.2165458183797,0.2165458183797,0.2165458183797,0.2165458183797,0.2165458183797
C25H18O13,0.210728791001351,0.210728791001351,0.210728791001351,0.210728791001351,0.210728791001351,0.210728791001351,0.210728791001351,0.210728791001351,0.210728791001351,0.210728791001351,0.210728791001351,0.210728791001351,0.210728791001351,0.210728791001351,0.210728791001351,0.210728791001351,0.210728791001351,0.210728791001351,0.210728791001351,0.210728791001351,NA,0.210728791001351,0.210728791001351,0.210728791001351,0.210728791001351,0.210728791001351,0.210728791001351
C25H16O13,-0.056285560225712,-0.056285560225712,-0.056285560225712,-0.056285560225712,-0.056285560225712,-0.056285560225712,-0.056285560225712,-0.056285560225712,-0.056285560225712,-0.056285560225712,-0.056285560225712,-0.056285560225712,-0.056285560225712,-0.056285560225712,-0.056285560225712,-0.056285560225712,-0.056285560225712,-0.056285560225712,-0.056285560225712,-0.056285560225712,NA,-0.056285560225712,-0.056285560225712,-0.056285560225712,-0.056285560225712,-0.056285560225712,-0.056285560225712
C26H18O13,-0.447290305620892,-0.447290305620892,NA,-0.447290305620892,-0.447290305620892,NA,-0.447290305620892,NA,-0.447290305620892,-0.447290305620892,-0.447290305620892,NA,-0.447290305620892,-0.447290305620892,-0.447290305620892,-0.447290305620892,-0.447290305620892,-0.447290305620892,-0.447290305620892,-0.447290305620892,NA,NA,-0.447290305620892,-0.447290305620892,-0.447290305620892,-0.447290305620892,-0.447290305620892
C24H12O12,-0.0709160719362842,NA,NA,-0.0709160719362842,-0.0709160719362842,NA,-0.0709160719362842,-0.0709160719362842,-0.0709160719362842,-0.0709160719362842,-0.0709160719362842,NA,-0.0709160719362842,-0.0709160719362842,-0.0709160719362842,NA,-0.0709160719362842,NA,-0.0709160719362842,-0.0709160719362842,NA,NA,-0.0709160719362842,-0.0709160719362842,-0.0709160719362842,-0.0709160719362842,-0.0709160719362842
C24H12O13,0.255962613978548,0.255962613978548,NA,0.255962613978548,0.255962613978548,NA,0.255962613978548,0.255962613978548,0.255962613978548,0.255962613978548,0.255962613978548,NA,0.255962613978548,0.255962613978548,0.255962613978548,0.255962613978548,0.255962613978548,0.255962613978548,0.255962613978548,0.255962613978548,NA,0.255962613978548,0.255962613978548,0.255962613978548,0.255962613978548,0.255962613978548,0.255962613978548
C25H14O13,-0.0500850098819541,-0.0500850098819541,NA,-0.0500850098819541,-0.0500850098819541,-0.0500850098819541,-0.0500850098819541,-0.0500850098819541,-0.0500850098819541,-0.0500850098819541,-0.0500850098819541,NA,-0.0500850098819541,-0.0500850098819541,-0.0500850098819541,-0.0500850098819541,-0.0500850098819541,-0.0500850098819541,-0.0500850098819541,NA,NA,NA,-0.0500850098819541,-0.0500850098819541,-0.0500850098819541,-0.0500850098819541,-0.0500850098819541
C23H12O12,-0.405484652073511,-0.405484652073511,-0.405484652073511,-0.405484652073511,-0.405484652073511,-0.405484652073511,-0.405484652073511,-0.405484652073511,-0.405484652073511,-0.405484652073511,-0.405484652073511,-0.405484652073511,-0.405484652073511,-0.405484652073511,-0.405484652073511,-0.405484652073511,-0.405484652073511,-0.405484652073511,-0.405484652073511,-0.405484652073511,NA,-0.405484652073511,-0.405484652073511,-0.405484652073511,-0.405484652073511,-0.405484652073511,-0.405484652073511
C24H14O12,-0.305348361790481,-0.305348361790481,NA,-0.305348361790481,-0.305348361790481,-0.305348361790481,-0.305348361790481,-0.305348361790481,-0.305348361790481,-0.305348361790481,-0.305348361790481,NA,-0.305348361790481,-0.305348361790481,-0.305348361790481,-0.305348361790481,-0.305348361790481,-0.305348361790481,-0.305348361790481,-0.305348361790481,NA,-0.305348361790481,-0.305348361790481,-0.305348361790481,-0.305348361790481,-0.305348361790481,-0.305348361790481
C22H12O12,-0.451548700394599,-0.451548700394599,-0.451548700394599,-0.451548700394599,-0.451548700394599,-0.451548700394599,-0.451548700394599,-0.451548700394599,-0.451548700394599,-0.451548700394599,-0.451548700394599,-0.451548700394599,-0.451548700394599,-0.451548700394599,-0.451548700394599,-0.451548700394599,-0.451548700394599,-0.451548700394599,-0.451548700394599,-0.451548700394599,NA,-0.451548700394599,-0.451548700394599,NA,-0.451548700394599,-0.451548700394599,-0.451548700394599
C23H14O12,-0.432876336832497,-0.432876336832497,-0.432876336832497,-0.432876336832497,-0.432876336832497,-0.432876336832497,-0.432876336832497,-0.432876336832497,-0.432876336832497,-0.432876336832497,-0.432876336832497,-0.432876336832497,-0.432876336832497,-0.432876336832497,-0.432876336832497,-0.432876336832497,-0.432876336832497,-0.432876336832497,-0.432876336832497,-0.432876336832497,NA,-0.432876336832497,-0.432876336832497,-0.432876336832497,-0.432876336832497,-0.432876336832497,-0.432876336832497
C23H12O13,-0.645885302200229,-0.645885302200229,-0.645885302200229,-0.645885302200229,-0.645885302200229,-0.645885302200229,-0.645885302200229,-0.645885302200229,-0.645885302200229,-0.645885302200229,-0.645885302200229,-0.645885302200229,-0.645885302200229,-0.645885302200229,-0.645885302200229,-0.645885302200229,-0.645885302200229,-0.645885302200229,-0.645885302200229,-0.645885302200229,NA,-0.645885302200229,-0.645885302200229,-0.645885302200229,-0.645885302200229,-0.645885302200229,-0.645885302200229
C24H14O13,-0.607012331882631,-0.607012331882631,-0.607012331882631,-0.607012331882631,-0.607012331882631,-0.607012331882631,-0.607012331882631,-0.607012331882631,-0.607012331882631,-0.607012331882631,-0.607012331882631,-0.607012331882631,-0.607012331882631,-0.607012331882631,-0.607012331882631,-0.607012331882631,-0.607012331882631,-0.607012331882631,-0.607012331882631,-0.607012331882631,NA,-0.607012331882631,-0.607012331882631,-0.607012331882631,-0.607012331882631,-0.607012331882631,-0.607012331882631
C22H12O13,-14.1869762648932,-12.8676267739283,-11.8026427173161,-11.1493846821248,-11.959699816025,-11.7198132750312,-10.7486389115719,-11.7384680853365,-13.5985526432747,-12.9953581360933,-13.7923831598782,-13.3127793928379,-13.1915406166855,-12.7027742392305,-11.7696994855327,-12.3283243390938,-12.7837270338564,-12.2634638250035,-13.3154000574258,-13.1440376570928,-14.5115066028704,-13.7627448394393,-13.4116612775328,-12.3596794348661,-11.9923921429172,-15.1979178286609,-12.2817264334823
C23H14O13,-12.6883188293095,-12.0775445772399,-15.2053082631905,-14.24680394945,-13.0382837738585,-14.7357507108718,-12.3299638512002,-14.4078689097253,-11.8985123838055,-13.9642489659053,-13.1325758834495,-13.3552444813624,-14.4492291704384,-13.3653764938584,-13.4325075738474,-14.2600437001594,-13.4256981236323,-12.494125402342,-12.5204919291038,-10.9078883801764,-14.7514607249062,-13.0246845483781,-12.9118731921726,-13.0554169200515,-15.0892140636236,-14.658237231544,-12.2300046735132
