,s20230217014,s20230217015,s20230217016,s20230217017,s20230217018,s20230217019,s20230217020,s20230217021,s20230217022,s20230217054,s20230217055,s20230217056,s20230217057,s20230217058,s20230217059,s20230217060,s20230217061,s20230217095,s20230217097,s20230217098,s20230217099,s20230217100,s20230217101,s20230217102,s20230217103
C25H18O11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63468104075187,NA,1.63468104075187,1.63468104075187,1.63468104075187,1.63468104075187,1.63468104075187,NA,NA,NA,NA,NA,NA,NA,NA
C25H16O11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76535099041982,1.76535099041982,NA,1.76535099041982,1.76535099041982,1.76535099041982,1.76535099041982,1.76535099041982,NA,NA,NA,NA,NA,NA,NA,NA
C24H20O11,0.0942469213140185,0.0942469213140185,0.0942469213140185,0.0942469213140185,0.0942469213140185,0.0942469213140185,0.0942469213140185,0.0942469213140185,NA,0.0942469213140185,0.0942469213140185,NA,0.0942469213140185,0.0942469213140185,0.0942469213140185,0.0942469213140185,0.0942469213140185,0.0942469213140185,0.0942469213140185,0.0942469213140185,NA,0.0942469213140185,0.0942469213140185,0.0942469213140185,0.0942469213140185
C25H20O11,-0.181275005800407,-0.181275005800407,-0.181275005800407,-0.181275005800407,-0.181275005800407,-0.181275005800407,-0.181275005800407,-0.181275005800407,NA,-0.181275005800407,-0.181275005800407,NA,-0.181275005800407,-0.181275005800407,-0.181275005800407,-0.181275005800407,-0.181275005800407,NA,NA,NA,NA,NA,NA,NA,NA
C23H16O10,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0380208196008311,-0.0380208196008311,NA,-0.0380208196008311,-0.0380208196008311,-0.0380208196008311,-0.0380208196008311,-0.0380208196008311,NA,NA,NA,NA,NA,NA,NA,NA
C24H18O10,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.120378177607904,-0.120378177607904,NA,-0.120378177607904,-0.120378177607904,-0.120378177607904,-0.120378177607904,-0.120378177607904,NA,NA,NA,NA,NA,NA,NA,NA
C22H16O10,-0.265348112189715,-0.265348112189715,-0.265348112189715,-0.265348112189715,-0.265348112189715,-0.265348112189715,-0.265348112189715,-0.265348112189715,-0.265348112189715,-0.265348112189715,-0.265348112189715,NA,-0.265348112189715,-0.265348112189715,-0.265348112189715,-0.265348112189715,-0.265348112189715,-0.265348112189715,-0.265348112189715,-0.265348112189715,-0.265348112189715,-0.265348112189715,NA,-0.265348112189715,-0.265348112189715
C23H18O10,-0.35060201159401,-0.35060201159401,NA,-0.35060201159401,-0.35060201159401,-0.35060201159401,-0.35060201159401,-0.35060201159401,NA,-0.35060201159401,-0.35060201159401,NA,-0.35060201159401,-0.35060201159401,-0.35060201159401,-0.35060201159401,-0.35060201159401,NA,NA,NA,NA,NA,NA,NA,NA
C23H16O11,-12.9771150088645,-12.8205052546956,-13.1804926700451,-12.1427420692368,-11.945483933626,-13.2669214800646,-12.7453172125699,-11.4688853708562,-11.7003693278311,-13.3706894851882,-12.1470393777282,-12.5498673476199,-13.3496417996821,-13.4633569463179,-13.6334712813851,-12.5103318958857,-13.3617864911878,-13.1711034004371,-11.3168557852043,-12.1078445881764,-11.9740243611156,-13.9708087340889,-13.702838047113,-12.0615681662319,-12.5774442667842
C24H18O11,-0.609983250464636,-0.609983250464636,NA,-0.609983250464636,-0.609983250464636,-0.609983250464636,-0.609983250464636,-0.609983250464636,NA,-0.609983250464636,-0.609983250464636,-0.609983250464636,-0.609983250464636,-0.609983250464636,-0.609983250464636,-0.609983250464636,-0.609983250464636,-0.609983250464636,-0.609983250464636,-0.609983250464636,NA,-0.609983250464636,-0.609983250464636,NA,-0.609983250464636
C22H16O11,-12.6449553682708,-13.0056527145172,-12.8894130166794,-13.2517804129073,-12.5277715648765,-11.7640036747732,-11.1897848551885,-14.1441466077516,-13.8611377791952,-12.3535433707359,-14.537124522471,-12.35160058694,-13.3233526663104,-12.0554857314259,-12.6452001198357,-11.7663220682779,-13.1071907100043,-13.556971837043,-13.0226878468819,-13.6208872014688,-15.2129697751589,-12.974374849935,-13.3507075453002,-12.8719539195385,-12.8580038728678
C23H18O11,-12.3613262999615,-13.1586298847148,-12.7437092038719,-13.9544774911286,-11.7214854700256,-12.8107558909007,-12.8162532429694,-11.8654498232336,-13.8332710279676,-12.5998915341847,-11.0438414604215,-12.9009654357504,-14.630011628891,-12.9428902179618,-12.1782783832035,-12.7020685766687,-12.7692195086978,-14.3686157709166,-11.5551174716495,-12.3659536101809,-13.1648948580892,-11.7735552550614,-12.5999810258079,-12.0769872720814,-14.6282705088576
C27H14O14,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5331902119239,2.5331902119239,NA,2.5331902119239,2.5331902119239,2.5331902119239,2.5331902119239,2.5331902119239,NA,NA,NA,NA,NA,NA,NA,NA
C25H12O14,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.36149023026035,7.36149023026035,NA,7.36149023026035,7.36149023026035,7.36149023026035,7.36149023026035,7.36149023026035,NA,NA,NA,NA,NA,NA,NA,NA
C26H14O14,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.30027813482265,7.30027813482265,NA,7.30027813482265,7.30027813482265,7.30027813482265,7.30027813482265,7.30027813482265,NA,NA,NA,NA,NA,NA,NA,NA
C26H14O15,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.96003775942544,8.96003775942544,NA,8.96003775942544,8.96003775942544,8.96003775942544,8.96003775942544,8.96003775942544,NA,NA,NA,NA,NA,NA,NA,NA
C26H16O14,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.14116928081476,6.14116928081476,NA,6.14116928081476,6.14116928081476,6.14116928081476,6.14116928081476,6.14116928081476,NA,NA,NA,NA,NA,NA,NA,NA
C27H18O14,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.78580173581589,4.78580173581589,NA,4.78580173581589,4.78580173581589,4.78580173581589,4.78580173581589,4.78580173581589,NA,NA,NA,NA,NA,NA,NA,NA
C27H16O14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8028740933591,NA,5.8028740933591,5.8028740933591,5.8028740933591,5.8028740933591,5.8028740933591,NA,NA,NA,NA,NA,NA,NA,NA
C26H16O15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.99356599101398,1.99356599101398,NA,1.99356599101398,1.99356599101398,1.99356599101398,1.99356599101398,1.99356599101398,NA,NA,NA,NA,NA,NA,NA,NA
C27H18O15,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.97424125893108,4.97424125893108,NA,4.97424125893108,4.97424125893108,4.97424125893108,4.97424125893108,4.97424125893108,NA,NA,NA,NA,NA,NA,NA,NA
C27H16O15,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.62884288207904,3.62884288207904,NA,3.62884288207904,3.62884288207904,3.62884288207904,3.62884288207904,NA,NA,NA,NA,NA,NA,NA,NA,NA
C26H16O12,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6193645621665,4.6193645621665,NA,4.6193645621665,4.6193645621665,4.6193645621665,4.6193645621665,4.6193645621665,NA,NA,NA,NA,NA,NA,NA,NA
C26H16O13,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.59310741998192,5.59310741998192,NA,5.59310741998192,5.59310741998192,5.59310741998192,5.59310741998192,5.59310741998192,NA,NA,NA,NA,NA,NA,NA,NA
C27H18O13,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.71787813715378,5.71787813715378,NA,5.71787813715378,5.71787813715378,5.71787813715378,5.71787813715378,NA,NA,NA,NA,NA,NA,NA,NA,NA
C27H16O13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.95114342808768,NA,4.95114342808768,4.95114342808768,4.95114342808768,4.95114342808768,4.95114342808768,NA,NA,NA,NA,NA,NA,NA,NA
C24H10O12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.73323810223701,NA,4.73323810223701,4.73323810223701,4.73323810223701,4.73323810223701,4.73323810223701,NA,NA,NA,NA,NA,NA,NA,NA
C26H12O13,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.62917739611282,7.62917739611282,NA,7.62917739611282,7.62917739611282,7.62917739611282,7.62917739611282,7.62917739611282,NA,NA,NA,NA,NA,NA,NA,NA
C25H12O13,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.99444489687225,9.99444489687225,NA,9.99444489687225,9.99444489687225,9.99444489687225,9.99444489687225,9.99444489687225,NA,NA,NA,NA,NA,NA,NA,NA
C26H14O13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.58876482983865,2.58876482983865,NA,2.58876482983865,2.58876482983865,2.58876482983865,2.58876482983865,2.58876482983865,NA,NA,NA,NA,NA,NA,NA,NA
C25H12O12,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.50358309691868,6.50358309691868,NA,6.50358309691868,6.50358309691868,6.50358309691868,6.50358309691868,6.50358309691868,NA,NA,NA,NA,NA,NA,NA,NA
C26H14O12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6031415890329,NA,4.6031415890329,4.6031415890329,4.6031415890329,4.6031415890329,4.6031415890329,NA,NA,NA,NA,NA,NA,NA,NA
C26H20O14,0.132930977536686,0.132930977536686,NA,0.132930977536686,0.132930977536686,0.132930977536686,0.132930977536686,0.132930977536686,NA,0.132930977536686,0.132930977536686,NA,0.132930977536686,0.132930977536686,0.132930977536686,0.132930977536686,0.132930977536686,0.132930977536686,0.132930977536686,0.132930977536686,0.132930977536686,0.132930977536686,0.132930977536686,0.132930977536686,0.132930977536686
C27H20O14,-0.274228198932876,-0.274228198932876,NA,NA,-0.274228198932876,-0.274228198932876,-0.274228198932876,-0.274228198932876,NA,-0.274228198932876,-0.274228198932876,NA,-0.274228198932876,-0.274228198932876,-0.274228198932876,-0.274228198932876,-0.274228198932876,NA,NA,NA,NA,NA,NA,NA,NA
C26H20O15,-0.0984099964084132,-0.0984099964084132,-0.0984099964084132,-0.0984099964084132,-0.0984099964084132,-0.0984099964084132,-0.0984099964084132,-0.0984099964084132,NA,-0.0984099964084132,-0.0984099964084132,NA,-0.0984099964084132,-0.0984099964084132,-0.0984099964084132,-0.0984099964084132,-0.0984099964084132,-0.0984099964084132,NA,-0.0984099964084132,-0.0984099964084132,-0.0984099964084132,-0.0984099964084132,-0.0984099964084132,-0.0984099964084132
C27H20O15,-0.351089626539585,-0.351089626539585,NA,-0.351089626539585,-0.351089626539585,-0.351089626539585,-0.351089626539585,-0.351089626539585,NA,-0.351089626539585,-0.351089626539585,NA,-0.351089626539585,-0.351089626539585,-0.351089626539585,-0.351089626539585,-0.351089626539585,NA,NA,NA,NA,NA,NA,NA,NA
C24H16O14,-12.0482162656694,-14.3198759396444,-11.5394077879116,-11.9575175154186,-13.5233402839652,-12.075345977934,-13.2602035140932,-12.732379503568,-13.7541075716165,-10.8357613670127,-13.7939557611445,-13.0019042077928,-12.4197792592434,-13.0776591142684,-14.5184667501352,-11.5056610610363,-12.234588636418,-13.9313069363507,-13.8980237540234,-12.709099812003,-12.9950425047908,-12.1561095710816,-13.1664961067048,-13.0645635671848,-12.6329806294634
C25H18O14,-0.697569176775389,-0.697569176775389,-0.697569176775389,-0.697569176775389,-0.697569176775389,-0.697569176775389,-0.697569176775389,-0.697569176775389,NA,-0.697569176775389,-0.697569176775389,NA,-0.697569176775389,-0.697569176775389,-0.697569176775389,-0.697569176775389,-0.697569176775389,-0.697569176775389,-0.697569176775389,-0.697569176775389,-0.697569176775389,-0.697569176775389,-0.697569176775389,-0.697569176775389,-0.697569176775389
C25H16O14,-0.594029126384199,-0.594029126384199,NA,-0.594029126384199,-0.594029126384199,-0.594029126384199,-0.594029126384199,-0.594029126384199,NA,-0.594029126384199,-0.594029126384199,NA,-0.594029126384199,-0.594029126384199,-0.594029126384199,-0.594029126384199,-0.594029126384199,-0.594029126384199,NA,-0.594029126384199,-0.594029126384199,-0.594029126384199,-0.594029126384199,-0.594029126384199,NA
C26H18O14,-0.425794642685135,-0.425794642685135,NA,-0.425794642685135,-0.425794642685135,-0.425794642685135,-0.425794642685135,-0.425794642685135,NA,-0.425794642685135,-0.425794642685135,NA,-0.425794642685135,-0.425794642685135,-0.425794642685135,-0.425794642685135,-0.425794642685135,NA,NA,-0.425794642685135,-0.425794642685135,-0.425794642685135,-0.425794642685135,-0.425794642685135,-0.425794642685135
C24H16O15,-0.199622797359677,-0.199622797359677,NA,-0.199622797359677,-0.199622797359677,-0.199622797359677,-0.199622797359677,-0.199622797359677,NA,-0.199622797359677,-0.199622797359677,NA,-0.199622797359677,-0.199622797359677,-0.199622797359677,-0.199622797359677,-0.199622797359677,-0.199622797359677,NA,-0.199622797359677,-0.199622797359677,-0.199622797359677,-0.199622797359677,NA,-0.199622797359677
C25H18O15,-0.0438644903018386,-0.0438644903018386,NA,-0.0438644903018386,-0.0438644903018386,-0.0438644903018386,-0.0438644903018386,-0.0438644903018386,NA,-0.0438644903018386,-0.0438644903018386,NA,-0.0438644903018386,-0.0438644903018386,-0.0438644903018386,-0.0438644903018386,-0.0438644903018386,-0.0438644903018386,NA,-0.0438644903018386,-0.0438644903018386,-0.0438644903018386,-0.0438644903018386,-0.0438644903018386,-0.0438644903018386
C25H16O15,-0.189975108706384,-0.189975108706384,NA,-0.189975108706384,-0.189975108706384,-0.189975108706384,-0.189975108706384,-0.189975108706384,NA,-0.189975108706384,-0.189975108706384,NA,-0.189975108706384,-0.189975108706384,-0.189975108706384,-0.189975108706384,-0.189975108706384,NA,NA,NA,NA,NA,NA,NA,NA
C26H18O15,0.285604247419792,0.285604247419792,NA,0.285604247419792,0.285604247419792,0.285604247419792,0.285604247419792,0.285604247419792,NA,0.285604247419792,0.285604247419792,0.285604247419792,0.285604247419792,0.285604247419792,0.285604247419792,0.285604247419792,0.285604247419792,NA,NA,NA,NA,NA,NA,NA,NA
C24H20O14,-11.6098760781274,-12.1198327123285,-14.5688239341621,-11.8252179523179,-11.2160898622775,-11.84904410862,-11.9423038283422,-12.6363825954435,-11.8749125582636,-12.0957020244496,-10.9402123209688,-12.1279438916004,-12.5099028279605,-11.9794915146843,-11.6853657049982,-12.6866828431094,-11.3074794273468,-13.8428079178859,-11.2610496942755,-12.5184067257524,-12.2801635647842,-12.633723469739,-14.0498894360723,-10.8466176222975,-11.5378813188836
C25H20O14,-12.7268626697515,-13.1561963374682,-12.5901492972623,-12.9253280934948,-12.5566665533276,-10.9487347218655,-14.2490100712815,-11.80952852507,-12.9241789248722,-12.7861391599753,-11.9912307346574,-12.7657472898925,-13.7959869246297,-12.2438290016238,-10.5886081303419,-12.2586243067667,-12.2070615333864,-12.4354933086528,-13.1585182596072,-12.9303265775674,-11.1148497349318,-12.252449651231,-13.5722598200873,-12.6328242708924,-14.050149568079
C24H20O15,-0.732854160003942,-0.732854160003942,-0.732854160003942,-0.732854160003942,-0.732854160003942,-0.732854160003942,-0.732854160003942,-0.732854160003942,-0.732854160003942,-0.732854160003942,-0.732854160003942,NA,-0.732854160003942,-0.732854160003942,-0.732854160003942,-0.732854160003942,-0.732854160003942,-0.732854160003942,-0.732854160003942,-0.732854160003942,-0.732854160003942,-0.732854160003942,-0.732854160003942,-0.732854160003942,-0.732854160003942
C25H20O15,-0.559103906493383,-0.559103906493383,-0.559103906493383,-0.559103906493383,-0.559103906493383,-0.559103906493383,-0.559103906493383,-0.559103906493383,-0.559103906493383,-0.559103906493383,-0.559103906493383,NA,-0.559103906493383,-0.559103906493383,-0.559103906493383,-0.559103906493383,-0.559103906493383,-0.559103906493383,-0.559103906493383,-0.559103906493383,-0.559103906493383,-0.559103906493383,-0.559103906493383,-0.559103906493383,-0.559103906493383
C23H16O14,-13.3622661238144,-12.8246538833101,-12.7677338014121,-11.4968510221901,-13.2532877230238,-10.922301437386,-11.5659825471239,-11.3632795462991,-11.5171351772578,-13.4816461790177,-14.6064669451483,-10.9259060431454,-13.1637432886171,-10.51650743696,-12.1912835267846,-11.0638414434711,-12.3731883389456,-13.1943763347581,-12.6720820472251,-12.9805149610119,-12.8935196232496,-15.4829472157095,-12.3214208403321,-12.3966901421619,-12.5257905505361
C24H18O14,-11.9347826650085,-11.9832775656861,-11.935772416523,-13.4313455989741,-12.479618301435,-11.4875899037446,-13.0329812191674,-13.8789779168278,-12.1170989577033,-12.5910151113944,-12.1187168524206,-12.0561690920357,-11.2775471079407,-13.1622179236916,-12.6052326635194,-12.5883504064728,-13.7287828770394,-12.5601828081418,-11.3403365895377,-12.6147702311037,-11.9524537944957,-11.2993053300008,-11.8840147288748,-12.0823725918982,-12.8387529179502
C22H16O14,-13.5914282306482,-13.2411146388258,-11.9419966906964,-11.3473665518288,-11.0388986790205,-12.9239137965576,-13.2794888682253,-12.6753150878287,-13.4824035507134,-13.0773077880296,-11.9222053123141,-11.3163924520037,-11.3134972813187,-13.5012824131068,-11.8986161698404,-11.5013278191216,-12.8960145157037,-13.0188505399077,-11.8790403804016,-12.3355864315907,-11.3568933223302,-13.7113871264469,-12.981060387646,-13.4808236022056,-11.5970675712104
C23H18O14,-13.3821694098558,-11.8537889896768,-12.6015411426012,-13.2113431812848,-11.5966658743117,-13.4576488772818,-11.374902226008,-11.5733832458348,-11.8538823340221,-12.2784805072264,-11.6511971187565,-13.044078676548,-12.4681779421811,-14.7005242997722,-12.2136883285861,-12.2816518988857,-13.1469172289108,-12.6128321657342,-12.8945862685861,-13.1049718783496,-11.3262271313366,-10.9417747269187,-12.5138447909205,-10.7067575301677,-12.5929351636613
C23H16O15,-0.251247719480032,-0.251247719480032,NA,-0.251247719480032,-0.251247719480032,-0.251247719480032,-0.251247719480032,-0.251247719480032,NA,-0.251247719480032,-0.251247719480032,-0.251247719480032,-0.251247719480032,-0.251247719480032,-0.251247719480032,-0.251247719480032,-0.251247719480032,-0.251247719480032,-0.251247719480032,-0.251247719480032,-0.251247719480032,-0.251247719480032,-0.251247719480032,-0.251247719480032,-0.251247719480032
C24H18O15,-0.236383708782181,-0.236383708782181,NA,-0.236383708782181,-0.236383708782181,-0.236383708782181,-0.236383708782181,-0.236383708782181,NA,-0.236383708782181,-0.236383708782181,-0.236383708782181,-0.236383708782181,-0.236383708782181,-0.236383708782181,-0.236383708782181,-0.236383708782181,-0.236383708782181,-0.236383708782181,-0.236383708782181,-0.236383708782181,-0.236383708782181,-0.236383708782181,-0.236383708782181,-0.236383708782181
C22H16O15,-0.73069473018949,-0.73069473018949,-0.73069473018949,-0.73069473018949,-0.73069473018949,-0.73069473018949,-0.73069473018949,-0.73069473018949,NA,-0.73069473018949,-0.73069473018949,NA,-0.73069473018949,-0.73069473018949,-0.73069473018949,-0.73069473018949,-0.73069473018949,-0.73069473018949,-0.73069473018949,-0.73069473018949,-0.73069473018949,-0.73069473018949,-0.73069473018949,-0.73069473018949,-0.73069473018949
C23H18O15,-0.573664617958609,-0.573664617958609,-0.573664617958609,-0.573664617958609,-0.573664617958609,-0.573664617958609,-0.573664617958609,-0.573664617958609,-0.573664617958609,-0.573664617958609,-0.573664617958609,NA,-0.573664617958609,-0.573664617958609,-0.573664617958609,-0.573664617958609,-0.573664617958609,-0.573664617958609,-0.573664617958609,-0.573664617958609,-0.573664617958609,-0.573664617958609,-0.573664617958609,-0.573664617958609,-0.573664617958609
C24H20O12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.569509269191815,-0.569509269191815,-0.569509269191815,-0.569509269191815,-0.569509269191815,-0.569509269191815,-0.569509269191815,-0.569509269191815
C25H20O12,-0.896644092759526,-0.896644092759526,-0.896644092759526,-0.896644092759526,-0.896644092759526,-0.896644092759526,-0.896644092759526,-0.896644092759526,-0.896644092759526,-0.896644092759526,-0.896644092759526,NA,-0.896644092759526,-0.896644092759526,-0.896644092759526,-0.896644092759526,-0.896644092759526,-0.896644092759526,-0.896644092759526,-0.896644092759526,-0.896644092759526,-0.896644092759526,-0.896644092759526,-0.896644092759526,-0.896644092759526
C24H20O13,-0.569725915203181,-0.569725915203181,-0.569725915203181,-0.569725915203181,-0.569725915203181,-0.569725915203181,-0.569725915203181,-0.569725915203181,-0.569725915203181,-0.569725915203181,-0.569725915203181,NA,-0.569725915203181,-0.569725915203181,-0.569725915203181,-0.569725915203181,-0.569725915203181,-0.569725915203181,-0.569725915203181,-0.569725915203181,-0.569725915203181,-0.569725915203181,-0.569725915203181,-0.569725915203181,-0.569725915203181
C25H20O13,-12.7891741776403,-13.38617455151,-13.4130268002333,-12.6073389263272,-12.5976666247353,-12.0560006527836,-11.6280177650427,-12.4953115310813,-13.2126402975207,-11.9340348135481,-11.5696879112515,-12.2324920421672,-14.5234800557041,-12.186676690499,-12.2387079190826,-12.139446577686,-13.33954382293,-14.3377422417439,-12.0643748204081,-11.2654323636867,-12.7214009488797,-11.7894784224324,-11.8313308720006,-13.0561871060362,-12.5780338995836
C23H16O12,-0.749840419430926,-0.749840419430926,NA,-0.749840419430926,-0.749840419430926,-0.749840419430926,-0.749840419430926,-0.749840419430926,-0.749840419430926,-0.749840419430926,-0.749840419430926,NA,-0.749840419430926,-0.749840419430926,-0.749840419430926,-0.749840419430926,-0.749840419430926,-0.749840419430926,-0.749840419430926,-0.749840419430926,-0.749840419430926,-0.749840419430926,-0.749840419430926,-0.749840419430926,-0.749840419430926
C24H18O12,-0.820797303287213,-0.820797303287213,-0.820797303287213,-0.820797303287213,-0.820797303287213,-0.820797303287213,-0.820797303287213,-0.820797303287213,-0.820797303287213,NA,NA,NA,NA,NA,NA,NA,NA,-0.820797303287213,-0.820797303287213,-0.820797303287213,-0.820797303287213,-0.820797303287213,-0.820797303287213,-0.820797303287213,-0.820797303287213
C22H16O12,-12.94630693024,-13.2393896232665,-10.5999329265076,-12.1803492747502,-12.4994466531851,-12.3129969905697,-12.6362312124276,-11.9081469180805,-12.7054960966984,-11.1870452137806,-12.4635968189255,-11.7336832537838,-11.9614625884044,-12.5476536335449,-11.9233510108575,-14.8143252925767,-12.6687607255493,-12.0836124349417,-12.3164201506533,-11.3766803468299,-12.1265032674756,-13.1247610754223,-11.7665027305433,-10.3010609482959,-12.0956378758192
C23H18O12,-11.4228113733899,-13.3077447903321,-12.0431621393493,-11.6241505587648,-11.3210449635047,-13.6694365700032,-12.8491810256938,-11.3306645281591,-13.278146147929,-11.846573019953,-12.4950270878522,-12.7878817706733,-11.4647999795021,-12.1057629134727,-13.9133075640788,-12.1777170039125,-12.9002928477503,-11.718202067359,-13.4021323784058,-12.3016378644169,-12.5119907488899,-11.5627853969804,-12.2785582319549,-12.9497211665249,-11.4237019901677
C23H16O13,-0.463886527620326,-0.463886527620326,-0.463886527620326,-0.463886527620326,-0.463886527620326,-0.463886527620326,-0.463886527620326,-0.463886527620326,-0.463886527620326,-0.463886527620326,-0.463886527620326,NA,-0.463886527620326,-0.463886527620326,-0.463886527620326,-0.463886527620326,-0.463886527620326,-0.463886527620326,-0.463886527620326,-0.463886527620326,-0.463886527620326,-0.463886527620326,-0.463886527620326,-0.463886527620326,-0.463886527620326
C24H18O13,-0.721929976414957,-0.721929976414957,-0.721929976414957,-0.721929976414957,-0.721929976414957,-0.721929976414957,-0.721929976414957,-0.721929976414957,-0.721929976414957,-0.721929976414957,-0.721929976414957,NA,-0.721929976414957,-0.721929976414957,-0.721929976414957,-0.721929976414957,-0.721929976414957,-0.721929976414957,-0.721929976414957,-0.721929976414957,-0.721929976414957,-0.721929976414957,-0.721929976414957,-0.721929976414957,-0.721929976414957
C22H16O13,-11.3869238549946,-13.008273585471,-13.5968016278505,-13.1434826104653,-12.6510136528318,-13.2804966888761,-11.8622509105089,-12.2752507250465,-12.1753947915813,-12.0403608418027,-11.5341443465507,-12.5232184289861,-12.8851395661364,-12.0858722011504,-12.3702600947107,-12.2408791336865,-12.2160405589965,-12.6941646778401,-11.479066789174,-13.4511533701975,-12.1266662314818,-11.9981431318707,-11.2396058449135,-12.594823734599,-12.1140645586044
C23H18O13,-0.779304794215437,-0.779304794215437,-0.779304794215437,-0.779304794215437,-0.779304794215437,-0.779304794215437,-0.779304794215437,-0.779304794215437,-0.779304794215437,-0.779304794215437,-0.779304794215437,NA,-0.779304794215437,-0.779304794215437,-0.779304794215437,-0.779304794215437,-0.779304794215437,-0.779304794215437,-0.779304794215437,-0.779304794215437,-0.779304794215437,-0.779304794215437,-0.779304794215437,-0.779304794215437,-0.779304794215437
C24H16O12,-12.0163460627861,-12.2444182712849,-11.5012395493967,-11.4207741331952,-13.5823849548746,-12.67624871157,-11.1593089168704,-12.2464338646079,-11.7214427861932,-14.392755170226,-12.6814064348,-12.4143263554902,-12.2027578900961,-13.050190656096,-13.1264617155209,-11.9000420429453,-13.0669969419487,-12.9423895563382,-11.1775289906566,-12.0046927810857,-12.3340758583504,-11.8519063284082,-12.5960371561241,-14.5660060014702,-12.1584300679204
C25H18O12,-1.13171635948674,-1.13171635948674,-1.13171635948674,-1.13171635948674,-1.13171635948674,-1.13171635948674,-1.13171635948674,-1.13171635948674,NA,-1.13171635948674,-1.13171635948674,NA,-1.13171635948674,-1.13171635948674,-1.13171635948674,-1.13171635948674,-1.13171635948674,-1.13171635948674,-1.13171635948674,-1.13171635948674,NA,-1.13171635948674,-1.13171635948674,-1.13171635948674,NA
C25H16O12,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.303558080823798,-0.303558080823798,NA,-0.303558080823798,-0.303558080823798,-0.303558080823798,-0.303558080823798,-0.303558080823798,NA,NA,NA,NA,NA,NA,NA,NA
C26H18O12,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1213100885811,-0.1213100885811,NA,-0.1213100885811,-0.1213100885811,-0.1213100885811,-0.1213100885811,-0.1213100885811,NA,NA,NA,NA,NA,NA,NA,NA
C24H16O13,-0.878674332756876,-0.878674332756876,-0.878674332756876,-0.878674332756876,-0.878674332756876,-0.878674332756876,-0.878674332756876,-0.878674332756876,-0.878674332756876,-0.878674332756876,-0.878674332756876,NA,-0.878674332756876,-0.878674332756876,-0.878674332756876,-0.878674332756876,-0.878674332756876,-0.878674332756876,-0.878674332756876,-0.878674332756876,-0.878674332756876,-0.878674332756876,-0.878674332756876,-0.878674332756876,-0.878674332756876
C25H18O13,-0.481513298502652,-0.481513298502652,-0.481513298502652,-0.481513298502652,-0.481513298502652,-0.481513298502652,-0.481513298502652,-0.481513298502652,NA,-0.481513298502652,-0.481513298502652,-0.481513298502652,-0.481513298502652,-0.481513298502652,-0.481513298502652,-0.481513298502652,-0.481513298502652,-0.481513298502652,-0.481513298502652,-0.481513298502652,-0.481513298502652,-0.481513298502652,-0.481513298502652,-0.481513298502652,-0.481513298502652
C25H16O13,-0.379667713594458,-0.379667713594458,NA,-0.379667713594458,-0.379667713594458,-0.379667713594458,-0.379667713594458,-0.379667713594458,NA,-0.379667713594458,-0.379667713594458,NA,-0.379667713594458,-0.379667713594458,-0.379667713594458,-0.379667713594458,-0.379667713594458,NA,NA,-0.379667713594458,-0.379667713594458,-0.379667713594458,-0.379667713594458,-0.379667713594458,-0.379667713594458
C26H18O13,-0.516086112449043,-0.516086112449043,NA,-0.516086112449043,-0.516086112449043,-0.516086112449043,-0.516086112449043,-0.516086112449043,NA,-0.516086112449043,-0.516086112449043,NA,-0.516086112449043,-0.516086112449043,-0.516086112449043,-0.516086112449043,-0.516086112449043,NA,NA,NA,NA,NA,NA,NA,NA
C24H12O12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.195469318875607,0.195469318875607,0.195469318875607,0.195469318875607,0.195469318875607,0.195469318875607,0.195469318875607,0.195469318875607,NA,NA,NA,NA,NA,NA,NA,NA
