,s20230217007,s20230217008,s20230217009,s20230217010,s20230217011,s20230217012,s20230217013,s20230217031,s20230217032,s20230217033,s20230217034,s20230217035,s20230217036,s20230217037,s20230217046,s20230217047,s20230217048,s20230217049,s20230217050,s20230217051,s20230217052,s20230217053,s20230217070,s20230217071,s20230217072,s20230217073,s20230217074,s20230217075,s20230217076,s20230217087,s20230217088,s20230217089,s20230217090,s20230217091,s20230217092,s20230217093,s20230217094,s20230217112,s20230217113,s20230217114,s20230217115,s20230217116,s20230217117,s20230217118,s20230217119
77fb7121c2a6f19561d29dc22dfb5c25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.373161006221306,-0.373161006221306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d92408e91e3ebf3e824dca5c3e537a83,NA,0.0331091323408604,NA,NA,NA,NA,NA,0.033109132340861,0.0331091323408611,0.0331091323408607,0.0331091323408604,0.0331091323408603,0.0331091323408605,0.0331091323408601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0331091323408607,0.0331091323408606,NA,0.0331091323408605,NA,NA,NA,NA,0.0331091323408607,0.0331091323408611,0.0331091323408606,0.0331091323408609,NA,NA,NA
9a2cbb31785eb7e4ea14c700cfc8df0b,NA,NA,NA,NA,-0.317473601014865,NA,-0.317473601014865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.317473601014865,NA,NA,NA,NA,-0.317473601014865,-0.317473601014865,-0.317473601014865,-0.317473601014865,NA,NA,NA
7f826c4cf53354c2d0be1d673001bf9d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0538385943495927,NA,NA,-0.0538385943495922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8352aa1fd8a02effaa0c12c18e8be4b9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0644563695721501,NA,NA,NA,NA,0.0644563695721506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8e6dca0308869b43dfaca76a5cca9bc5,NA,0.0507845189526258,NA,0.0507845189526252,NA,NA,0.0507845189526255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68cb99bef9804da51f1dbdbb8770dd68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0607339446214393,NA,NA,NA
d8390cbb46fb1879d0266026df23fbc1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.264520178136392,0.264520178136392,NA,NA,NA,NA
cf9c4ff98544f590727fb02f5d5da18a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.112173685847902,-0.112173685847901,NA,-0.112173685847901,-0.112173685847901,-0.112173685847901,-0.112173685847902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6526f5f04bf9feae9151417db3ab5db8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00752279018292727,0.0075227901829271,0.00752279018292761,NA,NA,NA,NA,0.00752279018292734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8a4d5ac58538c9f190499453cecebafd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.301860139028274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701cc1c84db3e23fa34f424390315f81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.160476714923168,NA,NA,NA,NA,-0.160476714923168,NA,NA
0833bf73b1473c3a19ff87f954f9e6ec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.723358686168778,NA,NA,NA,NA,NA,0.723358686168776,NA
072f2991353122d02dd5de5f1364aa4c,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.821702703274428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ffcf4fbf78e8509cfc256792770bc0cb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25355069796644,1.25355069796643,NA,1.25355069796643,1.25355069796644,NA,NA,NA,NA,NA,NA,NA,NA,1.25355069796643
23317fdc2123a9d835a054c139d2db27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7292991089276,NA
f90e7b7ef39e2ee4793038eff40dbac5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06665818160805,NA,NA,NA,NA,NA,NA,NA,NA,1.06665818160805
129a4c15b1b7c33ac620d39fcada4fa1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.561760519747586,0.561760519747586,0.561760519747585,NA,NA,NA
cc31b9fd61ec124fe8c35fcda67991c6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.240243385253107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82a947d351f2201a6a4a218e79e72a41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.628282087364174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646d7da275eb16f079cb258409cf0e02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.10980839586981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95409f0f627d9bbbad895d1fd1fbb228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.219056918136009,-0.219056918136009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298d5a9b0d3cc248d16d95646494df1d,NA,NA,NA,-0.596615376278253,-0.596615376278253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.596615376278253,NA,NA,-0.596615376278254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ab36392d65cb636b49763c84858889c3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.124350574479335,0.124350574479335,NA,NA,0.124350574479335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e0612f0a11fb718874010103ec042000,NA,NA,-0.394058679333925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87e132e18b7645f0fa59d7fd5a7533b5,NA,NA,-0.0978476377432589,NA,NA,-0.097847637743259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01ecaa4773be4fd6b91ac3169e2f456a,NA,NA,-0.0053527656316725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00535276563167267,NA,NA,-0.00535276563167241,-0.00535276563167296,-0.00535276563167274,-0.00535276563167314,-0.0053527656316727,NA,NA,NA,NA,NA,-0.00535276563167308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45b064dba90d7d1db69d32d0ab0691e2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.536937816739714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad0d9d7a7850b49e0ac46da28d01fb4e,NA,-0.380073478155388,NA,NA,NA,NA,NA,NA,-0.380073478155388,-0.380073478155388,-0.380073478155388,-0.380073478155388,-0.380073478155389,-0.380073478155388,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.380073478155388,NA,NA,-0.380073478155388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
f6708b572c690d54054bfbbb4c1e251f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.667426505952188,NA,NA,NA,NA
2d8400e3ccc7f5b26b65098c373ebec8,NA,-0.40909045416923,NA,-0.409090454169229,-0.40909045416923,-0.409090454169229,-0.40909045416923,-0.409090454169229,-0.409090454169229,-0.409090454169229,-0.409090454169229,-0.409090454169229,NA,-0.409090454169229,NA,NA,NA,NA,NA,NA,NA,NA,-0.40909045416923,-0.409090454169229,NA,-0.409090454169229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9ec8f4b32b12a6dd303e31adddab8b3c,-0.151123132639562,-0.151123132639563,-0.151123132639562,-0.151123132639562,-0.151123132639562,-0.151123132639563,-0.151123132639562,-0.151123132639562,-0.151123132639562,-0.151123132639562,-0.151123132639562,-0.151123132639562,-0.151123132639562,-0.151123132639562,-0.151123132639562,NA,NA,NA,NA,NA,NA,NA,-0.151123132639563,-0.151123132639563,-0.151123132639562,-0.151123132639562,-0.151123132639562,-0.151123132639562,-0.151123132639562,NA,NA,-0.151123132639562,-0.151123132639562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7496b5a4b531cf56c00b6a1bf8c4d2be,NA,-0.570262243600918,NA,NA,-0.570262243600917,NA,-0.570262243600917,NA,NA,-0.570262243600917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d8d2aa2b571cd9877e1b3ad65b6fcdd8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.223052046393894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65f67fdcba70d674b6fd2fa3fd549b3d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13900465528036,0.13900465528036,0.13900465528036,0.13900465528036,NA,NA,NA,NA,0.13900465528036,0.139004655280359,0.13900465528036,NA,NA,NA,NA
9f3afc4c4221d3d7b6d01caa21665d9e,NA,NA,0.00447563202492799,NA,NA,0.0044756320249279,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0044756320249277,0.00447563202492856,NA,NA,0.00447563202492769,0.00447563202492869,0.00447563202492817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448a5e3116a642054170cf7e816bace4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.185054916579267,NA,NA,NA,NA
41f5fe5ee34726d2ca6a597a1b75b7ca,NA,NA,NA,NA,-0.264996541255581,-0.26499654125558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.26499654125558,-0.26499654125558,-0.26499654125558,-0.26499654125558,NA,NA,NA,NA,-0.264996541255581,-0.264996541255581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265261a562cc586623c6798782dd2f8d,NA,NA,-0.374027018935933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49f6a2f3de6efc06239484b7730f8a65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.553028548967682,NA,NA,NA,NA,NA,NA,NA
4e6086383b3ad08af818bbbd891320fe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44677142202062
a2a577d2a3611c1bd9c079743de7a793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.511742393750235,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.511742393750235,NA,NA
437fb1dbec5675e3fde555f0122d2db2,NA,NA,-0.35093079391944,NA,-0.35093079391944,-0.350930793919441,-0.35093079391944,NA,-0.350930793919441,-0.350930793919441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35093079391944,-0.350930793919441,NA,-0.35093079391944,-0.350930793919441,-0.350930793919441,NA,NA,-0.350930793919441,-0.35093079391944,-0.350930793919441,-0.350930793919441,NA,NA,NA
6d4ac4e286ee7462e7c9ff91fb970258,NA,-0.463997535513958,NA,-0.463997535513958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890398fbe74424db86bd0397df3e043e,0.160406044236716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.160406044236716,0.160406044236716,0.160406044236716,0.160406044236716,0.160406044236716,0.160406044236716,NA,0.160406044236716,NA,NA,0.160406044236716,NA,0.160406044236716,0.160406044236717,NA
81ff07bb8cfbe0d3c549c88246aabca2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0549065924610939,NA,NA,NA,NA,NA,NA,NA,NA,NA
d49a1a8b734c9b8ba35f2b8adc46b4b4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.280190742739469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7dad527aa445cdd4a128e0932b715181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125342962921528,NA,NA,NA,NA,NA,NA,NA,NA,NA
21a7d256deacc7f15f7b63dde03061fd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.729729878988134,NA,NA,NA,NA,NA,NA,NA
89560d40dcaddbff7d68bb40435cdcd9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15769665526311,NA,NA
9ae00566152a09beef8f3737b9068073,NA,NA,-0.364239916437351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0b3272125b217ccc6c0996db83a076e4,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.185507642536197,NA,-0.185507642536197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.185507642536197,-0.185507642536197,-0.185507642536197,-0.185507642536197,NA,NA,NA
54e67f2d03e3bfeb0e6c9697b93f3e67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.290053015269206,NA
9fbc85b097187e7ae6cc274a14963f87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.239186977360428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64e8f95c06d8328f3abdaf5bf7985e0a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.298016359467575,NA,NA,NA,NA,NA,NA
acf0f4bb59e047259f4c01ff25b49143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29143914139357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29143914139358
269bd124da6358d9b3be7ab4a9bf292c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.617783028493248,NA,NA
9a082274ec5745a8a3a08bcd1a3ab842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.793991258715541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04d4e7b87a6e2d55c71fce0605dd1df0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53012072037185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d375fb04dd39c1c0951da7e86e8137d2,NA,NA,0.292413651265881,NA,NA,0.292413651265881,NA,NA,NA,NA,NA,NA,NA,NA,0.29241365126588,0.292413651265881,0.29241365126588,0.292413651265881,0.292413651265881,0.292413651265881,0.292413651265882,0.292413651265881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
da22b94d8f63cd52ea6755ce11b3bd27,NA,NA,0.00615883199849249,NA,NA,0.0061588319984925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00615883199849275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86a54f67039f7abc1efd2c60894cb685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0834790000128322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229f61574b38e0d95d3c691389625e94,NA,0.576017190323973,0.576017190323972,0.576017190323972,0.576017190323972,0.576017190323972,0.576017190323973,0.576017190323973,0.576017190323973,0.576017190323972,NA,0.576017190323973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.576017190323972,0.576017190323972,0.576017190323974,NA,0.576017190323973,0.576017190323972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3c7f13b2a53ee2961e681181af252a59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.237042210579987,-0.237042210579987,NA,NA,-0.237042210579987,NA,NA,-0.237042210579986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6ee99ba081b1761680a39f29256f75da,NA,-0.0862603238715846,NA,-0.0862603238715843,-0.0862603238715845,-0.0862603238715845,-0.0862603238715843,NA,-0.0862603238715844,-0.0862603238715844,-0.0862603238715843,-0.0862603238715845,NA,-0.0862603238715843,NA,NA,NA,NA,NA,NA,NA,NA,-0.0862603238715845,-0.0862603238715845,-0.0862603238715843,-0.0862603238715846,-0.0862603238715844,-0.0862603238715842,-0.0862603238715843,-0.0862603238715845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362e588d0e7720b875eba982c81af4a6,NA,NA,-0.240117174398351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.240117174398351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ed2d2a589ba7b9f7d4fa798500aab5a5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37988701122777,0.37988701122777,NA,0.37988701122777,NA,NA,NA,0.37988701122777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5c098dc6f4bd03fb07ce94c64790d501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17344702370966,NA,NA,NA,NA,NA,NA,NA,NA,0.17344702370966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
405934f59c834d61af7c5fb6a77373a4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.353521301339109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d53d1833fcde598f229296f3beec1ab2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.160484061427364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a436ab5e331ffdacdf49d7c64ba6aa54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.284455338586596,NA,-0.284455338586595,-0.284455338586595,NA,NA,-0.284455338586595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
b2ab7844cb617c5e15f1d4ec936539c2,NA,-0.209119393146014,NA,NA,NA,NA,-0.209119393146014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9f40029aee1d2e387c3c91e1fc26c30b,NA,NA,NA,-0.121727529402647,-0.121727529402647,-0.121727529402647,NA,NA,NA,NA,NA,NA,NA,NA,-0.121727529402647,NA,-0.121727529402647,NA,-0.121727529402647,-0.121727529402648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
035fab27adab446de00f41e7f37cf55f,NA,NA,-0.238702224975995,NA,-0.238702224975994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71513abe3eaa297593b51f620599964a,NA,NA,0.492049552563775,NA,NA,0.492049552563776,NA,NA,NA,NA,NA,NA,NA,NA,0.492049552563776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1532aafa3a31cb9d99828bdc9d71540f,NA,NA,NA,NA,NA,NA,NA,NA,0.230607791541168,NA,NA,NA,NA,NA,NA,NA,0.230607791541169,NA,NA,NA,0.230607791541169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
