,s20230217007,s20230217008,s20230217009,s20230217010,s20230217011,s20230217012,s20230217013,s20230217031,s20230217032,s20230217033,s20230217034,s20230217035,s20230217036,s20230217037,s20230217046,s20230217047,s20230217048,s20230217049,s20230217050,s20230217051,s20230217052,s20230217053,s20230217070,s20230217071,s20230217072,s20230217073,s20230217074,s20230217075,s20230217076,s20230217087,s20230217088,s20230217089,s20230217090,s20230217091,s20230217092,s20230217093,s20230217094,s20230217112,s20230217113,s20230217114,s20230217115,s20230217116,s20230217117,s20230217118,s20230217119
8139020b094f30fe9925c09627550ad0,NA,NA,NA,NA,NA,NA,NA,0.541595357610429,NA,0.541595357610431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08b489117abef841bd1e50639d40dc85,NA,NA,NA,NA,NA,NA,NA,NA,1.48763091478946,NA,NA,NA,1.48763091478946,1.48763091478946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48763091478946,NA,NA,NA,NA
2f6f1d2dc97de14e6bc6106114096aea,NA,NA,NA,NA,1.33763555992926,NA,NA,NA,1.33763555992927,NA,NA,1.33763555992926,1.33763555992926,1.33763555992926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33763555992926,NA,1.33763555992927,NA,NA,NA,NA
a45ce745f1e086682a8ecb2e227e5a83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19589003403134,NA,NA,NA,NA,NA,NA
bc780d799c99ee1eb44a118d899c9e0d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.24828766484846,NA,NA,NA,NA,NA,NA,NA,2.24828766484847,NA,NA,NA
78b91ba306afb03d99be6f1b4a2b5738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63850604274736,NA,NA,NA,NA,NA,NA,NA,1.63850604274736,NA,NA,NA
f7652fb128995e0be14c7c1b7d84fffa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46310655903877,NA,1.46310655903877,NA,NA,NA,NA,NA,NA,NA,1.46310655903877,1.46310655903877,NA,NA,NA,NA,1.46310655903877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2e235e36ee3ca969c2a739335f704941,NA,NA,NA,NA,NA,NA,NA,1.19150053049148,NA,NA,NA,NA,1.19150053049148,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19150053049148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
929099ac4045ab28e54fb2e903381ea2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39997963578654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53f5dbc5d347675c3be296751040e379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.858371528787086,0.858371528787085,NA,NA,0.858371528787087,NA,0.858371528787085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503e0095794c912f9e8431569ceb9157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52371834926756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
b3ff4e5973b9f7dc9f774baf9d77fcfb,NA,NA,NA,NA,2.31534710760966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31534710760966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3663dd9fbd7cb52a7151d0a994e56d56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.385867360953775,0.385867360953775,0.385867360953775,NA,NA,NA,NA,0.385867360953775,0.385867360953775,0.385867360953775,0.385867360953774,NA,NA,NA
182e2b1ca38570c4e8f8466f9906e011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.536718473363078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53671847336308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3f6986c2146c6f3fbf768ad149ea3fda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.368048312707278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
f3de4f6cd22536d7e23586a5ade71488,NA,NA,NA,NA,NA,NA,NA,0.271252268221945,0.271252268221945,0.271252268221945,NA,NA,NA,NA,0.271252268221945,NA,NA,NA,NA,NA,NA,NA,0.271252268221945,0.271252268221945,0.271252268221945,0.271252268221944,0.271252268221944,0.271252268221945,0.271252268221946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
c217e389773583a118a960a80f7ef56f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.276876798877271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ff1e4c407563199009370d7b3edd34a0,NA,NA,NA,NA,NA,NA,NA,0.212736345059285,NA,NA,NA,NA,0.212736345059285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81d3ef581860c29de83bb2c566e095c4,NA,1.78598663932976,1.78598663932976,NA,1.78598663932976,1.78598663932976,1.78598663932976,1.78598663932976,1.78598663932976,1.78598663932976,1.78598663932976,1.78598663932976,1.78598663932976,1.78598663932976,1.78598663932976,NA,NA,NA,NA,NA,NA,NA,1.78598663932976,1.78598663932976,1.78598663932976,1.78598663932976,1.78598663932976,1.78598663932976,1.78598663932976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3ebe1f3e6b692a188ce0c7aad5d45827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.178994407344047,NA,0.178994407344046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3e683d75883cfa4948ba9a3c464d2081,NA,NA,NA,NA,NA,NA,NA,0.228791490635139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cb3319ca0d1ed9df8a558ec07735b3ab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.511080447530861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30c69a2b89bd3bb68a8aa5e2176378e2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28099922593403,NA,NA,NA,NA,NA,NA,0.280999225934031,NA,NA,NA,NA
11600d2e081515cf07e05305b4e14c42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.80857680912558,NA,NA,NA,NA,NA,0.808576809125581,NA,0.808576809125581,NA,NA,NA,NA,0.808576809125581,0.808576809125579,0.80857680912558,0.808576809125581,NA,0.80857680912558,NA
767f7f5d35dee54a1f52ff5218353601,NA,NA,NA,NA,NA,NA,NA,0.760030652323568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.760030652323568,NA,NA,0.760030652323566,NA,NA,NA,NA,0.760030652323568,0.760030652323567,0.760030652323564,0.760030652323568,NA,NA,NA
5652c994d2ac05f5c91515e9e38c9e1e,NA,NA,NA,NA,NA,NA,NA,0.212458606915911,NA,NA,NA,NA,0.21245860691591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.212458606915911,0.212458606915911,NA,NA,NA,NA,NA
f008b4bba26b83306cd3d091d184a40f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.163209590835061
cca459bfe229d689c11ab8a7a73238c7,NA,NA,NA,NA,NA,0.545168360685405,NA,0.545168360685403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.545168360685404,0.545168360685405,NA,0.545168360685405,NA,NA,NA,NA,0.545168360685404,0.545168360685405,0.545168360685404,0.545168360685405,NA,0.545168360685403,0.545168360685405
054ea02f1dd0b5ef7831e4f82a8479de,NA,NA,NA,NA,NA,NA,NA,0.605457845242918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
f165173ae02c3db9982414137f8078e1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.179335500241826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
667ac32715a762862b138cbe31fbff9d,NA,NA,NA,NA,NA,NA,NA,0.852013729128146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.852013729128146,0.852013729128144,NA,NA,0.852013729128148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
b68c6fefed9fbcc729569865b1e95e63,NA,NA,NA,NA,NA,NA,NA,0.701769978063462,0.701769978063462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.701769978063462,NA,NA,NA,0.701769978063462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cd470803b338eb0b22c3593282fd2f52,NA,NA,NA,0.143184038050017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65076b95522ff0f0145c402098567ed4,NA,NA,NA,NA,0.340700364709826,NA,0.340700364709826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8b15e0f471160b73fc33872cfbddf3ce,NA,NA,NA,NA,NA,NA,NA,0.363961945737222,0.363961945737222,NA,NA,0.363961945737221,0.363961945737223,0.363961945737223,NA,NA,NA,NA,NA,NA,NA,NA,0.363961945737222,0.363961945737222,0.363961945737222,NA,NA,NA,0.363961945737223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
956890c6fa084aaf018f19ab3c7cb74b,NA,0.888749635816303,NA,0.888749635816304,0.888749635816304,0.888749635816303,0.888749635816305,0.888749635816304,0.888749635816304,0.888749635816304,0.888749635816304,0.888749635816304,0.888749635816302,0.888749635816304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.888749635816305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.888749635816305,NA,0.888749635816306,NA,NA,NA,NA
b5fec03d2919c6ddbff34aed2b97d45b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.310107758768012,0.310107758768011,NA,0.31010775876801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93e0a1013dd4d2c536cef8bb5ad4fe0a,NA,NA,NA,NA,0.524230527389833,NA,0.524230527389833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.524230527389832,NA,NA,0.524230527389833,0.524230527389832,NA,0.524230527389832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5d1149aa33540d19a862c4b4faa7dc3c,NA,0.215672907029602,NA,NA,NA,NA,NA,NA,NA,0.215672907029603,0.215672907029604,0.215672907029603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ab8daf38288220a77f5c467082c56afb,NA,NA,NA,NA,NA,1.57912808549631,1.5791280854963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ed23aef9f6cc8852ac18ee58203d9b40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.60495587469116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad7ba390a6aee6d2dd773073f590030c,NA,1.87789040813012,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87789040813012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03fdce4f2464f4f11003143a056f0dbb,NA,NA,NA,1.38342489941451,NA,NA,NA,NA,NA,1.38342489941451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fc29608910bcb4618d98fff7b8c8d584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.37531600881757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cf10061564c843e0c4af68468f5586f3,NA,1.69396638133858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4128fb13ba183abb758e229d88b4e98c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0789407458267,NA,2.0789407458267,NA,NA,NA,NA,NA,NA,2.0789407458267,NA,NA,NA,NA
677777957a7db7d5e2a552b8502ef244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65226556275854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bab5340e0fc08151badfb5da4e402d90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.49450537566317,NA,NA,NA,NA,2.49450537566317,NA,NA,NA,NA,2.49450537566317,NA,NA,NA
2a5dbe5d1d312d892148e63ff3a7132c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64299874703824,NA,NA,NA,NA,NA,NA,NA,NA,1.64299874703824,NA,NA,NA,NA
56a461ccd40766b6cf4a8b2815806700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38249872401187,NA,NA,NA,NA
1b1c6e9b7cd0d477d19c7b1be6e9cc72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84004426460946,NA,1.84004426460946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
f00b65e2a38401202385f6e536739066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8554587379758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
023dcfd8edc4aad8955d974e5f0c14c7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.50020876038054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94b1db19e9344973fbd97a410fa03dcc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53929312200114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fa14a78dcae85763864a21b1140e3336,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17028189017929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3bdceb27e7ac15b4ff1fda8272890182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01546228788772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9b6628aec948554719e400f50b96d98f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36172990270121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
753ee0d7bebff9ce0acf7e16c72e1da2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56055898087241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80b804a1f2f36f55220c02c4163f6c72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25696895137136,NA,2.25696895137136,NA,NA,NA,NA,2.25696895137136,2.25696895137136,2.25696895137136,2.25696895137136,NA,NA,NA
