,s20230217001,s20230217002,s20230217003,s20230217004,s20230217005,s20230217006,s20230217023,s20230217024,s20230217025,s20230217026,s20230217027,s20230217028,s20230217029,s20230217030,s20230217038,s20230217039,s20230217040,s20230217041,s20230217042,s20230217043,s20230217044,s20230217045,s20230217062,s20230217063,s20230217064,s20230217065,s20230217066,s20230217067,s20230217068,s20230217069,s20230217077,s20230217079,s20230217080,s20230217081,s20230217082,s20230217083,s20230217084,s20230217085,s20230217086,s20230217104,s20230217105,s20230217106,s20230217107,s20230217108,s20230217109,s20230217110,s20230217111
7e7d21ce69b8ec752e991c16723f3130,NA,NA,NA,NA,NA,NA,0.793020231596965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0ddf2fe5ef89dc683ea6ce103267709a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46582426607116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cf4dbab5f0d3b7137aa8c83acf7c8243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21782082565383,NA,NA
0d0e033a1dd55b83c52e8c8789002300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32046276735331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247a9f772182962c0f7fd6ea1f4439ac,NA,NA,NA,NA,NA,NA,NA,NA,1.19634873717791,NA,NA,NA,1.19634873717791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08b489117abef841bd1e50639d40dc85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11809528294529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
f92a20f77b9c2abd7caa56777fd5d569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28829268618235,NA,NA,NA,NA,NA,NA,NA
1d07cc778fc26e38bb49c30f6cf202f4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.10591855518781,2.10591855518782,2.10591855518782,2.10591855518782,2.10591855518782,2.10591855518782,NA,NA,NA,NA,NA,2.10591855518782,2.10591855518781,2.10591855518782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cd470803b338eb0b22c3593282fd2f52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.961797102788784,0.961797102788784,NA,NA,NA,NA,0.961797102788784,NA,NA,NA,NA,NA,NA,NA,0.961797102788786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
956890c6fa084aaf018f19ab3c7cb74b,NA,NA,NA,NA,NA,NA,1.07338289289931,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07338289289931,NA,NA,NA,NA,1.07338289289931,NA,NA,1.07338289289931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
b5fec03d2919c6ddbff34aed2b97d45b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.886742299574127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ab8daf38288220a77f5c467082c56afb,NA,NA,NA,NA,NA,NA,NA,NA,3.24572533474685,NA,NA,NA,NA,3.24572533474685,NA,NA,3.24572533474685,NA,NA,NA,NA,3.24572533474685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dd0e3377b8f1ddbce497ffb2b864bb80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52190695722724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
943d45f18c6b20c3a4a247ff138e2caf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.975320876212503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ed23aef9f6cc8852ac18ee58203d9b40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63022194531438,NA,NA,NA,NA,NA,2.63022194531438,NA,NA,NA,NA,NA
730daacc87decf38b091909c3ab84bdc,NA,NA,NA,NA,NA,NA,1.00828989669923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7bfc38594a2e9bd0256f5a84b9896653,NA,NA,NA,NA,NA,NA,1.47172445940567,NA,NA,NA,NA,NA,1.47172445940567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5acb543152d8c16419d20f89781545b8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79026093832676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2a5dbe5d1d312d892148e63ff3a7132c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.54570459797022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9e08383b014026b00cb7ec8fa7abffd0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62095342436037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41cd659c965926335939621491661793,NA,NA,NA,NA,NA,NA,1.62610843159281,1.62610843159281,NA,NA,1.62610843159281,NA,1.62610843159281,1.62610843159281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
f26378a4467eccb1016dfca2e5b891a3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32915763503715,NA,NA,NA
b33aa3e0993e4dc2a0fcb78ddfe5e056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17363280636737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adcdd59521a69e84e92d0b24e7be5a4e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46887117453773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22a34cdcdf5eb44d5accc745805c8026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4980583570475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fef15522c10c0b33c1ef695e28cc011c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38307417292066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dc93769365ddd1e1cd8cc6ba615f7994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52908332758484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0869c02b4d4ba18d425992ae43dcebbd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17120699064313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
