,s20230217001,s20230217002,s20230217003,s20230217004,s20230217005,s20230217006,s20230217023,s20230217024,s20230217025,s20230217026,s20230217027,s20230217028,s20230217029,s20230217030,s20230217038,s20230217039,s20230217040,s20230217041,s20230217042,s20230217043,s20230217044,s20230217045,s20230217062,s20230217063,s20230217064,s20230217065,s20230217066,s20230217067,s20230217068,s20230217069,s20230217077,s20230217079,s20230217080,s20230217081,s20230217082,s20230217083,s20230217084,s20230217085,s20230217086,s20230217104,s20230217105,s20230217106,s20230217107,s20230217108,s20230217109,s20230217110,s20230217111
456e1d3622477cca294c09be87ab833b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8360158077443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a8a49336e2d6347282ba72e82da0879d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.28756019969434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1c494249c4ee56d042daee947c4d49d5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23117794599304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
b5aa6be4b56ae961fe9eae087265cd6a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.88520015551837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5c4fa51a28b8a52935ddb53049b49818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75793094507082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7ff3f6ae0c078f8a435bd15581a1e3eb,NA,NA,NA,NA,NA,NA,1.38885705657674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
efd43e3aab411aa425be7c0b1513a1a9,NA,NA,NA,NA,NA,NA,1.58287780783502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
949c47221b7c8f6922b7cb693823a87e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.863601045679837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0e6430cbcc458f3a86d3f71daeba00a4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.528694796892153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5ecf6029404661146fafba96b26e376c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.866026856698509,NA,NA,NA,NA,NA,NA,NA,NA
dd16a1c41341e3ebc46b040be27e7e4d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05474587009423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a03cd7e0834f99b4633f1fe15b378648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68661883935198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d54cfa14161490792003b28fb10772b2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.67615118772814
79f5ffd322e654dcf7752004a176b55f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64389248920487
efbd1a40bdb37f25d8f7fc1dd35113a1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49703019455269,NA,NA,NA,NA,NA,NA,NA,NA
313cfd53f4cc9e07392bec58f996c33f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.854180237510102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294eee73ac186cef053ff053e7fdfd1d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.513491697431411,NA,NA,NA,NA,NA,NA
4898146c1d7991924cf7cbaa1ad514bf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.815231614159296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d4714ce40db342b0d4e5168a7ea25af9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78997167706535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1495772669a015db3eaf7952af641ed0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51331546504522,1.51331546504522,1.51331546504522,NA,NA,NA,NA,NA,1.51331546504522,1.51331546504522,1.51331546504522,1.51331546504522,1.51331546504522,1.51331546504522,NA,NA,1.51331546504522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
b9368533f2b2c381fea793f12fd83074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.996174689739565
4cf3c759cbc2ddb5f84c914ac93582a5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.80117613809562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9d7a5ec0c0086571c9d1b556e57eba32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93844590901378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
f54d24306be33e411cbdb9448ce8b111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.637279913381769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.637279913381769
959ce85c4a81eb4e3a06aaafee629868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.243077062361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48c302e8efdd55431cc5ed2a66cdc1c6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.53809489440668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97e8346dc538907ff3741340c5ac8796,-0.47556258385541,-0.47556258385541,-0.475562583855409,-0.47556258385541,-0.47556258385541,-0.47556258385541,NA,NA,NA,NA,-0.47556258385541,-0.475562583855409,NA,NA,-0.47556258385541,-0.475562583855409,NA,-0.47556258385541,-0.47556258385541,-0.47556258385541,-0.475562583855409,NA,-0.47556258385541,-0.47556258385541,NA,NA,-0.47556258385541,-0.47556258385541,-0.47556258385541,-0.47556258385541,-0.47556258385541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
b2ae4f8bf6d1c9c74f61ff488f76da9e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.584616707718595,NA,NA,-0.584616707718597,NA,NA,NA,NA,NA,NA,NA,-0.584616707718596,NA,NA,-0.584616707718597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cd81cf2e9cf49ed204a338825c537fb3,-0.578745481745107,-0.578745481745107,-0.578745481745107,-0.578745481745107,NA,-0.578745481745107,NA,-0.578745481745107,NA,NA,NA,NA,NA,-0.578745481745107,-0.578745481745107,-0.578745481745108,-0.578745481745108,-0.578745481745108,-0.578745481745107,-0.578745481745107,-0.578745481745107,-0.578745481745108,NA,NA,NA,NA,-0.578745481745107,-0.578745481745107,NA,NA,NA,-0.578745481745107,-0.578745481745107,-0.578745481745107,-0.578745481745108,-0.578745481745108,-0.578745481745107,NA,NA,-0.578745481745107,-0.578745481745107,-0.578745481745107,NA,-0.578745481745107,-0.578745481745107,-0.578745481745107,NA
ac5f4d5a64bc5bc3e40208608d84ee11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.428303856622446,NA,NA,NA,NA,NA,NA,NA,-0.428303856622447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cc44f1baca5b18521ddaf51d02b144ea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.823300134719357,NA,NA,-0.823300134719357,-0.823300134719357,NA,-0.823300134719356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.823300134719356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a8c562800ddef3f164f2c24fb9a874a6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.559299638763272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.559299638763272,NA,NA,NA
6d5558972fd186afdf53cbb5921e5585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.656276945208555,-0.656276945208554,NA,-0.656276945208555,NA,NA,NA,NA,NA,-0.656276945208555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e04b870afde3aaab3581511f2f461367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.660266762173508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
809ce338577e7bcbed5ae3101fea51ff,-0.521085489679654,NA,NA,-0.521085489679654,NA,-0.521085489679654,NA,NA,NA,NA,NA,NA,NA,-0.521085489679654,-0.521085489679655,-0.521085489679655,-0.521085489679654,NA,NA,-0.521085489679654,NA,NA,-0.521085489679654,-0.521085489679654,NA,NA,-0.521085489679655,NA,-0.521085489679654,NA,-0.521085489679655,NA,NA,NA,NA,-0.521085489679654,-0.521085489679654,-0.521085489679654,NA,NA,NA,NA,-0.521085489679654,NA,NA,NA,-0.521085489679654
2a1e62f6c1fd3b741d66b4a917efbcbb,-0.457399436884215,-0.457399436884215,-0.457399436884215,-0.457399436884215,NA,NA,NA,-0.457399436884215,NA,NA,NA,-0.457399436884214,NA,NA,-0.457399436884215,-0.457399436884214,-0.457399436884214,NA,-0.457399436884214,-0.457399436884214,NA,-0.457399436884215,-0.457399436884214,-0.457399436884215,-0.457399436884215,-0.457399436884215,-0.457399436884215,NA,NA,NA,-0.457399436884215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9bcec8839cf57594ab8089b899fc8a04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.818214853371075,NA,NA,-0.818214853371074,NA,NA,-0.818214853371074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.818214853371076,NA,NA,NA,NA,NA,NA,-0.818214853371074,-0.818214853371075,NA,NA,NA
148816c3fcca756cac8835343777fee7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.583564459381765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4f98090b016cca24bfb1bf7b827e37ca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.638893910975427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317c1c60d1c49b3857282ad38125cb7f,-0.329241405794784,-0.329241405794785,-0.329241405794784,-0.329241405794785,-0.329241405794784,-0.329241405794784,-0.329241405794784,-0.329241405794785,-0.329241405794785,NA,-0.329241405794785,-0.329241405794784,-0.329241405794784,-0.329241405794784,-0.329241405794784,-0.329241405794785,-0.329241405794785,-0.329241405794784,-0.329241405794785,-0.329241405794785,-0.329241405794784,-0.329241405794785,-0.329241405794784,-0.329241405794785,-0.329241405794785,-0.329241405794784,-0.329241405794785,-0.329241405794785,-0.329241405794784,NA,-0.329241405794784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.329241405794784,NA,NA,NA
375765f65dfee1ddaf04c6a8c8fb3c0c,NA,NA,NA,NA,NA,NA,0.00327139517800356,NA,0.00327139517800341,NA,NA,NA,NA,NA,NA,NA,0.00327139517800337,NA,NA,NA,NA,NA,NA,NA,0.0032713951780033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ec308ea3f4ba76cf5ebad81e7e80c979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.225004475342238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7ba8b3eb9af668e1702cc25abd014c01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.443664917310971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e60ccee9ea72ed347ee584cdb170bf48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.271922575851532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
b2c09645ddd38015f6b28f06590f2046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0617733347515106,NA,NA,NA,NA,NA,-0.0617733347515102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
