,s20230217001,s20230217002,s20230217003,s20230217004,s20230217005,s20230217006,s20230217023,s20230217024,s20230217025,s20230217026,s20230217027,s20230217028,s20230217029,s20230217030,s20230217038,s20230217039,s20230217040,s20230217041,s20230217042,s20230217043,s20230217044,s20230217045,s20230217062,s20230217063,s20230217064,s20230217065,s20230217066,s20230217067,s20230217068,s20230217069,s20230217077,s20230217078,s20230217079,s20230217080,s20230217081,s20230217082,s20230217083,s20230217084,s20230217085,s20230217086,s20230217104,s20230217105,s20230217106,s20230217107,s20230217108,s20230217109,s20230217110,s20230217111
C21H29O14P1,0.785349629206568,0.785349629206568,NA,NA,0.785349629206568,NA,0.785349629206568,0.785349629206568,0.785349629206568,0.785349629206568,NA,NA,0.785349629206568,0.785349629206568,NA,NA,NA,NA,NA,NA,NA,NA,0.785349629206568,0.785349629206568,0.785349629206568,0.785349629206568,0.785349629206568,0.785349629206568,0.785349629206568,0.785349629206568,0.785349629206568,0.785349629206568,NA,0.785349629206568,NA,0.785349629206568,0.785349629206568,0.785349629206568,0.785349629206568,NA,0.785349629206568,NA,NA,NA,NA,0.785349629206568,NA,NA
C22H31O14P1,1.4812139506979,1.4812139506979,NA,NA,NA,1.4812139506979,NA,NA,NA,NA,NA,NA,1.4812139506979,1.4812139506979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4812139506979,1.4812139506979,NA,1.4812139506979,NA,1.4812139506979,1.4812139506979,1.4812139506979,1.4812139506979,NA,1.4812139506979,NA,NA,NA,NA,1.4812139506979,NA,NA
C21H29O15P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.913998919768338,NA,0.913998919768338,0.913998919768338,0.913998919768338,0.913998919768338,NA,0.913998919768338,0.913998919768338,0.913998919768338,NA,0.913998919768338,0.913998919768338,0.913998919768338,0.913998919768338
C19H27O14P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.910525805959582,0.910525805959582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.910525805959582,NA,0.910525805959582,0.910525805959582,0.910525805959582,0.910525805959582,NA,0.910525805959582,NA,NA,NA,NA,0.910525805959582,NA,NA
C19H27O15P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65692644788916,1.65692644788916,1.65692644788916,1.65692644788916,1.65692644788916,1.65692644788916,1.65692644788916,1.65692644788916,NA,1.65692644788916,1.65692644788916,1.65692644788916,1.65692644788916,NA,1.65692644788916,1.65692644788916
C24H17O15P1,6.79500046362026,6.79500046362026,NA,NA,6.79500046362026,NA,6.79500046362026,6.79500046362026,6.79500046362026,6.79500046362026,NA,6.79500046362026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.79500046362026,NA,6.79500046362026,NA,NA,NA,NA,6.79500046362026,NA,6.79500046362026,6.79500046362026,6.79500046362026,6.79500046362026,NA,6.79500046362026,6.79500046362026
C24H15O17P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.52275072568188,NA,5.52275072568188,NA,NA,NA,NA,5.52275072568188,NA,5.52275072568188,5.52275072568188,5.52275072568188,5.52275072568188,NA,5.52275072568188,5.52275072568188
C23H15O17P1,NA,NA,NA,NA,NA,NA,8.07181882803827,8.07181882803827,NA,8.07181882803827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.07181882803827,NA,8.07181882803827,NA,NA,NA,NA,8.07181882803827,NA,8.07181882803827,8.07181882803827,8.07181882803827,8.07181882803827,NA,8.07181882803827,8.07181882803827
C23H15O16P1,NA,NA,NA,NA,NA,NA,8.53833594507962,8.53833594507962,8.53833594507962,8.53833594507962,NA,8.53833594507962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.53833594507962,NA,8.53833594507962,NA,NA,NA,NA,8.53833594507962,NA,8.53833594507962,8.53833594507962,8.53833594507962,8.53833594507962,NA,8.53833594507962,8.53833594507962
C24H17O16P1,NA,NA,NA,NA,NA,NA,2.77884047331243,2.77884047331243,2.77884047331243,2.77884047331243,NA,2.77884047331243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C21H15O17P1,7.61060195152178,7.61060195152178,NA,NA,7.61060195152178,NA,7.61060195152178,7.61060195152178,7.61060195152178,7.61060195152178,NA,7.61060195152178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.61060195152178,7.61060195152178,7.61060195152178,7.61060195152178,NA,7.61060195152178,7.61060195152178
C22H17O17P1,9.74454688326678,9.74454688326678,NA,NA,9.74454688326678,NA,9.74454688326678,9.74454688326678,9.74454688326678,9.74454688326678,NA,9.74454688326678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C22H15O17P1,3.93168598224116,3.93168598224116,NA,NA,NA,NA,3.93168598224116,3.93168598224116,NA,3.93168598224116,NA,3.93168598224116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C23H17O17P1,3.68384708992853,3.68384708992853,NA,NA,NA,NA,3.68384708992853,3.68384708992853,NA,3.68384708992853,NA,3.68384708992853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C22H17O15P1,6.53135998645806,6.53135998645806,NA,NA,6.53135998645806,NA,6.53135998645806,6.53135998645806,6.53135998645806,6.53135998645806,NA,6.53135998645806,6.53135998645806,6.53135998645806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.53135998645806,6.53135998645806,6.53135998645806,NA,6.53135998645806,NA,NA,NA,NA,6.53135998645806,NA,6.53135998645806,6.53135998645806,6.53135998645806,6.53135998645806,NA,6.53135998645806,6.53135998645806
C22H15O15P1,NA,NA,NA,NA,NA,NA,NA,3.55826407645892,NA,3.55826407645892,NA,3.55826407645892,3.55826407645892,3.55826407645892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55826407645892,3.55826407645892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C22H15O16P1,5.3526549423451,5.3526549423451,NA,NA,NA,NA,5.3526549423451,5.3526549423451,5.3526549423451,5.3526549423451,5.3526549423451,5.3526549423451,5.3526549423451,5.3526549423451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3526549423451,5.3526549423451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C21H17O17P1,6.86490003033547,6.86490003033547,NA,NA,6.86490003033547,NA,6.86490003033547,6.86490003033547,6.86490003033547,6.86490003033547,NA,6.86490003033547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.86490003033547,NA,6.86490003033547,NA,NA,NA,NA,6.86490003033547,NA,NA,NA,NA,NA,NA,NA,NA
C20H13O16P1,11.8794709535659,11.8794709535659,NA,NA,11.8794709535659,NA,11.8794709535659,11.8794709535659,11.8794709535659,11.8794709535659,NA,11.8794709535659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8794709535659,NA,11.8794709535659,NA,NA,NA,NA,11.8794709535659,NA,11.8794709535659,11.8794709535659,11.8794709535659,11.8794709535659,NA,11.8794709535659,11.8794709535659
C21H15O16P1,4.13980187551739,4.13980187551739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13980187551739,4.13980187551739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13980187551739,4.13980187551739,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13980187551739,4.13980187551739,4.13980187551739,4.13980187551739,NA,4.13980187551739,4.13980187551739
C22H17O16P1,2.73916495230785,2.73916495230785,NA,NA,2.73916495230785,NA,2.73916495230785,2.73916495230785,2.73916495230785,2.73916495230785,2.73916495230785,2.73916495230785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73916495230785,2.73916495230785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C20H15O16P1,12.1507106709331,12.1507106709331,NA,NA,12.1507106709331,NA,12.1507106709331,12.1507106709331,12.1507106709331,12.1507106709331,12.1507106709331,12.1507106709331,12.1507106709331,12.1507106709331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1507106709331,12.1507106709331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C21H17O16P1,6.94838814721248,6.94838814721248,NA,NA,6.94838814721248,NA,NA,NA,NA,NA,6.94838814721248,NA,6.94838814721248,6.94838814721248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.94838814721248,6.94838814721248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C23H17O16P1,6.29336066276878,6.29336066276878,NA,NA,6.29336066276878,NA,6.29336066276878,6.29336066276878,6.29336066276878,6.29336066276878,NA,6.29336066276878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C24H19O16P1,9.76484062982457,9.76484062982457,NA,NA,9.76484062982457,NA,9.76484062982457,9.76484062982457,9.76484062982457,9.76484062982457,NA,9.76484062982457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C22H19O16P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2319015143625,NA,16.2319015143625,16.2319015143625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2319015143625,16.2319015143625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C23H21O16P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.54234504521424,7.54234504521424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C23H19O18P1,13.930233817157,13.930233817157,NA,NA,13.930233817157,NA,13.930233817157,13.930233817157,13.930233817157,13.930233817157,NA,13.930233817157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.930233817157,13.930233817157,13.930233817157,NA,13.930233817157,NA,NA,NA,NA,13.930233817157,NA,13.930233817157,13.930233817157,13.930233817157,13.930233817157,NA,13.930233817157,13.930233817157
C23H19O17P1,3.69139278268161,3.69139278268161,NA,NA,3.69139278268161,NA,3.69139278268161,3.69139278268161,3.69139278268161,3.69139278268161,NA,3.69139278268161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.69139278268161,3.69139278268161,3.69139278268161,NA,3.69139278268161,NA,NA,NA,NA,3.69139278268161,NA,NA,NA,NA,NA,NA,NA,NA
C16H19O13P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.79216979030521,NA,3.79216979030521,3.79216979030521,3.79216979030521,3.79216979030521,NA,3.79216979030521,NA,NA,NA,NA,3.79216979030521,NA,NA
C17H21O13P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55302478806859,NA,2.55302478806859,2.55302478806859,2.55302478806859,2.55302478806859,NA,2.55302478806859,NA,NA,NA,NA,2.55302478806859,NA,NA
C17H19O13P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.60694574324874,NA,1.60694574324874,1.60694574324874,1.60694574324874,1.60694574324874,NA,1.60694574324874,NA,NA,NA,NA,1.60694574324874,NA,NA
C18H21O13P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06782376669867,NA,1.06782376669867,1.06782376669867,1.06782376669867,1.06782376669867,NA,1.06782376669867,NA,NA,NA,NA,1.06782376669867,NA,NA
C16H21O13P1,8.90716292687347,8.90716292687347,NA,8.90716292687347,8.90716292687347,8.90716292687347,8.90716292687347,8.90716292687347,8.90716292687347,NA,NA,8.90716292687347,8.90716292687347,8.90716292687347,NA,NA,NA,NA,NA,NA,NA,NA,8.90716292687347,8.90716292687347,8.90716292687347,8.90716292687347,8.90716292687347,NA,8.90716292687347,8.90716292687347,8.90716292687347,8.90716292687347,8.90716292687347,8.90716292687347,8.90716292687347,8.90716292687347,8.90716292687347,8.90716292687347,8.90716292687347,8.90716292687347,8.90716292687347,8.90716292687347,8.90716292687347,NA,8.90716292687347,8.90716292687347,8.90716292687347,8.90716292687347
C15H19O13P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.37718818457221,NA,3.37718818457221,3.37718818457221,3.37718818457221,3.37718818457221,NA,3.37718818457221,NA,NA,NA,NA,3.37718818457221,NA,NA
C16H19O14P1,1.91916842562045,1.91916842562045,NA,NA,1.91916842562045,NA,1.91916842562045,1.91916842562045,1.91916842562045,1.91916842562045,NA,1.91916842562045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91916842562045,1.91916842562045,1.91916842562045,1.91916842562045,1.91916842562045,1.91916842562045,1.91916842562045,1.91916842562045,1.91916842562045,1.91916842562045,NA,1.91916842562045,1.91916842562045,1.91916842562045,1.91916842562045,1.91916842562045,1.91916842562045,1.91916842562045
C17H21O14P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.97970040835949,3.97970040835949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.97970040835949,3.97970040835949,NA,3.97970040835949,NA,3.97970040835949,3.97970040835949,3.97970040835949,3.97970040835949,NA,3.97970040835949,NA,NA,NA,NA,3.97970040835949,NA,NA
C15H19O14P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.21439814855837,NA,3.21439814855837,3.21439814855837,3.21439814855837,3.21439814855837,NA,NA,NA,NA,NA,NA,NA,NA,NA
C16H21O14P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26170186202512,NA,1.26170186202512,1.26170186202512,1.26170186202512,1.26170186202512,NA,NA,NA,NA,NA,NA,1.26170186202512,NA,NA
C14H15O13P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.52356519625575,NA,NA,NA,NA,4.52356519625575,NA,NA,NA,NA,NA,NA,NA,NA
C15H17O14P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16365774441973,NA,2.16365774441973,NA,NA,NA,NA,2.16365774441973,NA,2.16365774441973,2.16365774441973,2.16365774441973,2.16365774441973,NA,2.16365774441973,2.16365774441973
C14H19O13P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61380812080435,1.61380812080435,1.61380812080435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C15H21O14P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69703216302015,NA,1.69703216302015,1.69703216302015,1.69703216302015,1.69703216302015,NA,1.69703216302015,NA,NA,NA,NA,NA,NA,NA,NA
C21H23O15P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55115815681978,2.55115815681978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55115815681978,2.55115815681978,NA,2.55115815681978,NA,2.55115815681978,NA,2.55115815681978,2.55115815681978,NA,NA,NA,NA,NA,NA,2.55115815681978,NA,NA
C22H25O15P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7596317035139,2.7596317035139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7596317035139,2.7596317035139,NA,2.7596317035139,NA,2.7596317035139,2.7596317035139,2.7596317035139,2.7596317035139,NA,NA,NA,NA,NA,NA,2.7596317035139,NA,NA
C20H23O15P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.40133641509189,4.40133641509189,NA,4.40133641509189,NA,4.40133641509189,4.40133641509189,4.40133641509189,4.40133641509189,NA,4.40133641509189,NA,NA,NA,NA,4.40133641509189,NA,NA
C21H25O15P1,2.5981343643862,2.5981343643862,NA,NA,2.5981343643862,NA,2.5981343643862,2.5981343643862,2.5981343643862,2.5981343643862,NA,2.5981343643862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5981343643862,2.5981343643862,NA,2.5981343643862,NA,2.5981343643862,2.5981343643862,2.5981343643862,2.5981343643862,NA,NA,NA,NA,NA,NA,2.5981343643862,NA,NA
C21H25O14P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.09824092151633,NA,4.09824092151633,4.09824092151633,4.09824092151633,4.09824092151633,NA,4.09824092151633,NA,NA,NA,NA,4.09824092151633,NA,NA
C22H27O14P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23045811295642,NA,2.23045811295642,2.23045811295642,2.23045811295642,2.23045811295642,NA,2.23045811295642,NA,NA,NA,NA,2.23045811295642,NA,NA
C18H23O15P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.80011557072501,NA,1.80011557072501,1.80011557072501,1.80011557072501,1.80011557072501,NA,1.80011557072501,NA,NA,NA,NA,1.80011557072501,NA,NA
C19H25O15P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.844913569972669,0.844913569972669,0.844913569972669,0.844913569972669,0.844913569972669,0.844913569972669,0.844913569972669,0.844913569972669,NA,NA,NA,NA,0.844913569972669,NA,NA
C19H23O15P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86845991539117,1.86845991539117,NA,1.86845991539117,NA,1.86845991539117,1.86845991539117,1.86845991539117,1.86845991539117,NA,1.86845991539117,NA,NA,NA,NA,1.86845991539117,NA,NA
C20H25O15P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39673094355296,NA,2.39673094355296,2.39673094355296,2.39673094355296,2.39673094355296,NA,2.39673094355296,2.39673094355296,2.39673094355296,2.39673094355296,2.39673094355296,2.39673094355296,NA,2.39673094355296
C18H23O14P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.08350096679205,3.08350096679205,NA,NA,NA,NA,NA,NA,NA,NA,3.08350096679205,3.08350096679205,3.08350096679205,3.08350096679205,3.08350096679205,3.08350096679205,NA,NA,3.08350096679205,3.08350096679205,NA,3.08350096679205,NA,3.08350096679205,3.08350096679205,3.08350096679205,3.08350096679205,NA,3.08350096679205,NA,NA,NA,NA,3.08350096679205,NA,NA
C19H25O14P1,5.31164502834581,5.31164502834581,NA,5.31164502834581,NA,NA,5.31164502834581,5.31164502834581,5.31164502834581,5.31164502834581,NA,5.31164502834581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.31164502834581,5.31164502834581,5.31164502834581,5.31164502834581,5.31164502834581,NA,5.31164502834581,NA,5.31164502834581,5.31164502834581,NA,5.31164502834581,NA,5.31164502834581,5.31164502834581,5.31164502834581,5.31164502834581,NA,5.31164502834581,NA,NA,NA,NA,5.31164502834581,NA,NA
C20H25O14P1,NA,NA,3.86727315056575,3.86727315056575,NA,NA,NA,NA,NA,NA,NA,NA,3.86727315056575,3.86727315056575,NA,NA,NA,NA,NA,NA,NA,NA,3.86727315056575,3.86727315056575,3.86727315056575,3.86727315056575,3.86727315056575,3.86727315056575,3.86727315056575,3.86727315056575,3.86727315056575,3.86727315056575,NA,3.86727315056575,NA,3.86727315056575,3.86727315056575,3.86727315056575,3.86727315056575,NA,3.86727315056575,NA,NA,NA,NA,3.86727315056575,NA,NA
C19H23O14P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51076527087725,NA,1.51076527087725,1.51076527087725,1.51076527087725,1.51076527087725,NA,1.51076527087725,NA,NA,NA,NA,1.51076527087725,NA,NA
C18H19O14P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75540583778203,NA,3.75540583778203,3.75540583778203,3.75540583778203,3.75540583778203,NA,NA,NA,NA,NA,NA,3.75540583778203,NA,NA
C19H21O14P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35428242101562,NA,1.35428242101562,1.35428242101562,1.35428242101562,1.35428242101562,NA,1.35428242101562,NA,NA,NA,NA,1.35428242101562,NA,NA
C17H19O14P1,NA,NA,NA,NA,NA,2.72600143215288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72600143215288,2.72600143215288,NA,NA,NA,2.72600143215288,2.72600143215288,2.72600143215288,NA,NA,2.72600143215288,NA,NA,NA,NA,2.72600143215288,NA,NA
C18H21O14P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62338796673569,NA,1.62338796673569,1.62338796673569,1.62338796673569,1.62338796673569,NA,1.62338796673569,NA,NA,NA,NA,1.62338796673569,NA,NA
C18H19O15P1,2.91198135687686,2.91198135687686,NA,NA,2.91198135687686,NA,NA,NA,NA,NA,NA,NA,2.91198135687686,2.91198135687686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91198135687686,NA,NA
C19H21O15P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.40226483829721,1.40226483829721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.40226483829721,1.40226483829721,NA,1.40226483829721,NA,1.40226483829721,1.40226483829721,1.40226483829721,1.40226483829721,NA,1.40226483829721,NA,NA,NA,NA,1.40226483829721,NA,NA
C17H19O15P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.42572782212012,NA,3.42572782212012,NA,NA,NA,NA,3.42572782212012,NA,3.42572782212012,3.42572782212012,3.42572782212012,3.42572782212012,3.42572782212012,3.42572782212012,3.42572782212012
C18H21O15P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.14914977881977,5.14914977881977,5.14914977881977,5.14914977881977,5.14914977881977,5.14914977881977,NA,5.14914977881977,5.14914977881977,5.14914977881977,5.14914977881977,5.14914977881977,5.14914977881977,5.14914977881977,5.14914977881977,5.14914977881977
C16H21O15P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.80636695182891,NA,4.80636695182891,NA,NA,NA,NA,4.80636695182891,NA,4.80636695182891,4.80636695182891,NA,4.80636695182891,NA,4.80636695182891,4.80636695182891
