,s20230217001,s20230217002,s20230217003,s20230217004,s20230217005,s20230217006,s20230217023,s20230217024,s20230217025,s20230217026,s20230217027,s20230217028,s20230217029,s20230217030,s20230217038,s20230217039,s20230217040,s20230217041,s20230217042,s20230217043,s20230217044,s20230217045,s20230217062,s20230217063,s20230217064,s20230217065,s20230217066,s20230217067,s20230217068,s20230217069,s20230217077,s20230217078,s20230217079,s20230217080,s20230217081,s20230217082,s20230217083,s20230217084,s20230217085,s20230217086,s20230217104,s20230217105,s20230217106,s20230217107,s20230217108,s20230217109,s20230217110,s20230217111
C21H10O16,NA,NA,0.266323882666385,0.266323882666385,NA,0.266323882666385,NA,NA,NA,NA,0.266323882666385,NA,0.266323882666385,0.266323882666385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C22H10O16,0.753680668387526,0.753680668387526,0.753680668387526,0.753680668387526,0.753680668387526,0.753680668387526,0.753680668387526,0.753680668387526,0.753680668387526,0.753680668387526,0.753680668387526,0.753680668387526,0.753680668387526,0.753680668387526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.753680668387526,0.753680668387526,0.753680668387526,NA,0.753680668387526,NA,NA,NA,NA,0.753680668387526,NA,0.753680668387526,0.753680668387526,0.753680668387526,0.753680668387526,NA,0.753680668387526,0.753680668387526
C21H12O17,0.596191808967054,0.596191808967054,0.596191808967054,0.596191808967054,0.596191808967054,NA,0.596191808967054,0.596191808967054,0.596191808967054,0.596191808967054,0.596191808967054,0.596191808967054,0.596191808967054,0.596191808967054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C22H14O17,0.376573244401667,0.376573244401667,0.376573244401667,0.376573244401667,0.376573244401667,0.376573244401667,0.376573244401667,0.376573244401667,0.376573244401667,0.376573244401667,0.376573244401667,0.376573244401667,0.376573244401667,0.376573244401667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.376573244401667,0.376573244401667,0.376573244401667,0.376573244401667,0.376573244401667,0.376573244401667,0.376573244401667,0.376573244401667,0.376573244401667,0.376573244401667,0.376573244401667,0.376573244401667,0.376573244401667,0.376573244401667,0.376573244401667,0.376573244401667,NA,0.376573244401667
C20H12O17,-0.0373307056531102,-0.0373307056531102,NA,-0.0373307056531102,-0.0373307056531102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C21H14O17,1.28646320862623,1.28646320862623,1.28646320862623,1.28646320862623,1.28646320862623,1.28646320862623,1.28646320862623,1.28646320862623,1.28646320862623,1.28646320862623,1.28646320862623,1.28646320862623,1.28646320862623,1.28646320862623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28646320862623,1.28646320862623,1.28646320862623,1.28646320862623,1.28646320862623,1.28646320862623,1.28646320862623,1.28646320862623,1.28646320862623,1.28646320862623,1.28646320862623,1.28646320862623,1.28646320862623,1.28646320862623,1.28646320862623,1.28646320862623,1.28646320862623,1.28646320862623
C22H14O18,0.258780971004059,0.258780971004059,0.258780971004059,0.258780971004059,0.258780971004059,NA,0.258780971004059,0.258780971004059,0.258780971004059,0.258780971004059,0.258780971004059,0.258780971004059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.258780971004059,0.258780971004059,0.258780971004059,0.258780971004059,0.258780971004059,NA,0.258780971004059,0.258780971004059,NA,NA,NA,NA,NA,NA,NA,NA
C21H14O18,0.0268894584546522,0.0268894584546522,NA,0.0268894584546522,0.0268894584546522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C23H20O19,4.62559367500976,4.62559367500976,NA,4.62559367500976,4.62559367500976,NA,4.62559367500976,4.62559367500976,4.62559367500976,4.62559367500976,4.62559367500976,4.62559367500976,4.62559367500976,4.62559367500976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.62559367500976,4.62559367500976,4.62559367500976,4.62559367500976,4.62559367500976,4.62559367500976,4.62559367500976,4.62559367500976,4.62559367500976,4.62559367500976,4.62559367500976,4.62559367500976,4.62559367500976,4.62559367500976,4.62559367500976,4.62559367500976,4.62559367500976,4.62559367500976
C22H18O19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.690665294325047,0.690665294325047,0.690665294325047,0.690665294325047,0.690665294325047,NA,NA,0.690665294325047
C21H18O19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0489752550034,1.0489752550034,1.0489752550034,1.0489752550034,1.0489752550034,NA,1.0489752550034,1.0489752550034
C22H20O19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51632557070142,1.51632557070142,1.51632557070142,1.51632557070142,1.51632557070142,NA,1.51632557070142,1.51632557070142
C21H20O19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14157437248266,NA,3.14157437248266,NA,NA,NA,NA,3.14157437248266,3.14157437248266,3.14157437248266,3.14157437248266,3.14157437248266,3.14157437248266,NA,3.14157437248266,3.14157437248266
C24H24O19,2.99824815784985,2.99824815784985,NA,2.99824815784985,2.99824815784985,NA,2.99824815784985,2.99824815784985,2.99824815784985,2.99824815784985,2.99824815784985,2.99824815784985,2.99824815784985,2.99824815784985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99824815784985,2.99824815784985,2.99824815784985,2.99824815784985,2.99824815784985,2.99824815784985,2.99824815784985,2.99824815784985,2.99824815784985,2.99824815784985,2.99824815784985,2.99824815784985,2.99824815784985,2.99824815784985,2.99824815784985,2.99824815784985,2.99824815784985,2.99824815784985
C23H22O19,2.297026701087,2.297026701087,NA,2.297026701087,2.297026701087,NA,2.297026701087,2.297026701087,2.297026701087,2.297026701087,2.297026701087,2.297026701087,2.297026701087,2.297026701087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.297026701087,2.297026701087,2.297026701087,2.297026701087,2.297026701087,2.297026701087,2.297026701087,2.297026701087,2.297026701087,NA,NA,NA,NA,2.297026701087,NA,NA
C24H22O19,4.46615925822058,4.46615925822058,4.46615925822058,4.46615925822058,4.46615925822058,4.46615925822058,4.46615925822058,4.46615925822058,4.46615925822058,4.46615925822058,4.46615925822058,4.46615925822058,4.46615925822058,4.46615925822058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.46615925822058,4.46615925822058,4.46615925822058,4.46615925822058,4.46615925822058,4.46615925822058,4.46615925822058,4.46615925822058,4.46615925822058,4.46615925822058,4.46615925822058,4.46615925822058,4.46615925822058,4.46615925822058,4.46615925822058,4.46615925822058,4.46615925822058,4.46615925822058
C25H24O19,2.43812775678271,2.43812775678271,2.43812775678271,2.43812775678271,2.43812775678271,NA,2.43812775678271,2.43812775678271,2.43812775678271,2.43812775678271,2.43812775678271,2.43812775678271,2.43812775678271,2.43812775678271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43812775678271,2.43812775678271,2.43812775678271,2.43812775678271,2.43812775678271,2.43812775678271,NA,2.43812775678271,2.43812775678271,2.43812775678271,2.43812775678271,2.43812775678271,2.43812775678271,2.43812775678271,2.43812775678271,2.43812775678271,2.43812775678271,2.43812775678271
C24H24O20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.483843337669944,0.483843337669944,0.483843337669944,0.483843337669944,0.483843337669944,NA,0.483843337669944,0.483843337669944
C24H22O20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.922083044808191,0.922083044808191,0.922083044808191,0.922083044808191,0.922083044808191,NA,NA,0.922083044808191
C25H24O20,NA,NA,NA,NA,NA,NA,0.99174971080475,0.99174971080475,0.99174971080475,0.99174971080475,NA,0.99174971080475,0.99174971080475,0.99174971080475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99174971080475,0.99174971080475,0.99174971080475,0.99174971080475,NA,NA,0.99174971080475,0.99174971080475,0.99174971080475,0.99174971080475,0.99174971080475,0.99174971080475,0.99174971080475,0.99174971080475,0.99174971080475,0.99174971080475
C22H22O19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7095762060388,1.7095762060388,1.7095762060388,1.7095762060388,1.7095762060388,NA,1.7095762060388,1.7095762060388
C23H24O19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01544750761031,2.01544750761031,NA,NA,NA,NA,NA,NA,NA,NA,2.01544750761031,2.01544750761031,2.01544750761031,2.01544750761031,2.01544750761031,2.01544750761031,2.01544750761031,2.01544750761031
C25H26O20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86327533208854,2.86327533208854,2.86327533208854,2.86327533208854,2.86327533208854,NA,2.86327533208854,2.86327533208854
C24H26O19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33958604368386,1.33958604368386,NA,NA,NA,NA,NA,NA,NA,NA,1.33958604368386,1.33958604368386,1.33958604368386,1.33958604368386,1.33958604368386,NA,1.33958604368386,1.33958604368386
C25H28O19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.96739587809038,3.96739587809038,3.96739587809038,3.96739587809038,NA,3.96739587809038,3.96739587809038
C23H26O19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44592278995641,NA,1.44592278995641,NA,NA,NA,NA,1.44592278995641,NA,1.44592278995641,1.44592278995641,1.44592278995641,1.44592278995641,NA,1.44592278995641,1.44592278995641
C21H16O16,-15.8636013316149,-17.223581792946,-18.8294525970428,-18.5871860604886,-17.901962120217,-16.490635878292,-16.2566488321334,-15.5151325100179,-18.8144243648152,-17.4566295814824,-17.2573203744671,-18.4200574069602,-17.209861635994,-17.8264856615341,-16.9868777412664,-14.8101503348233,-16.6886071349935,-17.1455764175624,-16.8219909660335,-19.4218556064997,-17.3299452231778,-15.5573409358295,-19.2265799121872,-16.9575313225848,-15.8973431472388,-15.5754175726091,-17.0666100754249,-16.3959274909356,-18.1649783614846,-17.1355227986678,-16.6093796151354,-17.0059430285413,-18.1279392707704,-16.8041146771884,-14.9928522152976,-17.304548249765,-16.5071235907958,-18.9438231075258,-16.0539899181506,-18.9257088022598,-17.6131456159272,-18.1726362040627,-17.2428544012984,-17.828714274671,-18.1007654752858,-17.5004698385975,-16.4929258630152,-16.8821243676661
C22H18O16,-19.1482118202358,-16.9982291479775,-18.899053789263,-20.0556138482839,-18.9940445722496,-19.0089821771088,-17.0317128911626,-17.4926406702992,-15.1455092908377,-16.011014198727,-18.7112367401126,-14.1598322030115,-21.8375426133034,-15.4870928869957,-18.1848177590282,-16.5923166902353,-17.5589837029101,-20.7050134821423,-16.3772846331999,-17.6349398784477,-16.197074096468,-17.0093330580219,-17.4055380417037,-16.1952736200522,-15.8603133512934,-16.7609268048493,-16.2020111908922,-16.5477680687282,-16.4942385983972,-16.4409182450132,-19.0571424542658,-19.1037509708745,-18.3498928567535,-19.0697745972359,-17.6323079461204,-18.7040846361122,-18.3709661262328,-18.369981759383,-18.6334560964191,-18.9844792410087,-17.6446121136856,-17.9722037042638,-18.6288459227986,-17.3168258717685,-19.6857003636498,-18.0334597746774,-18.927986550136,-16.7836782182947
C20H16O16,-16.4052629900973,-15.8411984358159,-17.0894591279896,-20.7299203243285,-16.6895134794128,-18.2341626738053,-17.6568400043203,-15.9631521249425,-17.6301508511089,-17.6327859715614,-18.2153979561393,-16.3205444660541,-16.8434173208305,-17.3623385194142,-17.7987721328949,-18.1741509400657,-20.9808648928216,-17.4468715961324,-18.6286876147666,-19.8296087849052,-16.1877401028076,-17.0322857301514,-19.3460100758028,-16.7627178777855,-16.3014718004134,-17.2343352789699,-17.289154218315,-16.841581383663,-16.9363088058729,-17.0276445632597,-16.2466995215701,-18.0710578593829,-16.5322556154641,-17.2029406693724,-16.508648897864,-17.0509106068943,-19.2249950458001,-18.5505600595809,-17.7352980444143,-18.2071067953594,-16.2806003153254,-18.6112867777023,-16.5145679709263,-19.5646933018979,-17.2708392798888,-16.7215625122211,-17.5974869917162,-17.0876453524936
C21H18O16,-18.5844999466509,-18.7577557710336,-19.2120702706746,-17.4563955654625,-18.6850151891477,-18.4957807068774,-20.0281951113747,-16.9209962987427,-17.8772177812193,-17.953987628119,-16.6335338667872,-19.1081694655934,-18.3030413928102,-17.5171624183388,-16.7940613125719,-16.7405503386935,-16.9539010483271,-19.4954603489065,-17.2526605595915,-20.5309459980904,-16.448488306217,-18.7771220064177,-19.3620671723382,-16.2763028324715,-20.846181327236,-17.6801525887975,-17.0236937667751,-16.452582002221,-18.1097988937866,-19.4924234605977,-18.3335063705128,-15.1254627354288,-15.9184894295079,-16.9880008979646,-18.5299706219403,-17.735199915641,-17.5473084637116,-17.0023644901289,-15.4684547243709,-19.5375061532661,-16.599545116113,-17.579661694852,-16.5865748145778,-16.4715349510564,-15.5751416792549,-18.1213025397558,-17.7923579672019,-17.5361423741193
C21H16O18,-0.181796614485694,-0.181796614485694,NA,-0.181796614485694,-0.181796614485694,NA,-0.181796614485694,-0.181796614485694,-0.181796614485694,-0.181796614485694,-0.181796614485694,-0.181796614485694,-0.181796614485694,-0.181796614485694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.181796614485694,-0.181796614485694,-0.181796614485694,-0.181796614485694,-0.181796614485694,NA,-0.181796614485694,-0.181796614485694,-0.181796614485694,-0.181796614485694,NA,-0.181796614485694,-0.181796614485694,-0.181796614485694,-0.181796614485694,-0.181796614485694
C22H18O18,-0.240636012735552,-0.240636012735552,-0.240636012735552,-0.240636012735552,-0.240636012735552,-0.240636012735552,-0.240636012735552,-0.240636012735552,-0.240636012735552,-0.240636012735552,-0.240636012735552,-0.240636012735552,-0.240636012735552,-0.240636012735552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.240636012735552,-0.240636012735552,-0.240636012735552,-0.240636012735552,-0.240636012735552,-0.240636012735552,-0.240636012735552,-0.240636012735552,-0.240636012735552,-0.240636012735552,-0.240636012735552,-0.240636012735552,-0.240636012735552,-0.240636012735552,-0.240636012735552,-0.240636012735552,-0.240636012735552,-0.240636012735552
C20H16O18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.445861487480392,-0.445861487480392,-0.445861487480392,-0.445861487480392,-0.445861487480392,-0.445861487480392,-0.445861487480392,-0.445861487480392
C21H18O18,-0.271688985078311,-0.271688985078311,-0.271688985078311,-0.271688985078311,-0.271688985078311,NA,-0.271688985078311,-0.271688985078311,-0.271688985078311,-0.271688985078311,-0.271688985078311,-0.271688985078311,-0.271688985078311,-0.271688985078311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.271688985078311,-0.271688985078311,-0.271688985078311,-0.271688985078311,-0.271688985078311,-0.271688985078311,-0.271688985078311,-0.271688985078311,-0.271688985078311,-0.271688985078311,-0.271688985078311,-0.271688985078311,-0.271688985078311,-0.271688985078311,-0.271688985078311,-0.271688985078311,-0.271688985078311,-0.271688985078311
C21H16O17,-0.396673453600517,-0.396673453600517,-0.396673453600517,-0.396673453600517,-0.396673453600517,-0.396673453600517,-0.396673453600517,-0.396673453600517,-0.396673453600517,-0.396673453600517,-0.396673453600517,-0.396673453600517,-0.396673453600517,-0.396673453600517,NA,NA,NA,NA,NA,NA,NA,NA,-0.396673453600517,-0.396673453600517,-0.396673453600517,-0.396673453600517,-0.396673453600517,-0.396673453600517,-0.396673453600517,NA,-0.396673453600517,-0.396673453600517,-0.396673453600517,-0.396673453600517,-0.396673453600517,-0.396673453600517,-0.396673453600517,-0.396673453600517,-0.396673453600517,-0.396673453600517,-0.396673453600517,-0.396673453600517,-0.396673453600517,-0.396673453600517,-0.396673453600517,-0.396673453600517,-0.396673453600517,-0.396673453600517
C22H18O17,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,NA,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384,0.124322412273384
C20H16O17,-0.604693191930342,-0.604693191930342,-0.604693191930342,-0.604693191930342,-0.604693191930342,-0.604693191930342,-0.604693191930342,-0.604693191930342,-0.604693191930342,-0.604693191930342,-0.604693191930342,-0.604693191930342,-0.604693191930342,-0.604693191930342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.604693191930342,-0.604693191930342,-0.604693191930342,-0.604693191930342,-0.604693191930342,-0.604693191930342,-0.604693191930342,-0.604693191930342,-0.604693191930342,-0.604693191930342,-0.604693191930342,-0.604693191930342,-0.604693191930342,-0.604693191930342,-0.604693191930342,-0.604693191930342,-0.604693191930342,-0.604693191930342
C21H18O17,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,NA,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,NA,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281,-0.245338554079281
C19H12O16,-0.332598108503093,-0.332598108503093,-0.332598108503093,-0.332598108503093,-0.332598108503093,-0.332598108503093,-0.332598108503093,-0.332598108503093,-0.332598108503093,-0.332598108503093,-0.332598108503093,-0.332598108503093,-0.332598108503093,-0.332598108503093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.332598108503093,-0.332598108503093,-0.332598108503093,-0.332598108503093,-0.332598108503093,-0.332598108503093,-0.332598108503093,-0.332598108503093,-0.332598108503093,-0.332598108503093,-0.332598108503093,-0.332598108503093,-0.332598108503093,-0.332598108503093,NA,-0.332598108503093
C20H14O16,1.26744544633352,1.26744544633352,1.26744544633352,1.26744544633352,1.26744544633352,1.26744544633352,1.26744544633352,1.26744544633352,1.26744544633352,1.26744544633352,1.26744544633352,1.26744544633352,1.26744544633352,1.26744544633352,1.26744544633352,1.26744544633352,NA,1.26744544633352,1.26744544633352,NA,1.26744544633352,1.26744544633352,1.26744544633352,1.26744544633352,1.26744544633352,1.26744544633352,NA,1.26744544633352,1.26744544633352,NA,1.26744544633352,1.26744544633352,1.26744544633352,1.26744544633352,1.26744544633352,1.26744544633352,1.26744544633352,1.26744544633352,1.26744544633352,1.26744544633352,1.26744544633352,1.26744544633352,1.26744544633352,1.26744544633352,1.26744544633352,1.26744544633352,1.26744544633352,1.26744544633352
C18H12O16,-0.307481708922898,-0.307481708922898,NA,-0.307481708922898,-0.307481708922898,NA,-0.307481708922898,-0.307481708922898,-0.307481708922898,-0.307481708922898,-0.307481708922898,-0.307481708922898,-0.307481708922898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.307481708922898,-0.307481708922898,-0.307481708922898,-0.307481708922898,-0.307481708922898,NA,-0.307481708922898,-0.307481708922898,-0.307481708922898,-0.307481708922898,-0.307481708922898,-0.307481708922898,-0.307481708922898,NA,NA,-0.307481708922898
C19H14O16,-0.253853314375723,-0.253853314375723,-0.253853314375723,-0.253853314375723,-0.253853314375723,-0.253853314375723,-0.253853314375723,-0.253853314375723,-0.253853314375723,-0.253853314375723,-0.253853314375723,-0.253853314375723,-0.253853314375723,-0.253853314375723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.253853314375723,-0.253853314375723,-0.253853314375723,-0.253853314375723,-0.253853314375723,-0.253853314375723,-0.253853314375723,-0.253853314375723,-0.253853314375723,-0.253853314375723,-0.253853314375723,-0.253853314375723,-0.253853314375723,-0.253853314375723,-0.253853314375723,-0.253853314375723,-0.253853314375723,-0.253853314375723
C19H12O17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.279459398928138,NA,-0.279459398928138,NA,NA,NA,NA,-0.279459398928138,NA,-0.279459398928138,-0.279459398928138,-0.279459398928138,-0.279459398928138,NA,-0.279459398928138,-0.279459398928138
C20H14O17,0.0967542041816744,0.0967542041816744,0.0967542041816744,0.0967542041816744,0.0967542041816744,0.0967542041816744,0.0967542041816744,0.0967542041816744,0.0967542041816744,0.0967542041816744,0.0967542041816744,0.0967542041816744,0.0967542041816744,0.0967542041816744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0967542041816744,0.0967542041816744,0.0967542041816744,0.0967542041816744,0.0967542041816744,0.0967542041816744,0.0967542041816744,0.0967542041816744,0.0967542041816744,0.0967542041816744,0.0967542041816744,0.0967542041816744,0.0967542041816744,0.0967542041816744,0.0967542041816744,0.0967542041816744,0.0967542041816744,0.0967542041816744
C18H12O17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.283717864044876,NA,-0.283717864044876,NA,NA,NA,NA,-0.283717864044876,NA,-0.283717864044876,-0.283717864044876,-0.283717864044876,-0.283717864044876,NA,-0.283717864044876,-0.283717864044876
C19H14O17,-0.100316090137672,-0.100316090137672,NA,-0.100316090137672,-0.100316090137672,NA,-0.100316090137672,-0.100316090137672,-0.100316090137672,-0.100316090137672,-0.100316090137672,-0.100316090137672,-0.100316090137672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.100316090137672,-0.100316090137672,-0.100316090137672,-0.100316090137672,-0.100316090137672,-0.100316090137672,-0.100316090137672,-0.100316090137672,-0.100316090137672,-0.100316090137672,-0.100316090137672,-0.100316090137672,-0.100316090137672,-0.100316090137672,-0.100316090137672,-0.100316090137672
C19H14O18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.742612148371449,0.742612148371449,0.742612148371449,0.742612148371449,NA,0.742612148371449,0.742612148371449
C23H20O16,-17.7743447965172,-16.8591774004766,-18.1605443500806,-18.2449711944362,-18.1883216270289,-17.2751717685155,-17.6296461738384,-17.7085938843893,-18.5249130569702,-16.8616502346002,-15.5269373251496,-16.8018111143473,-19.0687261545354,-17.9719509442686,-19.6253299270922,-18.2095167731502,-15.7999352309461,-17.8518758890416,-16.7848975652154,-16.266507972314,-18.5488392340318,-20.130313940554,-15.13415118358,-17.6016576705944,-18.2484383316002,-18.0310218834324,-17.2424824975956,-19.4382696680225,-17.1861298055545,-18.3635107490286,-17.3610853337533,-17.5290801543382,-18.1978482757319,-15.7313405263942,-17.0810535578019,-15.1367261207021,-16.7275949328853,-18.5899064145706,-17.9795265252149,-16.4012037447379,-15.3933290018433,-17.9386383861435,-18.1070549706206,-15.5155943371827,-17.0134632572894,-18.9546506202536,-16.9721606372484,-17.2772054832641
