,s20230217014,s20230217015,s20230217016,s20230217017,s20230217018,s20230217019,s20230217020,s20230217021,s20230217022,s20230217054,s20230217055,s20230217056,s20230217057,s20230217058,s20230217059,s20230217060,s20230217061,s20230217095,s20230217097,s20230217098,s20230217099,s20230217100,s20230217101,s20230217102,s20230217103
fdeff82e80ffa6081b47081805daf817,NA,NA,NA,NA,-0.580777746041245,NA,-0.580777746041245,-0.580777746041245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2bb4d3912af0ce38ff346a963725de16,NA,-0.572309198457619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8139020b094f30fe9925c09627550ad0,NA,-0.746962669591272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
b24fa7ddd2299bccc2b74a4844860d1a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0768035839546783,NA,NA,NA,NA,NA,NA,NA,NA
6ee0019d33526940351b8b49549f92cf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.434806924087403,NA,NA,NA,NA,NA,NA,NA,NA
00793dece430bcf71e5849bd6a07f12d,NA,NA,NA,NA,NA,NA,NA,0.369505845385647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a5bdc57d0b3f71e22b6d4813109e0c2b,NA,NA,NA,NA,NA,NA,NA,0.55045785619369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fee7cb142598db4c747d96c64d2b30fc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.544725272319737,NA,NA
3cf1deedb8951df6d1acde69cf507a54,NA,NA,NA,NA,NA,NA,NA,0.0422931629307299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0ffa5611694a788a32126e5571436f01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0871864008249667,NA,NA
58a12950343609f61b400754dc0c6586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.393313724546333
676e1be3320bd34f7ae309e6a4f0ad2d,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.399233257015975,0.399233257015975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
f595ff041d04f20047cb5643a15c6aad,NA,NA,0.0079977403477178,0.00799774034771859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214df94232dd8c34355304aae5aa0a93,NA,NA,NA,NA,NA,NA,NA,-0.0425915840480528,-0.0425915840480526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64108a4f875d7eaecea33afeecbf8fd7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.131703704477677,NA,0.131703704477677,0.131703704477677,0.131703704477677,0.131703704477677
8dbf385d73e88f65a5c01b23f6666fa4,NA,NA,NA,0.374237082268192,NA,0.374237082268193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.374237082268192,NA,NA,NA,NA,NA,NA
e7cb43cd8f1dca906ceb07875686a2af,NA,NA,NA,NA,NA,0.186386049255296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d6587efd7fe84497ea29b28b72e1ed4b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.70902114905445,NA,NA
944e7ff8ed02156a14e473e1f266f7b9,-0.110531375374393,NA,-0.110531375374394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.110531375374393,NA,NA,NA,NA,NA,NA,NA,NA
1624e20c08afa235b64486cd1660ab45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0527090056455379,NA,0.0527090056455379,NA,NA,0.0527090056455385
8635a80a8c9fd144c6a28372dc8b5dd5,NA,NA,NA,NA,NA,NA,-0.0285394597378495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
c3335631c194d0a4286297661f735186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.457741856866331,NA,NA,NA,NA,0.457741856866331
be89f553f15311ad4378bbba077e4649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.856502218621257,NA,0.856502218621258,0.856502218621259,NA,0.856502218621257
21defc8604836a45e3a270d099841b69,NA,NA,NA,NA,1.19697272334445,NA,1.19697272334445,1.19697272334446,1.19697272334446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
985cbcd61f47f8791b6889c34348e60d,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95779989974173,0.957799899741729,0.95779989974173,NA,NA,NA,NA,NA,NA,NA,0.957799899741732,NA,NA,NA,NA,NA
518ba07a5290a392fe572eb8e825a9d5,NA,NA,NA,NA,NA,NA,NA,1.03893291510989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697abb7d1ee5030e979c7997938d0af7,NA,NA,NA,NA,NA,NA,0.0732487332089673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
c132761d613bd75bb32421cc481bb972,NA,0.179494517645292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.179494517645293,NA,NA,NA,NA,NA,NA,NA,NA,NA
6a8797440c4be23ab61fc89dd982eb15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.430053620449969,NA,NA
557b16f6278b2af4c39e17eb288d8b32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.981321400247863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403dbd573e779fad6e3813f4626d20e4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.927604837752642,NA
f299ae791b92a6f0bfa3d7135fa2d201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31832626098341,NA,NA
6deee0dd563e35c0de633ff59def1ddc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91128843145828,NA,NA,NA,NA,NA,NA
542c90ab655693b10736926bbb27b5ee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.371064203266547,NA,NA,NA,NA,NA,NA
56f70bdfc6c221e48e2fae6dcf18f232,NA,NA,NA,NA,NA,NA,NA,NA,-0.49100346590708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0d9d31b7e3f3b6aaf7e72f42d3fcf8f6,NA,NA,NA,NA,-0.0510550747662332,NA,-0.051055074766232,-0.0510550747662331,-0.0510550747662322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0510550747662324,-0.0510550747662315,-0.0510550747662319,-0.0510550747662325,NA,-0.0510550747662324
e4f1277271fc48b80d38c3ea926823c4,NA,NA,NA,NA,NA,NA,NA,-0.434605676416031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aa6bee7bf9cf2ff4c3af784fd225f5c0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.425117949115002
1202cb5614b1ee46885c2faed273b023,NA,NA,NA,NA,-0.317809942139872,NA,-0.317809942139872,-0.317809942139873,NA,-0.317809942139872,-0.317809942139873,NA,NA,NA,NA,NA,NA,NA,NA,-0.317809942139873,NA,NA,NA,-0.317809942139873,-0.317809942139873
9a903278a0a556e9fa62a6811187c3de,NA,NA,-0.310132739595512,NA,NA,-0.310132739595513,-0.310132739595513,-0.310132739595512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.310132739595512,-0.310132739595512,NA,NA,-0.310132739595512,NA,-0.310132739595512
98e154e1548a8606298f5c8fbfd10c75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.179977643824273,-0.179977643824273,NA,NA,-0.179977643824273,-0.179977643824273,-0.179977643824273,NA,NA,-0.179977643824273,NA,NA,-0.179977643824273,-0.179977643824273,-0.179977643824273
818ae5abf8955f09136c44773bddc5cb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.475911228191068,NA,NA
a42a1d4745a4bc719db92a835ce16184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.283913217279574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
f7652fb128995e0be14c7c1b7d84fffa,NA,0.470987792104198,NA,NA,0.470987792104199,NA,0.470987792104199,NA,NA,0.470987792104198,0.470987792104199,0.470987792104197,NA,0.470987792104197,0.470987792104198,0.470987792104198,0.470987792104198,0.470987792104197,0.470987792104198,0.470987792104198,0.470987792104198,0.470987792104198,NA,0.470987792104198,0.470987792104198
2e235e36ee3ca969c2a739335f704941,NA,-0.0139796158520562,NA,NA,NA,NA,NA,-0.0139796158520566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0139796158520563,NA
b84706ac51c321306a55b29086131586,NA,NA,NA,NA,NA,NA,NA,NA,-0.120953526060518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69ae3a4e82347b091e1a34f2fb20b367,NA,NA,NA,0.156202978146581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20e0006621ef3281d0538f3a5179c336,NA,NA,0.23102033242565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23102033242565,NA,NA,NA,NA,NA,NA
8b180b8c378e6f1f3c7ff8f4323700e2,NA,NA,NA,NA,-0.140035141546518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.140035141546517,NA,NA,NA,NA,NA
2d7589cd0af803f866919e47b5a072b8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0679916825093784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1db50bd6f5586161b8b17d6d1791e5ad,NA,NA,NA,NA,NA,NA,-0.189455505024361,-0.189455505024361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d3a30cf03b1b06ceb9d04b2af8452748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.377285521644436,NA,NA
fda61f20593a63407d357e06727d9d7e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12298016024901,1.12298016024901,NA,1.12298016024901
51910a7ffcf8edeb4316cc36b3e14e76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.497120910951964,NA,0.497120910951964
986248115119b3ed20c4783d1f3eff73,NA,NA,NA,0.349034389002237,0.349034389002237,0.349034389002236,0.349034389002236,0.349034389002236,0.349034389002237,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.349034389002236,0.349034389002237,0.349034389002236,0.349034389002236,0.349034389002237,0.349034389002236,0.349034389002236
9a1d546b30c10316f15fb33f84a94785,NA,NA,-0.247011149724471,-0.247011149724471,NA,-0.247011149724471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.247011149724471,-0.247011149724471,NA,-0.247011149724471,-0.247011149724471,NA,-0.247011149724471
20ac42ddfff7952926879ead8b5187bd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.242875748865785,NA,-0.242875748865785,-0.242875748865785,NA,-0.242875748865785
56e7ad30fe3dbe756a26a022016efa69,NA,NA,NA,NA,NA,NA,NA,NA,-0.218188598233544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6e6ee8dfe035338ad9d579a0228c1546,NA,NA,NA,NA,NA,NA,-0.172440933236905,-0.172440933236905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
731fae45cbbd332a799fc36b6121ee8d,NA,0.537415442937505,NA,0.537415442937505,0.537415442937506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.537415442937504,NA,NA,NA,0.537415442937505,NA
f8c4546458bcb1a56d49a9052d46ce57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.137812951758122,NA,NA,NA,NA,NA,-0.137812951758122
f92a20f77b9c2abd7caa56777fd5d569,NA,NA,NA,NA,NA,NA,NA,NA,0.2380393713462,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2380393713462,0.238039371346201,0.238039371346201,0.238039371346201,0.238039371346201,0.238039371346201,0.238039371346202
1fda39c4e534ed538f52cb9f6b8c3e8d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175364428342132,NA,0.175364428342132,NA,NA,NA
12a1ccc9089ef9ae84c6aaaf1b5ae43a,NA,NA,NA,NA,NA,0.0488541226503393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14b107a7fe49c5aa8f53bfa413aea12c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22884423267456,NA,NA,NA,-0.22884423267456,NA,-0.22884423267456
23c5d87af8131e85c53457be4dc2ef61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.125358407159506,-0.125358407159506,NA,-0.125358407159506,NA,-0.125358407159506
53f5dbc5d347675c3be296751040e379,NA,0.656860925856231,NA,NA,NA,NA,NA,0.656860925856233,NA,0.656860925856231,0.656860925856232,0.656860925856234,NA,0.656860925856231,0.656860925856231,0.656860925856233,0.656860925856233,NA,NA,NA,NA,NA,NA,NA,NA
881d7aacc5eb3977a41dc028d639fe84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0495601687488067
20b869bb3058ff2588f3717915532329,NA,0.223741492389192,NA,NA,NA,NA,NA,NA,NA,0.223741492389192,NA,0.223741492389192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
07e9eedf2c8e78004b7a2beedc8ed647,NA,NA,NA,NA,NA,-0.196771848574955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503e0095794c912f9e8431569ceb9157,NA,0.552132612250329,NA,NA,0.552132612250329,NA,0.552132612250329,0.552132612250329,0.55213261225033,0.552132612250329,0.55213261225033,NA,NA,NA,0.552132612250329,0.552132612250329,NA,NA,NA,NA,NA,NA,NA,0.552132612250329,NA
d8894d78894ffbc222f8c1d9293c4aff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0298237822811086,NA,NA,NA,NA,NA,NA
eb732d2e6b89c35b6d14f3e06615a971,NA,0.36797391784652,NA,NA,NA,0.36797391784652,NA,0.367973917846521,NA,NA,NA,NA,NA,NA,0.36797391784652,0.36797391784652,0.36797391784652,NA,NA,NA,NA,NA,NA,NA,NA
ef7c58b1518b3882e36e07f453602309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.168101044944808,NA,NA
aae243f8b6fe8ae468d6e657c3276b78,NA,0.0528128102086543,NA,NA,0.0528128102086539,NA,NA,NA,NA,0.052812810208654,0.0528128102086541,NA,NA,0.0528128102086538,NA,NA,0.052812810208654,NA,NA,NA,NA,NA,NA,0.0528128102086541,NA
e7212b32f5ea1deeec126281ddecbbb4,NA,0.200520215048117,NA,NA,0.200520215048117,NA,0.200520215048117,0.200520215048117,NA,NA,NA,NA,NA,NA,0.200520215048117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241f3d9eacb47cb218abdf0753f9e011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0989749562776925,NA
f5481f457a6a18f6974597c7eb91a42f,NA,0.102813654106883,NA,NA,NA,NA,NA,0.102813654106883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
b3ff4e5973b9f7dc9f774baf9d77fcfb,NA,0.093872726832657,NA,NA,0.093872726832657,NA,NA,0.0938727268326575,NA,0.0938727268326564,NA,NA,NA,NA,NA,0.0938727268326568,0.093872726832657,NA,NA,NA,NA,NA,NA,NA,NA
4f106eb0719dd4eb76215ae3e706d1d7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.207312305921438,NA,NA,NA,NA,NA,NA
8bbbdd98669b3cc3ace3cd823dbfd594,NA,NA,NA,NA,0.0539413796376695,NA,NA,0.0539413796376693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7f4ee90fd227f20489b26f42d2914f12,NA,0.326658958581636,NA,NA,NA,NA,0.326658958581636,NA,NA,0.326658958581636,NA,NA,NA,NA,0.326658958581636,NA,0.326658958581636,NA,NA,NA,NA,NA,NA,NA,NA
95d07f0f1afc2bd42b1d45112480100f,NA,NA,NA,NA,NA,NA,NA,NA,0.00978899290394539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ad218f0dea14ff1e0f11f4f27fdedbe2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0636307960056531,NA,NA,NA,NA
74140b09b4d55298e9103c9cd145a1f0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.220583694437298,0.220583694437297,0.220583694437297,0.220583694437297,0.220583694437297,NA,0.220583694437296
1295ab8b9449188ded1ba83865c5c566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08061418201721,NA,NA,NA,NA,1.08061418201721
a29c5811cc4cb3b91b528e447b044d3d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84414284006683,NA,NA
e89d3d7b7550b3de7e9f8bf09660ae65,NA,NA,NA,1.52832700226488,1.52832700226488,NA,1.52832700226489,1.52832700226488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52832700226488,NA,NA,NA,NA,NA,NA
e1bb1c613a4daa6aa3724b3cda32c81b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33682172978336,NA,NA,NA,NA,2.33682172978336
182e2b1ca38570c4e8f8466f9906e011,NA,0.320861718614902,NA,NA,0.320861718614902,NA,NA,NA,NA,0.320861718614902,0.320861718614902,0.320861718614902,NA,0.320861718614902,0.320861718614903,0.320861718614903,0.320861718614902,NA,NA,NA,NA,NA,NA,NA,NA
