,s20230217007,s20230217008,s20230217009,s20230217010,s20230217011,s20230217012,s20230217013,s20230217031,s20230217032,s20230217033,s20230217035,s20230217036,s20230217037,s20230217046,s20230217047,s20230217048,s20230217049,s20230217050,s20230217051,s20230217052,s20230217053,s20230217070,s20230217071,s20230217072,s20230217073,s20230217074,s20230217075,s20230217076,s20230217087,s20230217088,s20230217089,s20230217090,s20230217091,s20230217092,s20230217093,s20230217094,s20230217112,s20230217113,s20230217114,s20230217115,s20230217116,s20230217118,s20230217119
C21H20O13,-1.04849015911144,-1.04849015911144,-1.04849015911144,-1.04849015911144,-1.04849015911144,-1.04849015911144,-1.04849015911144,-1.04849015911144,-1.04849015911144,-1.04849015911144,-1.04849015911144,-1.04849015911144,-1.04849015911144,-1.04849015911144,-1.04849015911144,-1.04849015911144,-1.04849015911144,-1.04849015911144,-1.04849015911144,-1.04849015911144,-1.04849015911144,-1.04849015911144,-1.04849015911144,-1.04849015911144,NA,-1.04849015911144,-1.04849015911144,-1.04849015911144,-1.04849015911144,-1.04849015911144,-1.04849015911144,-1.04849015911144,-1.04849015911144,-1.04849015911144,-1.04849015911144,-1.04849015911144,-1.04849015911144,-1.04849015911144,NA,NA,NA,-1.04849015911144,-1.04849015911144
C22H20O13,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735,NA,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735,-1.56266629769735
C21H22O12,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981,NA,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981,-1.25948162346981
C22H24O12,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807,NA,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807,-1.62338187669807
C22H22O12,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221,NA,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221,-1.60460353047221
C23H24O12,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803,NA,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803,-1.50721467390803
C21H22O13,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114,NA,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114,-1.53579219130114
C22H24O13,-1.40836821181576,-1.40836821181576,-1.40836821181576,-1.40836821181576,-1.40836821181576,-1.40836821181576,-1.40836821181576,-1.40836821181576,-1.40836821181576,-1.40836821181576,-1.40836821181576,-1.40836821181576,-1.40836821181576,-1.40836821181576,-1.40836821181576,-1.40836821181576,-1.40836821181576,-1.40836821181576,-1.40836821181576,-1.40836821181576,-1.40836821181576,-1.40836821181576,-1.40836821181576,-1.40836821181576,NA,-1.40836821181576,-1.40836821181576,-1.40836821181576,-1.40836821181576,-1.40836821181576,-1.40836821181576,-1.40836821181576,-1.40836821181576,-1.40836821181576,-1.40836821181576,-1.40836821181576,-1.40836821181576,-1.40836821181576,-1.40836821181576,NA,-1.40836821181576,-1.40836821181576,-1.40836821181576
C22H22O13,-0.87424978158511,-0.87424978158511,-0.87424978158511,-0.87424978158511,-0.87424978158511,-0.87424978158511,-0.87424978158511,-0.87424978158511,-0.87424978158511,-0.87424978158511,-0.87424978158511,-0.87424978158511,-0.87424978158511,-0.87424978158511,-0.87424978158511,-0.87424978158511,-0.87424978158511,-0.87424978158511,-0.87424978158511,-0.87424978158511,-0.87424978158511,-0.87424978158511,-0.87424978158511,-0.87424978158511,NA,-0.87424978158511,-0.87424978158511,-0.87424978158511,-0.87424978158511,-0.87424978158511,-0.87424978158511,-0.87424978158511,-0.87424978158511,-0.87424978158511,-0.87424978158511,-0.87424978158511,-0.87424978158511,-0.87424978158511,NA,NA,NA,-0.87424978158511,-0.87424978158511
C23H24O13,-1.1592913844089,-1.1592913844089,-1.1592913844089,-1.1592913844089,-1.1592913844089,-1.1592913844089,-1.1592913844089,-1.1592913844089,-1.1592913844089,-1.1592913844089,-1.1592913844089,-1.1592913844089,-1.1592913844089,-1.1592913844089,-1.1592913844089,-1.1592913844089,-1.1592913844089,-1.1592913844089,-1.1592913844089,-1.1592913844089,-1.1592913844089,-1.1592913844089,-1.1592913844089,-1.1592913844089,NA,-1.1592913844089,-1.1592913844089,-1.1592913844089,-1.1592913844089,-1.1592913844089,-1.1592913844089,-1.1592913844089,-1.1592913844089,-1.1592913844089,-1.1592913844089,-1.1592913844089,-1.1592913844089,-1.1592913844089,NA,NA,NA,-1.1592913844089,-1.1592913844089
C25H26O12,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593,NA,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593,-1.44530537079593
C25H26O13,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581,NA,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581,-1.30464784826581
C25H28O12,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144,NA,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144,-1.4031544187144
C24H26O13,-1.35272800184964,-1.35272800184964,-1.35272800184964,-1.35272800184964,-1.35272800184964,-1.35272800184964,-1.35272800184964,-1.35272800184964,-1.35272800184964,-1.35272800184964,-1.35272800184964,-1.35272800184964,-1.35272800184964,-1.35272800184964,-1.35272800184964,-1.35272800184964,-1.35272800184964,-1.35272800184964,-1.35272800184964,-1.35272800184964,-1.35272800184964,-1.35272800184964,-1.35272800184964,-1.35272800184964,NA,-1.35272800184964,-1.35272800184964,-1.35272800184964,-1.35272800184964,-1.35272800184964,-1.35272800184964,-1.35272800184964,-1.35272800184964,-1.35272800184964,-1.35272800184964,-1.35272800184964,-1.35272800184964,-1.35272800184964,NA,NA,NA,-1.35272800184964,-1.35272800184964
C25H28O13,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661,NA,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661,-1.60646320743661
C26H28O12,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369,NA,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369,-1.20525061366369
C27H30O12,-1.46781375629291,-1.46781375629291,-1.46781375629291,-1.46781375629291,-1.46781375629291,-1.46781375629291,-1.46781375629291,-1.46781375629291,-1.46781375629291,-1.46781375629291,-1.46781375629291,-1.46781375629291,-1.46781375629291,-1.46781375629291,-1.46781375629291,-1.46781375629291,-1.46781375629291,-1.46781375629291,-1.46781375629291,-1.46781375629291,-1.46781375629291,-1.46781375629291,-1.46781375629291,-1.46781375629291,NA,-1.46781375629291,-1.46781375629291,-1.46781375629291,-1.46781375629291,-1.46781375629291,-1.46781375629291,-1.46781375629291,-1.46781375629291,-1.46781375629291,-1.46781375629291,-1.46781375629291,-1.46781375629291,-1.46781375629291,NA,NA,NA,-1.46781375629291,-1.46781375629291
C26H28O13,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652,NA,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652,-1.46607493199652
C27H30O13,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935,NA,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935,-1.46693072051935
C26H30O12,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367,NA,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367,-1.31204020695367
C27H32O12,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221,NA,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221,-1.2786521702221
C26H30O13,-1.53394407367216,-1.53394407367216,-1.53394407367216,-1.53394407367216,-1.53394407367216,-1.53394407367216,-1.53394407367216,-1.53394407367216,-1.53394407367216,-1.53394407367216,-1.53394407367216,-1.53394407367216,-1.53394407367216,-1.53394407367216,-1.53394407367216,-1.53394407367216,-1.53394407367216,-1.53394407367216,-1.53394407367216,-1.53394407367216,-1.53394407367216,-1.53394407367216,-1.53394407367216,-1.53394407367216,NA,-1.53394407367216,-1.53394407367216,-1.53394407367216,-1.53394407367216,-1.53394407367216,-1.53394407367216,-1.53394407367216,-1.53394407367216,-1.53394407367216,-1.53394407367216,-1.53394407367216,-1.53394407367216,-1.53394407367216,NA,NA,NA,-1.53394407367216,-1.53394407367216
C27H32O13,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493,NA,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493,-1.48284114098493
C25H26O14,-0.877115526229189,-0.877115526229189,-0.877115526229189,-0.877115526229189,-0.877115526229189,-0.877115526229189,-0.877115526229189,-0.877115526229189,-0.877115526229189,-0.877115526229189,-0.877115526229189,-0.877115526229189,-0.877115526229189,-0.877115526229189,-0.877115526229189,-0.877115526229189,-0.877115526229189,-0.877115526229189,-0.877115526229189,-0.877115526229189,-0.877115526229189,-0.877115526229189,-0.877115526229189,-0.877115526229189,NA,-0.877115526229189,-0.877115526229189,-0.877115526229189,-0.877115526229189,-0.877115526229189,-0.877115526229189,-0.877115526229189,-0.877115526229189,-0.877115526229189,-0.877115526229189,-0.877115526229189,-0.877115526229189,-0.877115526229189,NA,NA,NA,-0.877115526229189,-0.877115526229189
C25H26O15,-1.26631098506021,-1.26631098506021,-1.26631098506021,-1.26631098506021,-1.26631098506021,-1.26631098506021,-1.26631098506021,-1.26631098506021,-1.26631098506021,-1.26631098506021,-1.26631098506021,-1.26631098506021,-1.26631098506021,-1.26631098506021,-1.26631098506021,-1.26631098506021,-1.26631098506021,-1.26631098506021,-1.26631098506021,-1.26631098506021,-1.26631098506021,-1.26631098506021,-1.26631098506021,-1.26631098506021,NA,-1.26631098506021,-1.26631098506021,-1.26631098506021,-1.26631098506021,-1.26631098506021,-1.26631098506021,-1.26631098506021,-1.26631098506021,-1.26631098506021,-1.26631098506021,-1.26631098506021,-1.26631098506021,-1.26631098506021,NA,NA,NA,-1.26631098506021,-1.26631098506021
C24H26O14,-1.26876976055462,-1.26876976055462,-1.26876976055462,-1.26876976055462,-1.26876976055462,-1.26876976055462,-1.26876976055462,-1.26876976055462,-1.26876976055462,-1.26876976055462,-1.26876976055462,-1.26876976055462,-1.26876976055462,-1.26876976055462,-1.26876976055462,-1.26876976055462,-1.26876976055462,-1.26876976055462,-1.26876976055462,-1.26876976055462,-1.26876976055462,-1.26876976055462,-1.26876976055462,-1.26876976055462,NA,-1.26876976055462,-1.26876976055462,-1.26876976055462,-1.26876976055462,-1.26876976055462,-1.26876976055462,-1.26876976055462,-1.26876976055462,-1.26876976055462,-1.26876976055462,-1.26876976055462,-1.26876976055462,-1.26876976055462,NA,NA,NA,-1.26876976055462,-1.26876976055462
C25H28O14,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835,NA,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835,-1.60793370525835
C24H26O15,-0.991644930305956,-0.991644930305956,-0.991644930305956,-0.991644930305956,-0.991644930305956,-0.991644930305956,-0.991644930305956,-0.991644930305956,-0.991644930305956,-0.991644930305956,-0.991644930305956,-0.991644930305956,-0.991644930305956,-0.991644930305956,-0.991644930305956,-0.991644930305956,-0.991644930305956,-0.991644930305956,-0.991644930305956,-0.991644930305956,-0.991644930305956,NA,NA,NA,NA,NA,NA,NA,-0.991644930305956,-0.991644930305956,-0.991644930305956,-0.991644930305956,-0.991644930305956,-0.991644930305956,-0.991644930305956,-0.991644930305956,-0.991644930305956,-0.991644930305956,-0.991644930305956,-0.991644930305956,-0.991644930305956,-0.991644930305956,-0.991644930305956
C25H28O15,-1.39945782233052,-1.39945782233052,-1.39945782233052,-1.39945782233052,-1.39945782233052,-1.39945782233052,-1.39945782233052,-1.39945782233052,-1.39945782233052,-1.39945782233052,-1.39945782233052,-1.39945782233052,-1.39945782233052,-1.39945782233052,-1.39945782233052,-1.39945782233052,-1.39945782233052,-1.39945782233052,-1.39945782233052,-1.39945782233052,-1.39945782233052,-1.39945782233052,-1.39945782233052,-1.39945782233052,NA,-1.39945782233052,NA,-1.39945782233052,-1.39945782233052,-1.39945782233052,-1.39945782233052,-1.39945782233052,-1.39945782233052,-1.39945782233052,-1.39945782233052,-1.39945782233052,-1.39945782233052,-1.39945782233052,NA,NA,NA,-1.39945782233052,-1.39945782233052
C26H28O14,-1.20842762320655,-1.20842762320655,-1.20842762320655,-1.20842762320655,-1.20842762320655,-1.20842762320655,-1.20842762320655,-1.20842762320655,-1.20842762320655,-1.20842762320655,-1.20842762320655,-1.20842762320655,-1.20842762320655,-1.20842762320655,-1.20842762320655,-1.20842762320655,-1.20842762320655,-1.20842762320655,-1.20842762320655,-1.20842762320655,-1.20842762320655,-1.20842762320655,-1.20842762320655,-1.20842762320655,NA,-1.20842762320655,-1.20842762320655,-1.20842762320655,-1.20842762320655,-1.20842762320655,-1.20842762320655,-1.20842762320655,-1.20842762320655,-1.20842762320655,-1.20842762320655,-1.20842762320655,-1.20842762320655,-1.20842762320655,NA,NA,NA,-1.20842762320655,-1.20842762320655
C27H30O14,-1.44141778878747,-1.44141778878747,-1.44141778878747,-1.44141778878747,-1.44141778878747,-1.44141778878747,-1.44141778878747,-1.44141778878747,-1.44141778878747,-1.44141778878747,-1.44141778878747,-1.44141778878747,-1.44141778878747,-1.44141778878747,-1.44141778878747,-1.44141778878747,-1.44141778878747,-1.44141778878747,-1.44141778878747,-1.44141778878747,-1.44141778878747,NA,NA,NA,NA,NA,NA,NA,-1.44141778878747,-1.44141778878747,-1.44141778878747,-1.44141778878747,-1.44141778878747,-1.44141778878747,-1.44141778878747,-1.44141778878747,-1.44141778878747,-1.44141778878747,NA,NA,NA,-1.44141778878747,-1.44141778878747
C26H28O15,-0.838546911712146,-0.838546911712146,-0.838546911712146,-0.838546911712146,-0.838546911712146,-0.838546911712146,-0.838546911712146,-0.838546911712146,-0.838546911712146,-0.838546911712146,-0.838546911712146,-0.838546911712146,-0.838546911712146,-0.838546911712146,-0.838546911712146,-0.838546911712146,-0.838546911712146,-0.838546911712146,-0.838546911712146,-0.838546911712146,-0.838546911712146,NA,NA,NA,NA,NA,NA,NA,-0.838546911712146,-0.838546911712146,-0.838546911712146,-0.838546911712146,-0.838546911712146,-0.838546911712146,-0.838546911712146,-0.838546911712146,-0.838546911712146,-0.838546911712146,NA,NA,NA,-0.838546911712146,-0.838546911712146
C27H30O15,-0.548104725610439,-0.548104725610439,-0.548104725610439,-0.548104725610439,-0.548104725610439,-0.548104725610439,-0.548104725610439,-0.548104725610439,-0.548104725610439,-0.548104725610439,-0.548104725610439,-0.548104725610439,-0.548104725610439,-0.548104725610439,-0.548104725610439,-0.548104725610439,-0.548104725610439,-0.548104725610439,-0.548104725610439,-0.548104725610439,-0.548104725610439,NA,NA,NA,NA,NA,NA,NA,-0.548104725610439,-0.548104725610439,-0.548104725610439,-0.548104725610439,-0.548104725610439,-0.548104725610439,-0.548104725610439,-0.548104725610439,-0.548104725610439,-0.548104725610439,NA,NA,NA,-0.548104725610439,-0.548104725610439
C26H30O14,-0.995627427239846,-0.995627427239846,-0.995627427239846,-0.995627427239846,-0.995627427239846,-0.995627427239846,-0.995627427239846,-0.995627427239846,-0.995627427239846,-0.995627427239846,-0.995627427239846,-0.995627427239846,-0.995627427239846,-0.995627427239846,-0.995627427239846,-0.995627427239846,-0.995627427239846,-0.995627427239846,-0.995627427239846,-0.995627427239846,-0.995627427239846,-0.995627427239846,-0.995627427239846,-0.995627427239846,NA,-0.995627427239846,-0.995627427239846,-0.995627427239846,-0.995627427239846,-0.995627427239846,-0.995627427239846,-0.995627427239846,-0.995627427239846,-0.995627427239846,-0.995627427239846,-0.995627427239846,-0.995627427239846,-0.995627427239846,NA,NA,NA,-0.995627427239846,-0.995627427239846
C27H32O14,-1.37155920583954,-1.37155920583954,-1.37155920583954,-1.37155920583954,-1.37155920583954,-1.37155920583954,-1.37155920583954,-1.37155920583954,-1.37155920583954,-1.37155920583954,-1.37155920583954,-1.37155920583954,-1.37155920583954,-1.37155920583954,-1.37155920583954,-1.37155920583954,-1.37155920583954,-1.37155920583954,-1.37155920583954,-1.37155920583954,-1.37155920583954,-1.37155920583954,-1.37155920583954,-1.37155920583954,NA,-1.37155920583954,NA,-1.37155920583954,-1.37155920583954,-1.37155920583954,-1.37155920583954,-1.37155920583954,-1.37155920583954,-1.37155920583954,-1.37155920583954,-1.37155920583954,-1.37155920583954,-1.37155920583954,-1.37155920583954,-1.37155920583954,-1.37155920583954,-1.37155920583954,-1.37155920583954
C26H30O15,-0.884151735301091,-0.884151735301091,-0.884151735301091,-0.884151735301091,-0.884151735301091,-0.884151735301091,-0.884151735301091,-0.884151735301091,-0.884151735301091,-0.884151735301091,-0.884151735301091,-0.884151735301091,-0.884151735301091,-0.884151735301091,-0.884151735301091,-0.884151735301091,-0.884151735301091,-0.884151735301091,-0.884151735301091,-0.884151735301091,-0.884151735301091,NA,NA,NA,NA,NA,NA,NA,-0.884151735301091,-0.884151735301091,-0.884151735301091,-0.884151735301091,-0.884151735301091,-0.884151735301091,-0.884151735301091,-0.884151735301091,-0.884151735301091,-0.884151735301091,NA,NA,NA,-0.884151735301091,-0.884151735301091
