,s20230901001,s20230901002,s20230901003,s20230901004,s20230901005,s20230901006,s20230901007,s20230901008,s20230901009,s20230901034,s20230901035,s20230901036,s20230901037,s20230901038,s20230901039,s20230901040,s20230901041,s20230901042,s20230901061,s20230901062,s20230901063,s20230901064,s20230901065,s20230901066,s20230901067,s20230901068,s20230901069
C33H68O5S1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.48591622014926,3.48591622014926,3.48591622014926,3.48591622014926,3.48591622014926,3.48591622014926,NA,NA,3.48591622014926,NA,NA,NA,NA,NA,NA,NA,NA,NA
C32H64O7S1,NA,5.04391328765481,5.04391328765481,5.04391328765481,5.04391328765481,5.04391328765481,NA,5.04391328765481,5.04391328765481,5.04391328765481,5.04391328765481,5.04391328765481,5.04391328765481,5.04391328765481,5.04391328765481,5.04391328765481,NA,5.04391328765481,NA,NA,NA,NA,NA,NA,NA,NA,NA
C32H62O6S1,NA,5.36698771846675,5.36698771846675,5.36698771846675,5.36698771846675,5.36698771846675,NA,5.36698771846675,5.36698771846675,5.36698771846675,5.36698771846675,5.36698771846675,5.36698771846675,5.36698771846675,5.36698771846675,5.36698771846675,5.36698771846675,5.36698771846675,5.36698771846675,5.36698771846675,NA,NA,NA,5.36698771846675,5.36698771846675,5.36698771846675,5.36698771846675
C33H64O6S1,NA,2.4721673138441,NA,2.4721673138441,2.4721673138441,2.4721673138441,NA,2.4721673138441,2.4721673138441,2.4721673138441,2.4721673138441,2.4721673138441,2.4721673138441,2.4721673138441,2.4721673138441,2.4721673138441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C32H64O6S1,10.0950936635977,10.0950936635977,10.0950936635977,10.0950936635977,10.0950936635977,10.0950936635977,10.0950936635977,10.0950936635977,10.0950936635977,10.0950936635977,10.0950936635977,10.0950936635977,10.0950936635977,10.0950936635977,10.0950936635977,10.0950936635977,NA,10.0950936635977,10.0950936635977,10.0950936635977,10.0950936635977,NA,NA,10.0950936635977,10.0950936635977,NA,10.0950936635977
C39H47O8N2S1P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75510334887637,1.75510334887637,NA,1.75510334887637,1.75510334887637,1.75510334887637,NA,NA,1.75510334887637,1.75510334887637,1.75510334887637,1.75510334887637,NA,NA,1.75510334887637,1.75510334887637,1.75510334887637,1.75510334887637
C40H49O8N2S1P1,14.0560211965654,NA,NA,14.0560211965654,14.0560211965654,NA,14.0560211965654,14.0560211965654,14.0560211965654,14.0560211965654,14.0560211965654,NA,14.0560211965654,14.0560211965654,14.0560211965654,14.0560211965654,NA,14.0560211965654,14.0560211965654,14.0560211965654,NA,NA,NA,14.0560211965654,14.0560211965654,14.0560211965654,14.0560211965654
C39H51O7N2S1P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79544254420709,1.79544254420709,1.79544254420709,NA,NA,1.79544254420709,1.79544254420709,NA,1.79544254420709,NA,NA,NA,NA,NA,NA,NA,NA,NA
C38H49O8N2S1P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05548117287683,5.05548117287683,NA,NA,5.05548117287683,5.05548117287683,5.05548117287683,5.05548117287683
C38H49O6N2S1P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7237937955009,1.7237937955009,1.7237937955009,NA,1.7237937955009,1.7237937955009,NA,NA,1.7237937955009,NA,NA,NA,NA,NA,NA,NA,NA,NA
C38H47O10N2S1P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7975500824017,5.7975500824017,5.7975500824017,5.7975500824017,5.7975500824017,5.7975500824017,5.7975500824017,NA,5.7975500824017,NA,NA,NA,NA,NA,NA,NA,NA,NA
C37H45O9N2S1P1,13.993465577537,NA,NA,13.993465577537,13.993465577537,NA,13.993465577537,13.993465577537,13.993465577537,13.993465577537,13.993465577537,13.993465577537,13.993465577537,13.993465577537,13.993465577537,13.993465577537,13.993465577537,13.993465577537,13.993465577537,13.993465577537,13.993465577537,NA,NA,13.993465577537,13.993465577537,13.993465577537,13.993465577537
C38H47O8N2S1P1,6.86986011094253,NA,NA,6.86986011094253,6.86986011094253,6.86986011094253,NA,6.86986011094253,6.86986011094253,6.86986011094253,6.86986011094253,6.86986011094253,6.86986011094253,6.86986011094253,6.86986011094253,6.86986011094253,NA,6.86986011094253,NA,NA,NA,NA,NA,NA,NA,NA,NA
C40H53O9N2S1P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.57875312612242,7.57875312612242,7.57875312612242,NA,7.57875312612242,7.57875312612242,7.57875312612242,NA,NA,7.57875312612242,7.57875312612242,7.57875312612242,NA,NA,7.57875312612242,NA,7.57875312612242,7.57875312612242
C40H49O9N2S1P1,4.58088474240201,NA,4.58088474240201,4.58088474240201,NA,4.58088474240201,4.58088474240201,4.58088474240201,4.58088474240201,4.58088474240201,4.58088474240201,NA,4.58088474240201,4.58088474240201,4.58088474240201,4.58088474240201,4.58088474240201,4.58088474240201,NA,NA,NA,NA,NA,NA,NA,NA,NA
C39H49O10N2S1P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.55658932526037,6.55658932526037,NA,6.55658932526037,6.55658932526037,6.55658932526037,NA,NA,6.55658932526037,NA,NA,NA,NA,NA,NA,NA,NA,NA
C39H41O11N2S1P1,11.2972537391252,NA,11.2972537391252,11.2972537391252,11.2972537391252,NA,NA,11.2972537391252,11.2972537391252,11.2972537391252,11.2972537391252,11.2972537391252,11.2972537391252,11.2972537391252,11.2972537391252,11.2972537391252,11.2972537391252,11.2972537391252,NA,NA,NA,NA,NA,NA,NA,NA,NA
C38H41O12N2S1P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.03900274896086,4.03900274896086,NA,NA,4.03900274896086,4.03900274896086,4.03900274896086,NA,4.03900274896086,NA,NA,NA,NA,NA,NA,NA,NA,NA
C39H43O12N2S1P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.58379302018921,2.58379302018921,2.58379302018921,2.58379302018921,2.58379302018921,2.58379302018921,NA,NA,2.58379302018921,NA,NA,NA,NA,NA,NA,NA,NA,NA
C38H41O10N2S1P1,15.3121954704294,NA,15.3121954704294,15.3121954704294,15.3121954704294,15.3121954704294,15.3121954704294,15.3121954704294,15.3121954704294,15.3121954704294,NA,15.3121954704294,15.3121954704294,15.3121954704294,15.3121954704294,15.3121954704294,15.3121954704294,15.3121954704294,15.3121954704294,15.3121954704294,NA,NA,NA,15.3121954704294,15.3121954704294,15.3121954704294,15.3121954704294
C38H41O11N2S1P1,8.91542822017514,NA,NA,8.91542822017514,8.91542822017514,NA,8.91542822017514,8.91542822017514,8.91542822017514,8.91542822017514,8.91542822017514,8.91542822017514,8.91542822017514,8.91542822017514,8.91542822017514,8.91542822017514,8.91542822017514,8.91542822017514,8.91542822017514,8.91542822017514,8.91542822017514,NA,NA,8.91542822017514,8.91542822017514,8.91542822017514,8.91542822017514
C37H39O10N2S1P1,17.9925191913179,17.9925191913179,17.9925191913179,17.9925191913179,NA,17.9925191913179,17.9925191913179,17.9925191913179,17.9925191913179,17.9925191913179,17.9925191913179,17.9925191913179,17.9925191913179,17.9925191913179,17.9925191913179,17.9925191913179,17.9925191913179,NA,17.9925191913179,17.9925191913179,17.9925191913179,NA,NA,17.9925191913179,17.9925191913179,17.9925191913179,17.9925191913179
C36H41O11N2S1P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.57525038265016,4.57525038265016,4.57525038265016,NA,NA,4.57525038265016,NA,4.57525038265016,4.57525038265016
C37H43O11N2S1P1,3.77183277659836,NA,NA,3.77183277659836,3.77183277659836,3.77183277659836,NA,3.77183277659836,3.77183277659836,3.77183277659836,3.77183277659836,NA,3.77183277659836,3.77183277659836,3.77183277659836,3.77183277659836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C38H45O11N2S1P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.80839858554247,6.80839858554247,6.80839858554247,NA,6.80839858554247,NA,6.80839858554247,NA,6.80839858554247,NA,NA,NA,NA,NA,NA,NA,NA,NA
C40H47O11N2S1P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06162318229806,2.06162318229806,2.06162318229806,2.06162318229806,2.06162318229806,2.06162318229806,2.06162318229806,NA,2.06162318229806,NA,NA,NA,NA,NA,NA,NA,NA,NA
C39H45O10N2S1P1,9.05564023990706,NA,9.05564023990706,9.05564023990706,9.05564023990706,9.05564023990706,9.05564023990706,9.05564023990706,NA,9.05564023990706,9.05564023990706,9.05564023990706,9.05564023990706,9.05564023990706,9.05564023990706,9.05564023990706,9.05564023990706,9.05564023990706,9.05564023990706,9.05564023990706,9.05564023990706,NA,NA,9.05564023990706,9.05564023990706,9.05564023990706,9.05564023990706
C40H45O10N2S1P1,8.63483126744767,NA,8.63483126744767,8.63483126744767,8.63483126744767,8.63483126744767,8.63483126744767,8.63483126744767,8.63483126744767,8.63483126744767,8.63483126744767,8.63483126744767,8.63483126744767,8.63483126744767,8.63483126744767,8.63483126744767,8.63483126744767,8.63483126744767,8.63483126744767,8.63483126744767,NA,NA,NA,8.63483126744767,8.63483126744767,8.63483126744767,8.63483126744767
C41H49O9N2S1P1,10.8166534444804,NA,10.8166534444804,NA,10.8166534444804,10.8166534444804,10.8166534444804,10.8166534444804,10.8166534444804,10.8166534444804,10.8166534444804,10.8166534444804,10.8166534444804,10.8166534444804,10.8166534444804,10.8166534444804,10.8166534444804,10.8166534444804,NA,NA,NA,NA,NA,NA,NA,NA,NA
C41H45O9N2S1P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0264716084621,9.0264716084621,9.0264716084621,NA,9.0264716084621,9.0264716084621,9.0264716084621,9.0264716084621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C38H43O9N2S1P1,13.0309496041309,NA,13.0309496041309,13.0309496041309,13.0309496041309,13.0309496041309,13.0309496041309,13.0309496041309,13.0309496041309,13.0309496041309,13.0309496041309,13.0309496041309,13.0309496041309,13.0309496041309,13.0309496041309,13.0309496041309,NA,13.0309496041309,13.0309496041309,NA,13.0309496041309,NA,NA,13.0309496041309,13.0309496041309,13.0309496041309,13.0309496041309
C39H45O9N2S1P1,4.98073419177285,NA,4.98073419177285,4.98073419177285,4.98073419177285,4.98073419177285,NA,4.98073419177285,NA,4.98073419177285,4.98073419177285,NA,4.98073419177285,4.98073419177285,NA,4.98073419177285,4.98073419177285,4.98073419177285,NA,NA,NA,NA,NA,NA,NA,NA,NA
C37H43O9N2S1P1,15.0530400509177,NA,15.0530400509177,15.0530400509177,15.0530400509177,15.0530400509177,15.0530400509177,15.0530400509177,15.0530400509177,15.0530400509177,15.0530400509177,15.0530400509177,15.0530400509177,15.0530400509177,15.0530400509177,15.0530400509177,15.0530400509177,15.0530400509177,15.0530400509177,15.0530400509177,15.0530400509177,NA,NA,15.0530400509177,15.0530400509177,15.0530400509177,NA
C30H19O8N2S1P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4430137372446,10.4430137372446,NA,NA,10.4430137372446,10.4430137372446,10.4430137372446,NA,10.4430137372446,NA,NA,NA,NA,NA,NA,NA,NA,NA
C36H27O13N2S1P1,8.37719561326984,8.37719561326984,8.37719561326984,8.37719561326984,8.37719561326984,8.37719561326984,8.37719561326984,8.37719561326984,8.37719561326984,8.37719561326984,8.37719561326984,8.37719561326984,8.37719561326984,8.37719561326984,8.37719561326984,8.37719561326984,8.37719561326984,8.37719561326984,8.37719561326984,NA,8.37719561326984,NA,NA,8.37719561326984,8.37719561326984,8.37719561326984,8.37719561326984
C37H29O13N2S1P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.26410561272991,3.26410561272991,NA,3.26410561272991,3.26410561272991,NA,3.26410561272991,3.26410561272991,3.26410561272991,NA,NA,NA,NA,NA,NA,NA,NA,NA
C36H29O14N2S1P1,14.8697150413545,14.8697150413545,14.8697150413545,14.8697150413545,14.8697150413545,14.8697150413545,NA,14.8697150413545,14.8697150413545,14.8697150413545,14.8697150413545,14.8697150413545,14.8697150413545,14.8697150413545,14.8697150413545,14.8697150413545,14.8697150413545,14.8697150413545,14.8697150413545,14.8697150413545,14.8697150413545,NA,NA,14.8697150413545,14.8697150413545,14.8697150413545,14.8697150413545
C34H25O13N2S1P1,9.80089116917926,9.80089116917926,9.80089116917926,9.80089116917926,9.80089116917926,9.80089116917926,9.80089116917926,9.80089116917926,9.80089116917926,9.80089116917926,9.80089116917926,9.80089116917926,9.80089116917926,9.80089116917926,9.80089116917926,9.80089116917926,9.80089116917926,9.80089116917926,9.80089116917926,9.80089116917926,9.80089116917926,NA,NA,9.80089116917926,9.80089116917926,9.80089116917926,9.80089116917926
C35H29O14N2S1P1,7.46798262741376,7.46798262741376,7.46798262741376,7.46798262741376,7.46798262741376,7.46798262741376,NA,7.46798262741376,7.46798262741376,7.46798262741376,7.46798262741376,7.46798262741376,7.46798262741376,7.46798262741376,7.46798262741376,NA,7.46798262741376,7.46798262741376,7.46798262741376,7.46798262741376,7.46798262741376,NA,NA,7.46798262741376,7.46798262741376,7.46798262741376,7.46798262741376
C33H27O13N2S1P1,15.3501648648845,15.3501648648845,15.3501648648845,15.3501648648845,15.3501648648845,15.3501648648845,15.3501648648845,15.3501648648845,15.3501648648845,15.3501648648845,15.3501648648845,15.3501648648845,15.3501648648845,15.3501648648845,15.3501648648845,15.3501648648845,15.3501648648845,15.3501648648845,15.3501648648845,15.3501648648845,15.3501648648845,NA,NA,15.3501648648845,15.3501648648845,15.3501648648845,15.3501648648845
C34H27O13N2S1P1,15.147619451169,NA,15.147619451169,15.147619451169,15.147619451169,15.147619451169,15.147619451169,15.147619451169,15.147619451169,15.147619451169,15.147619451169,15.147619451169,15.147619451169,15.147619451169,15.147619451169,15.147619451169,15.147619451169,15.147619451169,15.147619451169,15.147619451169,15.147619451169,NA,NA,15.147619451169,15.147619451169,15.147619451169,15.147619451169
C35H29O13N2S1P1,9.31673603944281,9.31673603944281,9.31673603944281,9.31673603944281,9.31673603944281,NA,NA,9.31673603944281,9.31673603944281,9.31673603944281,9.31673603944281,9.31673603944281,9.31673603944281,9.31673603944281,9.31673603944281,9.31673603944281,9.31673603944281,9.31673603944281,9.31673603944281,9.31673603944281,9.31673603944281,NA,NA,9.31673603944281,9.31673603944281,9.31673603944281,9.31673603944281
C32H23O14N2S1P1,9.16422126947507,NA,9.16422126947507,9.16422126947507,9.16422126947507,NA,9.16422126947507,9.16422126947507,9.16422126947507,9.16422126947507,9.16422126947507,9.16422126947507,9.16422126947507,9.16422126947507,9.16422126947507,9.16422126947507,NA,NA,9.16422126947507,NA,9.16422126947507,NA,NA,9.16422126947507,9.16422126947507,9.16422126947507,9.16422126947507
C33H23O14N2S1P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.70068652701904,6.70068652701904,6.70068652701904,6.70068652701904,6.70068652701904,6.70068652701904,6.70068652701904,NA,6.70068652701904,NA,NA,NA,NA,NA,NA,NA,NA,NA
C34H25O14N2S1P1,11.218155134886,11.218155134886,11.218155134886,11.218155134886,11.218155134886,NA,11.218155134886,11.218155134886,11.218155134886,11.218155134886,11.218155134886,11.218155134886,11.218155134886,11.218155134886,11.218155134886,11.218155134886,NA,11.218155134886,11.218155134886,NA,11.218155134886,NA,NA,11.218155134886,11.218155134886,11.218155134886,11.218155134886
C34H25O15N2S1P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.28169030828017,6.28169030828017,NA,6.28169030828017,6.28169030828017,6.28169030828017,6.28169030828017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C35H25O15N2S1P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.17792455402762,5.17792455402762,5.17792455402762,5.17792455402762,5.17792455402762,5.17792455402762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C31H23O13N2S1P1,9.44257682101924,9.44257682101924,9.44257682101924,9.44257682101924,9.44257682101924,9.44257682101924,9.44257682101924,9.44257682101924,9.44257682101924,9.44257682101924,9.44257682101924,9.44257682101924,9.44257682101924,9.44257682101924,9.44257682101924,9.44257682101924,9.44257682101924,9.44257682101924,9.44257682101924,9.44257682101924,9.44257682101924,NA,NA,9.44257682101924,9.44257682101924,9.44257682101924,9.44257682101924
C31H21O12N2S1P1,16.3375143682163,16.3375143682163,16.3375143682163,16.3375143682163,16.3375143682163,16.3375143682163,16.3375143682163,16.3375143682163,16.3375143682163,16.3375143682163,16.3375143682163,16.3375143682163,16.3375143682163,16.3375143682163,16.3375143682163,16.3375143682163,16.3375143682163,16.3375143682163,16.3375143682163,16.3375143682163,16.3375143682163,NA,NA,16.3375143682163,16.3375143682163,16.3375143682163,16.3375143682163
C32H25O11N2S1P1,17.7411705822966,17.7411705822966,17.7411705822966,17.7411705822966,17.7411705822966,17.7411705822966,17.7411705822966,17.7411705822966,17.7411705822966,17.7411705822966,17.7411705822966,17.7411705822966,17.7411705822966,17.7411705822966,17.7411705822966,17.7411705822966,17.7411705822966,17.7411705822966,17.7411705822966,17.7411705822966,17.7411705822966,NA,NA,17.7411705822966,17.7411705822966,17.7411705822966,17.7411705822966
C39H37O11N2S1P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.21076278150822,4.21076278150822,4.21076278150822,4.21076278150822,4.21076278150822,4.21076278150822,4.21076278150822,NA,4.21076278150822,NA,NA,NA,NA,NA,NA,NA,NA,NA
C39H39O10N2S1P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2527917792806,10.2527917792806,10.2527917792806,10.2527917792806,10.2527917792806,10.2527917792806,NA,NA,10.2527917792806,10.2527917792806,10.2527917792806,10.2527917792806,NA,NA,10.2527917792806,NA,10.2527917792806,10.2527917792806
C40H41O10N2S1P1,12.2988379883573,NA,12.2988379883573,12.2988379883573,12.2988379883573,12.2988379883573,12.2988379883573,12.2988379883573,NA,12.2988379883573,12.2988379883573,12.2988379883573,12.2988379883573,12.2988379883573,12.2988379883573,12.2988379883573,12.2988379883573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C40H41O11N2S1P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9974695368115,NA,NA,4.9974695368115,4.9974695368115,4.9974695368115,4.9974695368115,4.9974695368115,4.9974695368115,NA,NA,NA,NA,NA,NA,NA,NA,NA
C36H33O12N2S1P1,5.15941612694983,NA,5.15941612694983,5.15941612694983,5.15941612694983,5.15941612694983,5.15941612694983,5.15941612694983,5.15941612694983,5.15941612694983,5.15941612694983,NA,5.15941612694983,5.15941612694983,5.15941612694983,5.15941612694983,5.15941612694983,5.15941612694983,NA,NA,NA,NA,NA,NA,NA,NA,NA
